"date","team","opponent","location","team_score","opp_score","score_diff","pred_score_diff","total_score","pred_total_score"
"2016-02-06","Penn","Harvard","H",67,57,10,-3.43115603105895,124,132.133626393198
"2016-02-06","Princeton","Dartmouth","H",83,70,13,18.4057140719365,153,137.179536997787
"2016-02-06","Yale","Cornell","H",83,52,31,17.4023776314365,135,143.851798202252
"2016-02-12","Columbia","Penn","H",63,53,10,11.1708645540872,116,141.221073771626
"2016-02-12","Cornell","Princeton","H",56,85,-29,-12.0181241642823,141,154.853918807652
"2016-02-12","Dartmouth","Yale","H",65,75,-10,-12.2631343828674,140,127.15661345852
"2016-02-12","Harvard","Brown","H",79,73,6,9.98394897483977,152,144.514147942553
"2016-02-13","Columbia","Princeton","H",83,88,-5,-4.30382147064204,171,143.798182323024
"2016-02-13","Cornell","Penn","H",84,92,-8,1.44288001400669,176,148.128442520651
"2016-02-13","Dartmouth","Brown","H",87,70,17,4.22852677225463,157,149.187690202782
"2016-02-13","Harvard","Yale","H",55,67,-12,-6.69429107986181,122,125.04702999069
"2016-02-19","Columbia","Harvard","H",90,76,14,6.33849408332536,166,131.827976659376
"2016-02-19","Cornell","Dartmouth","H",66,78,-12,0.983241625258504,144,145.738918486941
"2016-02-19","Penn","Brown","H",79,74,5,6.05581502939456,153,154.166039162804
"2016-02-19","Princeton","Yale","H",75,63,12,3.37640069288241,138,138.758910360639
"2016-02-20","Columbia","Dartmouth","H",73,54,19,10.5401382969479,127,137.510614732468
"2016-02-20","Cornell","Harvard","H",74,76,-2,-3.75303386496883,150,142.446778233896
"2016-02-20","Penn","Yale","H",58,79,-21,-10.9397274319801,137,133.119760397541
"2016-02-20","Princeton","Brown","H",77,66,11,20.9875020541474,143,159.286393140275
"2016-02-26","Brown","Dartmouth","H",84,83,1,0.932355506048859,167,148.590954926698
"2016-02-26","Penn","Cornell","H",79,67,12,6.06085378892675,146,150.257046081045
"2016-02-26","Princeton","Columbia","H",88,83,5,10.0252387074134,171,146.528848437121
"2016-02-26","Yale","Harvard","H",59,50,9,14.1521232614657,109,127.112934564132
"2016-02-27","Brown","Harvard","H",52,61,-9,-3.00054154189474,113,146.568976553485
"2016-02-27","Penn","Columbia","H",65,93,-28,-4.77723813335644,158,142.623828320756
"2016-02-27","Princeton","Cornell","H",74,60,14,20.9234954999459,134,155.681420983211
"2016-02-27","Yale","Dartmouth","H",76,71,5,17.6969702964787,147,128.828647705997
"2016-03-04","Columbia","Brown","H",66,63,3,14.4391860285473,129,156.637924226394
"2016-03-04","Cornell","Yale","H",64,88,-24,-13.8048695535079,152,143.624136740464
"2016-03-04","Dartmouth","Penn","H",72,64,8,4.85368563537682,136,136.68581613804
"2016-03-04","Harvard","Princeton","H",73,71,2,-6.51406115883272,144,135.421599327019
"2016-03-05","Columbia","Yale","H",55,71,-16,-2.72815050180413,126,137.248260494555
"2016-03-05","Cornell","Brown","H",75,71,4,1.73779854157625,146,161.554276215605
"2016-03-05","Dartmouth","Princeton","H",65,84,-19,-9.7050339086103,149,141.415786282889
"2016-03-05","Harvard","Penn","H",74,56,18,8.91464280117373,130,131.675554326403
"2016-03-08","Princeton","Penn","H",72,71,1,18.621897078256,143,145.61813090827
"2016-03-16","Columbia","Norfolk St.","H",86,54,32,10.9029917728766,140,149.399676045578
"2016-03-16","Princeton","Virginia Tech","V",81,86,-5,-3.62765756685246,167,150.520920536153
"2016-03-17","Yale","Baylor","N",79,75,4,-5.72311962009198,154,138.004925804513
"2016-03-19","Yale","Duke","N",64,71,-7,-8.08294471239035,135,144.870827667219
"2016-03-23","Columbia","Ball St.","H",69,67,2,6.33162601517533,136,137.685154347885
"2016-03-27","Columbia","NJIT","H",80,65,15,9.65345757308289,145,144.987508738242
"2016-03-29","Columbia","UC Irvine","H",73,67,6,-0.0505633443076263,140,138.002887128742
