"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2016,12,22,"Air Force","UC Davis","H",77,67,NA,2
2016,12,28,"Air Force","Wyoming","V",72,84,NA,2
2016,12,31,"Air Force","Utah St.","H",78,73,NA,2
2017,1,7,"Air Force","Colorado St.","V",58,85,NA,2
2017,1,11,"Air Force","Fresno St.","H",81,72,NA,2
2017,1,14,"Air Force","San Jose St.","H",85,89,NA,2
2017,1,18,"Air Force","Nevada","V",NA,NA,NA,2
2017,1,21,"Air Force","UNLV","V",NA,NA,NA,2
2017,1,24,"Air Force","San Diego St.","H",NA,NA,NA,2
2017,2,1,"Air Force","Fresno St.","V",NA,NA,NA,2
2017,2,4,"Air Force","Wyoming","H",NA,NA,NA,2
2017,2,8,"Air Force","New Mexico","H",NA,NA,NA,2
2017,2,11,"Air Force","Boise St.","V",NA,NA,NA,2
2017,2,15,"Air Force","Nevada","H",NA,NA,NA,2
2017,2,18,"Air Force","San Jose St.","V",NA,NA,NA,2
2017,2,22,"Air Force","UNLV","H",NA,NA,NA,2
2017,2,25,"Air Force","Utah St.","V",NA,NA,NA,2
2017,3,1,"Air Force","San Diego St.","V",NA,NA,NA,2
2017,3,4,"Air Force","Boise St.","H",NA,NA,NA,2
2016,11,12,"Akron","Youngstown St.","V",82,90,NA,2
2016,11,17,"Akron","American","H",72,62,NA,2
2016,11,20,"Akron","Radford","H",88,41,NA,2
2016,11,22,"Akron","Ga. Southern","H",75,67,NA,2
2016,11,25,"Akron","Air Force","N",84,75,NA,2
2016,11,26,"Akron","Mercer","N",65,63,NA,2
2016,12,3,"Akron","Creighton","V",70,82,NA,2
2016,12,7,"Akron","Coppin St.","H",87,63,NA,2
2016,12,10,"Akron","Gonzaga","V",43,61,NA,2
2016,12,17,"Akron","Marshall","H",99,88,NA,2
2016,12,21,"Akron","UC Irvine","N",88,80,NA,2
2016,12,22,"Akron","UMES","N",76,60,NA,2
2017,1,3,"Akron","Bowling Green","H",89,84,NA,2
2017,1,6,"Akron","Western Mich.","H",66,59,NA,2
2017,1,10,"Akron","Central Mich.","V",89,85,NA,2
2017,1,14,"Akron","Miami (OH)","V",74,70,NA,2
2017,1,17,"Akron","Ohio","H",NA,NA,NA,2
2017,1,21,"Akron","Eastern Mich.","H",NA,NA,NA,2
2017,1,24,"Akron","Western Mich.","V",NA,NA,NA,2
2017,1,28,"Akron","Buffalo","H",NA,NA,NA,2
2017,1,31,"Akron","Northern Ill.","V",NA,NA,NA,2
2017,2,4,"Akron","Ohio","V",NA,NA,NA,2
2017,2,7,"Akron","Ball St.","H",NA,NA,NA,2
2017,2,11,"Akron","Eastern Mich.","V",NA,NA,NA,2
2017,2,14,"Akron","Toledo","H",NA,NA,NA,2
2017,2,18,"Akron","Kent St.","H",NA,NA,NA,2
2017,2,21,"Akron","Bowling Green","V",NA,NA,NA,2
2017,2,25,"Akron","Buffalo","V",NA,NA,NA,2
2017,2,28,"Akron","Miami (OH)","H",NA,NA,NA,2
2017,3,3,"Akron","Kent St.","V",NA,NA,NA,2
2016,11,11,"Alabama","Coastal Caro.","H",70,53,NA,2
2016,11,15,"Alabama","Dayton","H",72,77,NA,2
2016,11,18,"Alabama","Ball St.","H",77,59,NA,2
2016,11,21,"Alabama","Valparaiso","N",60,68,NA,2
2016,11,23,"Alabama","Saint Louis","N",62,57,NA,2
2016,11,29,"Alabama","Charleston So.","H",76,46,NA,2
2016,12,2,"Alabama","Texas","V",68,77,NA,2
2016,12,11,"Alabama","Oregon","V",56,65,NA,2
2016,12,15,"Alabama","USC Upstate","H",78,61,NA,2
2016,12,18,"Alabama","Clemson","H",54,67,NA,2
2016,12,21,"Alabama","Arkansas St.","N",67,52,NA,2
2016,12,29,"Alabama","Stetson","H",83,60,NA,2
2017,1,3,"Alabama","Mississippi St.","V",68,58,NA,2
2017,1,7,"Alabama","Vanderbilt","H",59,56,NA,2
2017,1,10,"Alabama","Florida","H",67,80,NA,2
2017,1,14,"Alabama","LSU","V",81,66,NA,2
2017,1,18,"Alabama","Missouri","H",NA,NA,NA,2
2017,1,21,"Alabama","Auburn","V",NA,NA,NA,2
2017,1,25,"Alabama","Georgia","V",NA,NA,NA,2
2017,1,28,"Alabama","Mississippi St.","H",NA,NA,NA,2
2017,2,1,"Alabama","Arkansas","V",NA,NA,NA,2
2017,2,4,"Alabama","Auburn","H",NA,NA,NA,2
2017,2,7,"Alabama","South Carolina","V",NA,NA,NA,2
2017,2,11,"Alabama","Kentucky","H",NA,NA,NA,2
2017,2,15,"Alabama","Missouri","V",NA,NA,NA,2
2017,2,18,"Alabama","LSU","H",NA,NA,NA,2
2017,2,23,"Alabama","Georgia","H",NA,NA,NA,2
2017,2,25,"Alabama","Texas A&M","V",NA,NA,NA,2
2017,3,1,"Alabama","Ole Miss","H",NA,NA,NA,2
2017,3,4,"Alabama","Tennessee","V",NA,NA,NA,2
2016,11,11,"Alabama A&M","Missouri St.","V",62,96,NA,2
2016,11,13,"Alabama A&M","Missouri","V",44,99,NA,2
2016,11,17,"Alabama A&M","Tennessee Tech","V",61,95,NA,2
2016,11,21,"Alabama A&M","Southern Miss.","V",55,63,NA,2
2016,11,26,"Alabama A&M","Murray St.","V",54,91,NA,2
2016,11,29,"Alabama A&M","UAB","V",45,75,NA,2
2016,12,3,"Alabama A&M","Tennessee Tech","H",74,79,NA,2
2016,12,10,"Alabama A&M","Troy","V",59,88,NA,2
2016,12,14,"Alabama A&M","Georgia St.","V",79,94,NA,2
2016,12,22,"Alabama A&M","Bowling Green","V",61,74,NA,2
2016,12,29,"Alabama A&M","Western Mich.","V",50,80,NA,2
2017,1,2,"Alabama A&M","Jackson St.","H",51,63,NA,2
2017,1,4,"Alabama A&M","Grambling","H",67,69,NA,2
2017,1,7,"Alabama A&M","Mississippi Val.","V",79,76,NA,2
2017,1,9,"Alabama A&M","Ark.-Pine Bluff","V",65,81,NA,2
2017,1,14,"Alabama A&M","Alabama St.","H",55,57,NA,2
2017,1,21,"Alabama A&M","Southern U.","H",NA,NA,NA,2
2017,1,23,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2017,1,28,"Alabama A&M","Prairie View","V",NA,NA,NA,2
2017,1,30,"Alabama A&M","Texas Southern","V",NA,NA,NA,2
2017,2,4,"Alabama A&M","Mississippi Val.","H",NA,NA,NA,2
2017,2,6,"Alabama A&M","Ark.-Pine Bluff","H",NA,NA,NA,2
2017,2,11,"Alabama A&M","Alabama St.","V",NA,NA,NA,2
2017,2,18,"Alabama A&M","Southern U.","V",NA,NA,NA,2
2017,2,20,"Alabama A&M","Alcorn","V",NA,NA,NA,2
2017,2,25,"Alabama A&M","Prairie View","H",NA,NA,NA,2
2017,2,27,"Alabama A&M","Texas Southern","H",NA,NA,NA,2
2017,3,2,"Alabama A&M","Jackson St.","V",NA,NA,NA,2
2017,3,4,"Alabama A&M","Grambling","V",NA,NA,NA,2
2016,11,12,"Alabama St.","Western Ky.","V",66,79,NA,2
2016,11,14,"Alabama St.","TCU","V",62,98,NA,2
2016,11,16,"Alabama St.","Louisiana Tech","V",56,87,NA,2
2016,11,22,"Alabama St.","Kennesaw St.","V",72,79,NA,2
2016,11,25,"Alabama St.","Northern Ariz.","N",57,71,NA,2
2016,11,26,"Alabama St.","Cal St. Fullerton","N",76,67,1,2
2016,11,29,"Alabama St.","Jacksonville St.","H",69,72,NA,2
2016,12,4,"Alabama St.","Troy","V",65,83,NA,2
2016,12,12,"Alabama St.","San Diego St.","V",41,73,NA,2
2016,12,14,"Alabama St.","Tennessee St.","V",46,68,NA,2
2016,12,22,"Alabama St.","Ball St.","V",48,73,NA,2
2017,1,2,"Alabama St.","Grambling","H",73,69,NA,2
2017,1,4,"Alabama St.","Jackson St.","H",60,63,NA,2
2017,1,7,"Alabama St.","Ark.-Pine Bluff","V",63,71,NA,2
2017,1,9,"Alabama St.","Mississippi Val.","V",70,73,NA,2
2017,1,14,"Alabama St.","Alabama A&M","V",57,55,NA,2
2017,1,21,"Alabama St.","Alcorn","H",NA,NA,NA,2
2017,1,23,"Alabama St.","Southern U.","H",NA,NA,NA,2
2017,1,28,"Alabama St.","Texas Southern","V",NA,NA,NA,2
2017,1,30,"Alabama St.","Prairie View","V",NA,NA,NA,2
2017,2,4,"Alabama St.","Ark.-Pine Bluff","H",NA,NA,NA,2
2017,2,6,"Alabama St.","Mississippi Val.","H",NA,NA,NA,2
2017,2,11,"Alabama St.","Alabama A&M","H",NA,NA,NA,2
2017,2,18,"Alabama St.","Alcorn","V",NA,NA,NA,2
2017,2,20,"Alabama St.","Southern U.","V",NA,NA,NA,2
2017,2,25,"Alabama St.","Texas Southern","H",NA,NA,NA,2
2017,2,27,"Alabama St.","Prairie View","H",NA,NA,NA,2
2017,3,2,"Alabama St.","Grambling","V",NA,NA,NA,2
2017,3,4,"Alabama St.","Jackson St.","V",NA,NA,NA,2
2016,11,11,"Albany (NY)","Penn St.","V",87,81,NA,2
2016,11,14,"Albany (NY)","Cincinnati","V",51,74,NA,2
2016,11,19,"Albany (NY)","Grand Canyon","N",77,82,NA,2
2016,11,20,"Albany (NY)","Brown","N",80,76,NA,2
2016,11,27,"Albany (NY)","Siena","H",81,72,NA,2
2016,11,30,"Albany (NY)","Holy Cross","H",49,55,NA,2
2016,12,3,"Albany (NY)","Yale","V",55,59,NA,2
2016,12,7,"Albany (NY)","Marist","H",78,66,NA,2
2016,12,10,"Albany (NY)","Colgate","V",74,66,NA,2
2016,12,12,"Albany (NY)","Canisius","V",64,77,NA,2
2016,12,17,"Albany (NY)","St. Francis Brooklyn","H",87,60,NA,2
2016,12,20,"Albany (NY)","SMU","V",53,71,NA,2
2016,12,30,"Albany (NY)","Columbia","V",70,67,NA,2
2017,1,2,"Albany (NY)","Cornell","H",69,59,NA,2
2017,1,5,"Albany (NY)","UMass Lowell","V",79,85,NA,2
2017,1,8,"Albany (NY)","Stony Brook","V",70,72,NA,2
2017,1,11,"Albany (NY)","New Hampshire","H",67,75,NA,2
2017,1,16,"Albany (NY)","UMBC","V",NA,NA,NA,2
2017,1,19,"Albany (NY)","Binghamton","H",NA,NA,NA,2
2017,1,22,"Albany (NY)","Maine","H",NA,NA,NA,2
2017,1,25,"Albany (NY)","Vermont","H",NA,NA,NA,2
2017,1,28,"Albany (NY)","Hartford","V",NA,NA,NA,2
2017,2,1,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2017,2,4,"Albany (NY)","Stony Brook","H",NA,NA,NA,2
2017,2,6,"Albany (NY)","New Hampshire","V",NA,NA,NA,2
2017,2,9,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2017,2,15,"Albany (NY)","UMBC","H",NA,NA,NA,2
2017,2,19,"Albany (NY)","Maine","V",NA,NA,NA,2
2017,2,22,"Albany (NY)","Vermont","V",NA,NA,NA,2
2017,2,25,"Albany (NY)","Hartford","H",NA,NA,NA,2
2016,11,11,"Alcorn","Loyola Chicago","V",44,69,NA,2
2016,11,14,"Alcorn","Evansville","V",59,82,NA,2
2016,11,27,"Alcorn","Colorado St.","V",58,80,NA,2
2016,11,30,"Alcorn","San Francisco","V",65,78,NA,2
2016,12,3,"Alcorn","California","V",59,83,NA,2
2016,12,5,"Alcorn","Louisiana Tech","V",65,98,NA,2
2016,12,18,"Alcorn","Georgia Tech","V",50,74,NA,2
2016,12,20,"Alcorn","Grand Canyon","V",53,63,NA,2
2017,1,2,"Alcorn","Texas Southern","H",65,67,NA,2
2017,1,4,"Alcorn","Prairie View","H",66,55,NA,2
2017,1,9,"Alcorn","Grambling","V",62,67,NA,2
2017,1,11,"Alcorn","Jackson St.","V",63,50,NA,2
2017,1,14,"Alcorn","Mississippi Val.","H",77,84,NA,2
2017,1,16,"Alcorn","Ark.-Pine Bluff","H",NA,NA,NA,2
2017,1,21,"Alcorn","Alabama St.","V",NA,NA,NA,2
2017,1,23,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2017,1,28,"Alcorn","Southern U.","H",NA,NA,NA,2
2017,2,4,"Alcorn","Jackson St.","H",NA,NA,NA,2
2017,2,6,"Alcorn","Grambling","H",NA,NA,NA,2
2017,2,11,"Alcorn","Mississippi Val.","V",NA,NA,NA,2
2017,2,13,"Alcorn","Ark.-Pine Bluff","V",NA,NA,NA,2
2017,2,18,"Alcorn","Alabama St.","H",NA,NA,NA,2
2017,2,20,"Alcorn","Alabama A&M","H",NA,NA,NA,2
2017,2,25,"Alcorn","Southern U.","V",NA,NA,NA,2
2017,3,2,"Alcorn","Texas Southern","V",NA,NA,NA,2
2017,3,4,"Alcorn","Prairie View","V",NA,NA,NA,2
2016,11,11,"American","Maryland","V",56,62,NA,2
2016,11,14,"American","Texas A&M","V",53,76,NA,2
2016,11,17,"American","Akron","V",62,72,NA,2
2016,11,22,"American","Wagner","H",65,73,NA,2
2016,11,26,"American","Saint Francis (PA)","H",62,69,NA,2
2016,11,29,"American","Western Ill.","H",57,50,NA,2
2016,12,3,"American","Howard","V",54,71,NA,2
2016,12,6,"American","New Hampshire","H",70,80,NA,2
2016,12,10,"American","Youngstown St.","H",77,62,NA,2
2016,12,19,"American","UMES","H",61,58,NA,2
2016,12,21,"American","Villanova","V",48,90,NA,2
2016,12,30,"American","Loyola Maryland","H",66,68,NA,2
2017,1,2,"American","Colgate","V",67,64,1,2
2017,1,5,"American","Bucknell","H",60,69,NA,2
2017,1,8,"American","Lehigh","V",73,79,NA,2
2017,1,11,"American","Boston U.","V",66,76,NA,2
2017,1,14,"American","Army West Point","H",49,53,NA,2
2017,1,18,"American","Lafayette","H",NA,NA,NA,2
2017,1,23,"American","Holy Cross","V",NA,NA,NA,2
2017,1,25,"American","Navy","H",NA,NA,NA,2
2017,1,29,"American","Colgate","H",NA,NA,NA,2
2017,2,1,"American","Bucknell","V",NA,NA,NA,2
2017,2,4,"American","Lehigh","H",NA,NA,NA,2
2017,2,8,"American","Boston U.","H",NA,NA,NA,2
2017,2,11,"American","Army West Point","V",NA,NA,NA,2
2017,2,15,"American","Lafayette","V",NA,NA,NA,2
2017,2,19,"American","Holy Cross","H",NA,NA,NA,2
2017,2,22,"American","Navy","V",NA,NA,NA,2
2017,2,25,"American","Loyola Maryland","V",NA,NA,NA,2
2016,11,12,"Appalachian St.","Davidson","V",74,86,NA,2
2016,11,15,"Appalachian St.","Tennessee","V",94,103,NA,2
2016,11,23,"Appalachian St.","Hartford","V",70,61,NA,2
2016,11,26,"Appalachian St.","Duke","V",58,93,NA,2
2016,11,28,"Appalachian St.","Charlotte","V",72,80,NA,2
2016,12,3,"Appalachian St.","Western Caro.","H",53,58,NA,2
2016,12,15,"Appalachian St.","North Carolina St.","V",64,97,NA,2
2016,12,17,"Appalachian St.","James Madison","H",73,61,1,2
2016,12,21,"Appalachian St.","Hampton","H",88,67,NA,2
2016,12,31,"Appalachian St.","Texas St.","V",58,67,NA,2
2017,1,2,"Appalachian St.","UT Arlington","V",69,84,NA,2
2017,1,7,"Appalachian St.","Little Rock","H",68,76,NA,2
2017,1,9,"Appalachian St.","Arkansas St.","H",70,57,NA,2
2017,1,14,"Appalachian St.","Coastal Caro.","V",73,85,NA,2
2017,1,21,"Appalachian St.","Ga. Southern","V",NA,NA,NA,2
2017,1,23,"Appalachian St.","Georgia St.","V",NA,NA,NA,2
2017,1,28,"Appalachian St.","UT Arlington","H",NA,NA,NA,2
2017,1,30,"Appalachian St.","Texas St.","H",NA,NA,NA,2
2017,2,4,"Appalachian St.","Arkansas St.","V",NA,NA,NA,2
2017,2,6,"Appalachian St.","Little Rock","V",NA,NA,NA,2
2017,2,11,"Appalachian St.","Georgia St.","H",NA,NA,NA,2
2017,2,13,"Appalachian St.","Ga. Southern","H",NA,NA,NA,2
2017,2,18,"Appalachian St.","South Ala.","V",NA,NA,NA,2
2017,2,20,"Appalachian St.","Troy","V",NA,NA,NA,2
2017,2,25,"Appalachian St.","La.-Monroe","H",NA,NA,NA,2
2017,2,27,"Appalachian St.","Louisiana","H",NA,NA,NA,2
2017,3,5,"Appalachian St.","Coastal Caro.","H",NA,NA,NA,2
2016,11,11,"Arizona","Michigan St.","N",65,63,NA,2
2016,11,15,"Arizona","CSU Bakersfield","H",78,66,NA,2
2016,11,18,"Arizona","Sacred Heart","H",95,65,NA,2
2016,11,21,"Arizona","Northern Colo.","H",71,55,NA,2
2016,11,24,"Arizona","Santa Clara","N",69,61,NA,2
2016,11,25,"Arizona","Butler","N",65,69,NA,2
2016,11,30,"Arizona","Texas Southern","H",85,63,NA,2
2016,12,3,"Arizona","Gonzaga","N",62,69,NA,2
2016,12,6,"Arizona","UC Irvine","H",79,57,NA,2
2016,12,10,"Arizona","Missouri","V",79,60,NA,2
2016,12,14,"Arizona","Grand Canyon","H",64,54,NA,2
2016,12,17,"Arizona","Texas A&M","N",67,63,NA,2
2016,12,20,"Arizona","New Mexico","H",77,46,NA,2
2016,12,30,"Arizona","California","V",67,62,NA,2
2017,1,1,"Arizona","Stanford","V",91,52,NA,2
2017,1,5,"Arizona","Utah","H",66,56,NA,2
2017,1,7,"Arizona","Colorado","H",82,73,NA,2
2017,1,12,"Arizona","Arizona St.","H",91,75,NA,2
2017,1,19,"Arizona","Southern California","V",NA,NA,NA,2
2017,1,21,"Arizona","UCLA","V",NA,NA,NA,2
2017,1,26,"Arizona","Washington St.","H",NA,NA,NA,2
2017,1,29,"Arizona","Washington","H",NA,NA,NA,2
2017,2,2,"Arizona","Oregon St.","V",NA,NA,NA,2
2017,2,4,"Arizona","Oregon","V",NA,NA,NA,2
2017,2,8,"Arizona","Stanford","H",NA,NA,NA,2
2017,2,11,"Arizona","California","H",NA,NA,NA,2
2017,2,16,"Arizona","Washington St.","V",NA,NA,NA,2
2017,2,18,"Arizona","Washington","V",NA,NA,NA,2
2017,2,23,"Arizona","Southern California","H",NA,NA,NA,2
2017,2,25,"Arizona","UCLA","H",NA,NA,NA,2
2017,3,4,"Arizona","Arizona St.","V",NA,NA,NA,2
2016,11,11,"Arizona St.","Portland St.","H",88,70,NA,2
2016,11,13,"Arizona St.","Cal Poly","H",96,74,NA,2
2016,11,17,"Arizona St.","UNI","N",63,82,NA,2
2016,11,18,"Arizona St.","Tulane","N",80,71,NA,2
2016,11,20,"Arizona St.","Davidson","N",60,68,NA,2
2016,11,23,"Arizona St.","The Citadel","H",127,110,NA,2
2016,11,28,"Arizona St.","Kentucky","N",69,115,NA,2
2016,12,3,"Arizona St.","UNLV","H",97,73,NA,2
2016,12,6,"Arizona St.","Purdue","N",64,97,NA,2
2016,12,10,"Arizona St.","San Diego St.","V",74,63,NA,2
2016,12,17,"Arizona St.","New Mexico St.","H",70,81,NA,2
2016,12,20,"Arizona St.","Creighton","H",85,96,NA,2
2016,12,22,"Arizona St.","Central Ark.","H",98,62,NA,2
2016,12,30,"Arizona St.","Stanford","V",98,93,NA,2
2017,1,1,"Arizona St.","California","V",65,81,NA,2
2017,1,5,"Arizona St.","Colorado","H",78,77,NA,2
2017,1,7,"Arizona St.","Utah","H",82,88,NA,2
2017,1,12,"Arizona St.","Arizona","V",75,91,NA,2
2017,1,19,"Arizona St.","UCLA","V",NA,NA,NA,2
2017,1,22,"Arizona St.","Southern California","V",NA,NA,NA,2
2017,1,25,"Arizona St.","Washington","H",NA,NA,NA,2
2017,1,29,"Arizona St.","Washington St.","H",NA,NA,NA,2
2017,2,2,"Arizona St.","Oregon","V",NA,NA,NA,2
2017,2,4,"Arizona St.","Oregon St.","V",NA,NA,NA,2
2017,2,8,"Arizona St.","California","H",NA,NA,NA,2
2017,2,11,"Arizona St.","Stanford","H",NA,NA,NA,2
2017,2,16,"Arizona St.","Washington","V",NA,NA,NA,2
2017,2,18,"Arizona St.","Washington St.","V",NA,NA,NA,2
2017,2,23,"Arizona St.","UCLA","H",NA,NA,NA,2
2017,2,26,"Arizona St.","Southern California","H",NA,NA,NA,2
2017,3,4,"Arizona St.","Arizona","H",NA,NA,NA,2
2016,11,11,"Ark.-Pine Bluff","UAB","V",66,86,NA,2
2016,11,17,"Ark.-Pine Bluff","George Washington","V",41,61,NA,2
2016,11,23,"Ark.-Pine Bluff","Siena","V",43,66,NA,2
2016,11,27,"Ark.-Pine Bluff","Hawaii","V",44,64,NA,2
2016,12,1,"Ark.-Pine Bluff","UT Martin","H",68,73,NA,2
2016,12,3,"Ark.-Pine Bluff","Central Mich.","V",59,82,NA,2
2016,12,8,"Ark.-Pine Bluff","Little Rock","V",52,67,NA,2
2016,12,12,"Ark.-Pine Bluff","Seattle U","V",58,63,NA,2
2016,12,14,"Ark.-Pine Bluff","Oklahoma St.","V",66,102,NA,2
2016,12,17,"Ark.-Pine Bluff","New Mexico","V",43,83,NA,2
2016,12,19,"Ark.-Pine Bluff","Denver","V",52,74,NA,2
2016,12,22,"Ark.-Pine Bluff","Grand Canyon","V",49,89,NA,2
2017,1,2,"Ark.-Pine Bluff","Mississippi Val.","H",105,91,NA,2
2017,1,7,"Ark.-Pine Bluff","Alabama St.","H",71,63,NA,2
2017,1,9,"Ark.-Pine Bluff","Alabama A&M","H",81,65,NA,2
2017,1,14,"Ark.-Pine Bluff","Southern U.","V",75,76,NA,2
2017,1,16,"Ark.-Pine Bluff","Alcorn","V",NA,NA,NA,2
2017,1,21,"Ark.-Pine Bluff","Texas Southern","H",NA,NA,NA,2
2017,1,23,"Ark.-Pine Bluff","Prairie View","H",NA,NA,NA,2
2017,1,28,"Ark.-Pine Bluff","Grambling","V",NA,NA,NA,2
2017,1,30,"Ark.-Pine Bluff","Jackson St.","V",NA,NA,NA,2
2017,2,4,"Ark.-Pine Bluff","Alabama St.","V",NA,NA,NA,2
2017,2,6,"Ark.-Pine Bluff","Alabama A&M","V",NA,NA,NA,2
2017,2,11,"Ark.-Pine Bluff","Southern U.","H",NA,NA,NA,2
2017,2,13,"Ark.-Pine Bluff","Alcorn","H",NA,NA,NA,2
2017,2,18,"Ark.-Pine Bluff","Texas Southern","V",NA,NA,NA,2
2017,2,20,"Ark.-Pine Bluff","Prairie View","V",NA,NA,NA,2
2017,2,25,"Ark.-Pine Bluff","Grambling","H",NA,NA,NA,2
2017,2,27,"Ark.-Pine Bluff","Jackson St.","H",NA,NA,NA,2
2017,3,4,"Ark.-Pine Bluff","Mississippi Val.","V",NA,NA,NA,2
2016,11,11,"Arkansas","Fort Wayne","H",92,83,NA,2
2016,11,14,"Arkansas","Southern Ill.","H",90,65,NA,2
2016,11,18,"Arkansas","UT Arlington","H",71,67,NA,2
2016,11,22,"Arkansas","Minnesota","V",71,85,NA,2
2016,11,28,"Arkansas","Mt. St. Mary's","H",89,76,NA,2
2016,12,1,"Arkansas","SFA","H",78,62,NA,2
2016,12,3,"Arkansas","Austin Peay","H",99,62,NA,2
2016,12,6,"Arkansas","Houston","H",84,72,NA,2
2016,12,10,"Arkansas","North Florida","H",91,76,NA,2
2016,12,17,"Arkansas","Texas","N",77,74,NA,2
2016,12,20,"Arkansas","North Dakota St.","H",71,55,NA,2
2016,12,22,"Arkansas","Sam Houston St.","N",90,56,NA,2
2016,12,29,"Arkansas","Florida","H",72,81,NA,2
2017,1,3,"Arkansas","Tennessee","V",82,78,NA,2
2017,1,7,"Arkansas","Kentucky","V",71,97,NA,2
2017,1,10,"Arkansas","Mississippi St.","H",78,84,NA,2
2017,1,14,"Arkansas","Missouri","H",92,73,NA,2
