"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1","scorediff","predscorediff","wins"
2017,1,21,"Southern Ill.","UNI","H",57,58,0,2,-1,2.8,0
2017,1,24,"Southern Ill.","Wichita St.","V",45,87,0,2,-42,-22.6,0
2017,1,28,"Southern Ill.","Missouri St.","H",85,84,1,2,1,1.2,1
2017,2,1,"Southern Ill.","Bradley","H",85,65,0,2,20,6.7,1
2017,2,4,"Southern Ill.","Loyola Chicago","V",67,61,0,2,6,-6.9,1
2017,2,8,"Southern Ill.","UNI","V",41,49,0,2,-8,-2.9,0
2017,2,11,"Southern Ill.","Evansville","H",70,75,0,2,-5,2.5,0
2017,2,15,"Southern Ill.","Wichita St.","H",68,87,0,2,-19,-16.9,0
2017,2,19,"Southern Ill.","Indiana St.","V",74,68,0,2,6,-0.8,1
2017,2,22,"Southern Ill.","Illinois St.","V",46,50,0,2,-4,-11.9,0
2017,2,25,"Southern Ill.","Loyola Chicago","H",72,70,0,2,2,-1.2,1
2017,3,3,"Southern Ill.","Loyola Chicago","N",55,50,0,2,5,-4.1,1
2017,3,4,"Southern Ill.","Illinois St.","N",50,63,0,2,-13,-9,0
2016,11,15,"Southern Miss.","LSU","V",61,78,0,2,-17,-15.4,0
2016,11,21,"Southern Miss.","Alabama A&M","H",63,55,0,2,8,14.3,1
2016,11,30,"Southern Miss.","South Ala.","H",55,78,0,2,-23,-4.4,0
2016,12,4,"Southern Miss.","Jackson St.","V",64,75,0,2,-11,-2.8,0
2016,12,6,"Southern Miss.","Florida St.","V",49,98,0,2,-49,-33.5,0
2016,12,10,"Southern Miss.","Tulane","H",64,71,0,2,-7,-5.5,0
2016,12,19,"Southern Miss.","Mississippi St.","N",44,86,0,2,-42,-19,0
2016,12,22,"Southern Miss.","San Diego St.","N",51,66,0,2,-15,-19.4,0
2016,12,23,"Southern Miss.","SFA","N",64,67,0,2,-3,-7.3,0
2016,12,25,"Southern Miss.","Hawaii","V",46,60,0,2,-14,-9.3,0
2017,1,1,"Southern Miss.","Louisiana Tech","H",55,79,0,2,-24,-15.7,0
2017,1,5,"Southern Miss.","UTSA","H",77,59,0,2,18,-3.7,1
2017,1,7,"Southern Miss.","UTEP","H",73,65,0,2,8,-7.1,1
2017,1,12,"Southern Miss.","Old Dominion","V",50,54,0,2,-4,-17.8,0
2017,1,14,"Southern Miss.","Charlotte","V",66,82,0,2,-16,-10.7,0
2017,1,19,"Southern Miss.","North Texas","H",75,65,0,2,10,0.9,1
2017,1,21,"Southern Miss.","Rice","H",58,61,0,2,-3,-10.9,0
2017,1,26,"Southern Miss.","Middle Tenn.","V",56,72,0,2,-16,-25.9,0
2017,1,28,"Southern Miss.","UAB","V",43,87,0,2,-44,-14.8,0
2017,2,2,"Southern Miss.","Marshall","H",91,76,0,2,15,-10.7,1
2017,2,4,"Southern Miss.","Western Ky.","H",47,64,0,2,-17,-5,0
2017,2,9,"Southern Miss.","UTSA","V",51,57,0,2,-6,-9.4,0
2017,2,11,"Southern Miss.","UTEP","V",50,80,0,2,-30,-12.8,0
2017,2,16,"Southern Miss.","FIU","H",69,66,1,2,3,-2.7,1
2017,2,18,"Southern Miss.","Fla. Atlantic","H",82,94,0,2,-12,-2.6,0
2017,2,23,"Southern Miss.","Rice","V",71,72,1,2,-1,-16.7,0
2017,2,25,"Southern Miss.","North Texas","V",76,53,0,2,23,-4.8,1
2017,3,4,"Southern Miss.","Louisiana Tech","V",65,93,0,2,-28,-21.5,0
2017,3,8,"Southern Miss.","Rice","N",75,86,0,2,-11,-13.8,0
2016,11,12,"Southern U.","Ohio","V",67,77,0,2,-10,-19.6,0
2016,11,14,"Southern U.","Georgia Tech","V",62,77,0,2,-15,-22,0
2016,11,17,"Southern U.","Sam Houston St.","V",83,91,0,2,-8,-9,0
2016,11,22,"Southern U.","Tennessee Tech","H",80,68,0,2,12,-3.3,1
2016,12,3,"Southern U.","Florida A&M","V",83,71,0,2,12,3.9,1
2016,12,7,"Southern U.","Tulane","V",75,84,0,2,-9,-10.5,0
2016,12,14,"Southern U.","Baylor","V",59,89,0,2,-30,-33.7,0
2016,12,18,"Southern U.","UAB","V",74,75,1,2,-1,-14.1,0
2016,12,20,"Southern U.","Nebraska","V",76,81,0,2,-5,-20.5,0
2016,12,28,"Southern U.","Southeastern La.","H",53,64,0,2,-11,-3.8,0
2017,1,2,"Southern U.","Prairie View","H",59,57,0,2,2,2.9,1
2017,1,4,"Southern U.","Texas Southern","H",74,82,0,2,-8,-5.4,0
2017,1,7,"Southern U.","Grambling","V",87,79,0,2,8,-0.2,1
2017,1,9,"Southern U.","Jackson St.","V",61,65,0,2,-4,-2.1,0
2017,1,14,"Southern U.","Ark.-Pine Bluff","H",76,75,0,2,1,10.8,1
2017,1,16,"Southern U.","Mississippi Val.","H",87,81,0,2,6,8.6,1
2017,1,21,"Southern U.","Alabama A&M","V",53,52,0,2,1,9.3,1
2017,1,23,"Southern U.","Alabama St.","V",65,79,0,2,-14,2.1,0
2017,1,28,"Southern U.","Alcorn","V",64,74,0,2,-10,-5.2,0
2017,2,4,"Southern U.","Grambling","H",67,66,0,2,1,5.5,1
2017,2,6,"Southern U.","Jackson St.","H",88,75,0,2,13,3.6,1
2017,2,11,"Southern U.","Ark.-Pine Bluff","V",61,68,0,2,-7,5.1,0
2017,2,13,"Southern U.","Mississippi Val.","V",81,72,0,2,9,2.9,1
2017,2,18,"Southern U.","Alabama A&M","H",77,64,0,2,13,15,1
2017,2,20,"Southern U.","Alabama St.","H",79,73,0,2,6,7.8,1
2017,2,25,"Southern U.","Alcorn","H",67,68,0,2,-1,0.6,0
2017,3,2,"Southern U.","Prairie View","V",64,70,0,2,-6,-2.8,0
2017,3,4,"Southern U.","Texas Southern","V",69,82,0,2,-13,-11.1,0
2017,3,7,"Southern U.","Jackson St.","H",69,63,0,2,6,3.6,1
2017,3,10,"Southern U.","Alcorn","N",59,81,0,2,-22,-2.3,0
2016,11,11,"Southern Utah","Valparaiso","V",65,79,0,2,-14,-21.3,0
2016,11,14,"Southern Utah","Saint Louis","V",76,88,0,2,-12,-10.3,0
2016,11,21,"Southern Utah","Coastal Caro.","N",68,83,0,2,-15,-10.8,0
2016,11,23,"Southern Utah","Ball St.","N",83,94,0,2,-11,-13.4,0
2016,11,30,"Southern Utah","UNLV","H",81,89,0,2,-8,-6.9,0
2016,12,3,"Southern Utah","Oakland","V",68,78,0,2,-10,-21.7,0
2016,12,8,"Southern Utah","Loyola Marymount","V",68,75,0,2,-7,-16.1,0
2016,12,10,"Southern Utah","Cal St. Fullerton","V",62,75,0,2,-13,-10,0
2016,12,17,"Southern Utah","IUPUI","H",81,101,0,2,-20,-8.6,0
2016,12,19,"Southern Utah","Seattle U","V",75,89,0,2,-14,-9.5,0
2016,12,21,"Southern Utah","San Jose St.","V",82,92,0,2,-10,-14,0
2016,12,31,"Southern Utah","Northern Ariz.","V",93,80,0,2,13,-4.4,1
2017,1,5,"Southern Utah","Northern Colo.","V",78,76,0,2,2,-9.2,1
2017,1,7,"Southern Utah","North Dakota","V",65,95,0,2,-30,-16.6,0
2017,1,12,"Southern Utah","Sacramento St.","H",83,88,0,2,-5,-2,0
2017,1,14,"Southern Utah","Portland St.","H",77,88,0,2,-11,-5.8,0
2017,1,19,"Southern Utah","Idaho","V",67,79,0,2,-12,-13,0
2017,1,21,"Southern Utah","Eastern Wash.","V",68,83,0,2,-15,-15.3,0
2017,1,26,"Southern Utah","North Dakota","H",89,91,0,2,-2,-10.9,0
2017,1,28,"Southern Utah","Northern Colo.","H",71,89,0,2,-18,-3.5,0
2017,2,2,"Southern Utah","Weber St.","V",74,90,0,2,-16,-16.1,0
2017,2,4,"Southern Utah","Idaho St.","V",68,94,0,2,-26,-3.5,0
2017,2,9,"Southern Utah","Montana","H",55,70,0,2,-15,-9.5,0
2017,2,11,"Southern Utah","Montana St.","H",78,83,0,2,-5,-6.2,0
2017,2,18,"Southern Utah","Northern Ariz.","H",84,68,0,2,16,1.3,1
2017,2,23,"Southern Utah","Portland St.","V",86,93,0,2,-7,-11.5,0
2017,2,25,"Southern Utah","Sacramento St.","V",76,86,0,2,-10,-7.7,0
2017,3,2,"Southern Utah","Eastern Wash.","H",75,91,0,2,-16,-9.6,0
2017,3,4,"Southern Utah","Idaho","H",75,84,0,2,-9,-7.3,0
2017,3,7,"Southern Utah","Montana St.","N",109,105,3,2,4,-9.1,1
2017,3,9,"Southern Utah","Weber St.","N",70,90,0,2,-20,-13.3,0
2016,11,12,"St. Bonaventure","Saint Francis (PA)","H",92,82,0,2,10,14.8,1
2016,11,17,"St. Bonaventure","Florida","N",66,73,0,2,-7,-16.3,0
2016,11,21,"St. Bonaventure","Little Rock","N",65,68,0,2,-3,10.8,0
2016,11,22,"St. Bonaventure","Central Mich.","N",102,71,0,2,31,10.6,1
2016,11,23,"St. Bonaventure","Pepperdine","N",89,63,0,2,26,15.7,1
2016,11,30,"St. Bonaventure","Siena","H",81,74,0,2,7,9.3,1
2016,12,3,"St. Bonaventure","Buffalo","H",90,84,0,2,6,6.7,1
2016,12,6,"St. Bonaventure","Hofstra","V",81,75,0,2,6,4.1,1
2016,12,10,"St. Bonaventure","UNCW","H",80,81,0,2,-1,-0.5,0
2016,12,17,"St. Bonaventure","Niagara","N",79,69,0,2,10,12.5,1
2016,12,19,"St. Bonaventure","Army West Point","H",92,83,0,2,9,13.4,1
2016,12,22,"St. Bonaventure","Canisius","H",101,106,1,2,-5,9.8,0
2016,12,30,"St. Bonaventure","Massachusetts","V",89,77,0,2,12,1.6,1
2017,1,3,"St. Bonaventure","Dayton","H",74,90,0,2,-16,-3.7,0
2017,1,7,"St. Bonaventure","George Mason","H",82,72,0,2,10,5.9,1
2017,1,11,"St. Bonaventure","Richmond","V",61,78,0,2,-17,-2.2,0
2017,1,14,"St. Bonaventure","Fordham","N",73,53,0,2,20,7.9,1
2017,1,17,"St. Bonaventure","Saint Louis","V",71,52,0,2,19,9.5,1
2017,1,24,"St. Bonaventure","Saint Joseph's","H",67,63,0,2,4,8.7,1
2017,1,28,"St. Bonaventure","Rhode Island","V",59,71,0,2,-12,-9.6,0
2017,2,1,"St. Bonaventure","Duquesne","V",71,64,0,2,7,6.3,1
2017,2,4,"St. Bonaventure","VCU","H",77,83,1,2,-6,-2.5,0
2017,2,8,"St. Bonaventure","Saint Louis","H",70,55,0,2,15,15.3,1
2017,2,11,"St. Bonaventure","George Washington","V",70,76,0,2,-6,0.9,0
2017,2,15,"St. Bonaventure","La Salle","H",83,65,0,2,18,7,1
2017,2,18,"St. Bonaventure","Dayton","V",72,76,0,2,-4,-9.4,0
2017,2,22,"St. Bonaventure","Saint Joseph's","V",83,77,0,2,6,2.9,1
2017,2,25,"St. Bonaventure","Duquesne","H",80,77,0,2,3,12,1
2017,2,28,"St. Bonaventure","Davidson","V",63,68,0,2,-5,-3.4,0
2017,3,4,"St. Bonaventure","Massachusetts","H",60,56,0,2,4,7.3,1
2017,3,9,"St. Bonaventure","Massachusetts","N",73,60,0,2,13,4.5,1
2017,3,10,"St. Bonaventure","Rhode Island","N",63,74,0,2,-11,-6.7,0
2016,11,13,"St. Francis Brooklyn","North Carolina St.","V",61,86,0,2,-25,-25.5,0
2016,11,15,"St. Francis Brooklyn","Virginia","V",32,72,0,2,-40,-40.2,0
2016,11,21,"St. Francis Brooklyn","Providence","V",48,64,0,2,-16,-30.6,0
2016,11,25,"St. Francis Brooklyn","Savannah St.","N",97,91,0,2,6,-3.6,1
2016,11,26,"St. Francis Brooklyn","UTRGV","N",61,71,0,2,-10,-7.5,0
2016,11,30,"St. Francis Brooklyn","Brown","V",71,81,0,2,-10,-12.8,0
2016,12,3,"St. Francis Brooklyn","Army West Point","V",56,76,0,2,-20,-15.7,0
2016,12,5,"St. Francis Brooklyn","Lafayette","H",72,74,0,2,-2,-1.3,0
2016,12,10,"St. Francis Brooklyn","Canisius","V",81,91,0,2,-10,-19.2,0
2016,12,17,"St. Francis Brooklyn","Albany (NY)","V",60,87,0,2,-27,-21.6,0
2016,12,20,"St. Francis Brooklyn","Manhattan","H",54,61,0,2,-7,-6.4,0
2016,12,23,"St. Francis Brooklyn","Saint Peter's","H",58,65,0,2,-7,-17.9,0
2016,12,29,"St. Francis Brooklyn","Bryant","H",80,77,1,2,3,-6.6,1
2016,12,31,"St. Francis Brooklyn","Central Conn. St.","H",86,77,1,2,9,1,1
2017,1,5,"St. Francis Brooklyn","Saint Francis (PA)","V",56,81,0,2,-25,-14.2,0
2017,1,7,"St. Francis Brooklyn","Robert Morris","V",58,62,0,2,-4,-13.4,0
2017,1,12,"St. Francis Brooklyn","Sacred Heart","H",75,87,0,2,-12,-5.2,0
2017,1,14,"St. Francis Brooklyn","LIU Brooklyn","V",58,63,0,2,-5,-14.2,0
2017,1,19,"St. Francis Brooklyn","Fairleigh Dickinson","V",40,57,0,2,-17,-13,0
2017,1,21,"St. Francis Brooklyn","Mt. St. Mary's","H",47,55,0,2,-8,-11.8,0
2017,1,26,"St. Francis Brooklyn","Fairleigh Dickinson","H",73,79,0,2,-6,-7.3,0
2017,1,28,"St. Francis Brooklyn","Wagner","V",64,66,0,2,-2,-14.8,0
2017,2,2,"St. Francis Brooklyn","Saint Francis (PA)","H",61,78,0,2,-17,-8.5,0
2017,2,4,"St. Francis Brooklyn","Robert Morris","H",54,78,0,2,-24,-7.6,0
2017,2,9,"St. Francis Brooklyn","Sacred Heart","V",65,80,0,2,-15,-10.9,0
2017,2,11,"St. Francis Brooklyn","Bryant","V",69,80,0,2,-11,-12.3,0
2017,2,15,"St. Francis Brooklyn","LIU Brooklyn","H",45,82,0,2,-37,-8.5,0
2017,2,18,"St. Francis Brooklyn","Wagner","H",55,73,0,2,-18,-9.1,0
2017,2,23,"St. Francis Brooklyn","Central Conn. St.","V",53,62,0,2,-9,-4.7,0
2017,2,25,"St. Francis Brooklyn","Mt. St. Mary's","V",62,77,0,2,-15,-17.5,0
2016,11,11,"St. John's (NY)","Bethune-Cookman","H",100,53,0,2,47,25.9,1
2016,11,14,"St. John's (NY)","Binghamton","H",77,61,0,2,16,18.9,1
2016,11,18,"St. John's (NY)","Minnesota","V",86,92,0,2,-6,-10.5,0
2016,11,23,"St. John's (NY)","Michigan St.","N",62,73,0,2,-11,-6.9,0
2016,11,24,"St. John's (NY)","VCU","N",69,75,0,2,-6,-5.4,0
2016,11,25,"St. John's (NY)","Old Dominion","N",55,63,0,2,-8,3.6,0
2016,11,29,"St. John's (NY)","Delaware St.","H",72,79,0,2,-7,24.9,0
2016,12,2,"St. John's (NY)","Tulane","V",95,75,0,2,20,7.3,1
2016,12,5,"St. John's (NY)","CSUN","H",76,70,0,2,6,16.4,1
2016,12,8,"St. John's (NY)","Fordham","H",90,62,0,2,28,10.7,1
2016,12,11,"St. John's (NY)","LIU Brooklyn","N",73,74,0,2,-1,11.8,0
2016,12,18,"St. John's (NY)","Penn St.","H",76,92,0,2,-16,1.7,0
2016,12,21,"St. John's (NY)","Syracuse","V",93,60,0,2,33,-9.6,1
2016,12,29,"St. John's (NY)","Butler","H",76,73,0,2,3,-8.3,1
2017,1,1,"St. John's (NY)","DePaul","V",79,73,0,2,6,1.8,1
2017,1,4,"St. John's (NY)","Creighton","H",72,85,0,2,-13,-7.7,0
2017,1,7,"St. John's (NY)","Xavier","V",82,97,0,2,-15,-11,0
2017,1,9,"St. John's (NY)","Georgetown","V",55,83,0,2,-28,-7.4,0
2017,1,14,"St. John's (NY)","Villanova","H",57,70,0,2,-13,-14.4,0
2017,1,16,"St. John's (NY)","DePaul","H",78,68,0,2,10,7.6,1
2017,1,22,"St. John's (NY)","Seton Hall","V",73,86,0,2,-13,-8.4,0
2017,1,25,"St. John's (NY)","Providence","V",91,86,0,2,5,-7.4,1
2017,1,29,"St. John's (NY)","Xavier","H",77,82,0,2,-5,-5.3,0
2017,2,1,"St. John's (NY)","Marquette","H",86,72,0,2,14,-5.7,1
2017,2,4,"St. John's (NY)","Villanova","V",79,92,0,2,-13,-20.1,0
2017,2,11,"St. John's (NY)","Seton Hall","H",78,70,0,2,8,-2.7,1
2017,2,15,"St. John's (NY)","Butler","V",86,110,0,2,-24,-14,0
2017,2,21,"St. John's (NY)","Marquette","V",71,93,0,2,-22,-11.4,0
2017,2,25,"St. John's (NY)","Georgetown","H",86,80,0,2,6,-1.6,1
2017,2,28,"St. John's (NY)","Creighton","V",68,82,0,2,-14,-13.4,0
2017,3,4,"St. John's (NY)","Providence","H",75,86,0,2,-11,-1.7,0
2017,3,8,"St. John's (NY)","Georgetown","H",74,73,0,2,1,-1.6,1
2017,3,9,"St. John's (NY)","Villanova","V",67,108,0,2,-41,-20.1,0
2016,11,12,"Stanford","Harvard","N",80,70,0,2,10,2.3,1
2016,11,15,"Stanford","CSUN","H",96,69,0,2,27,16.2,1
2016,11,17,"Stanford","Weber St.","H",67,49,0,2,18,9.2,1
2016,11,20,"Stanford","Colorado St.","H",56,49,0,2,7,2.8,1
2016,11,24,"Stanford","Miami (FL)","N",53,67,0,2,-14,-8,0
2016,11,25,"Stanford","Indiana St.","N",65,62,0,2,3,6.5,1
2016,11,27,"Stanford","Seton Hall","N",66,52,0,2,14,-5.7,1
2016,11,30,"Stanford","Saint Mary's (CA)","H",51,66,0,2,-15,-7.8,0
2016,12,3,"Stanford","Kansas","V",74,89,0,2,-15,-19.9,0
2016,12,19,"Stanford","SMU","V",49,72,0,2,-23,-15.3,0
2016,12,22,"Stanford","Idaho","H",86,80,0,2,6,12.3,1
2016,12,30,"Stanford","Arizona St.","H",93,98,0,2,-5,5.4,0
2017,1,1,"Stanford","Arizona","H",52,91,0,2,-39,-9,0
2017,1,5,"Stanford","Southern California","V",56,72,0,2,-16,-7.9,0
2017,1,8,"Stanford","UCLA","V",75,89,0,2,-14,-16.9,0
2017,1,12,"Stanford","Washington St.","H",84,54,0,2,30,9.2,1
2017,1,14,"Stanford","Washington","H",76,69,0,2,7,7,1
2017,1,19,"Stanford","Oregon St.","V",62,46,0,2,16,7.9,1
2017,1,21,"Stanford","Oregon","V",52,69,0,2,-17,-17.1,0
2017,1,29,"Stanford","California","V",55,66,0,2,-11,-7.4,0
2017,2,2,"Stanford","Colorado","H",74,81,0,2,-7,0.1,0
2017,2,4,"Stanford","Utah","H",81,75,0,2,6,-3.3,1
2017,2,8,"Stanford","Arizona","V",67,74,0,2,-7,-14.7,0
2017,2,11,"Stanford","Arizona St.","V",69,75,0,2,-6,-0.3,0
2017,2,17,"Stanford","California","H",73,68,0,2,5,-1.7,1
2017,2,22,"Stanford","Oregon St.","H",79,66,0,2,13,13.6,1
2017,2,25,"Stanford","Oregon","H",73,75,0,2,-2,-11.4,0
2017,3,2,"Stanford","Colorado","V",72,91,0,2,-19,-5.7,0
2017,3,4,"Stanford","Utah","V",59,67,0,2,-8,-9,0
2017,3,8,"Stanford","Arizona St.","N",88,98,1,2,-10,2.5,0
2016,11,14,"Stetson","FIU","H",82,67,0,2,15,-2.4,1
2016,11,18,"Stetson","The Citadel","H",112,116,0,2,-4,1.9,0
2016,11,20,"Stetson","East Carolina","V",50,73,0,2,-23,-14.6,0
2016,11,22,"Stetson","Air Force","V",72,85,0,2,-13,-12.1,0
2016,11,25,"Stetson","Radford","N",66,80,1,2,-14,-2.8,0
2016,11,26,"Stetson","Florida A&M","N",98,90,0,2,8,6.3,1
2016,11,30,"Stetson","UCF","V",45,81,0,2,-36,-24.4,0
2016,12,5,"Stetson","Iowa","V",68,95,0,2,-27,-24.3,0
2016,12,7,"Stetson","SIUE","V",80,72,0,2,8,-4.6,1
2016,12,10,"Stetson","South Ala.","H",87,78,0,2,9,-4.1,1
2016,12,18,"Stetson","Fort Wayne","H",74,93,0,2,-19,-11.3,0
2016,12,22,"Stetson","Campbell","V",72,81,0,2,-9,-7,0
2016,12,29,"Stetson","Alabama","V",60,83,0,2,-23,-25.8,0
2017,1,7,"Stetson","FGCU","H",88,89,0,2,-1,-12.9,0
2017,1,12,"Stetson","Lipscomb","V",68,94,0,2,-26,-15.4,0
2017,1,14,"Stetson","Kennesaw St.","V",65,84,0,2,-19,-9,0
2017,1,19,"Stetson","NJIT","H",82,76,0,2,6,-1.5,1
2017,1,21,"Stetson","USC Upstate","H",86,97,0,2,-11,-3.7,0
2017,1,25,"Stetson","Jacksonville","V",92,103,0,2,-11,-7.4,0
2017,1,28,"Stetson","North Florida","H",88,74,0,2,14,-3.5,1
2017,1,30,"Stetson","Jacksonville","H",86,89,0,2,-3,-1.6,0
2017,2,1,"Stetson","Bethune-Cookman","V",76,67,0,2,9,1.9,1
2017,2,4,"Stetson","North Florida","V",64,96,0,2,-32,-9.2,0
2017,2,9,"Stetson","Kennesaw St.","H",85,92,0,2,-7,-3.3,0
2017,2,11,"Stetson","Lipscomb","H",85,97,0,2,-12,-9.7,0
2017,2,16,"Stetson","USC Upstate","V",83,72,0,2,11,-9.4,1
2017,2,18,"Stetson","NJIT","V",56,60,0,2,-4,-7.2,0
2017,2,23,"Stetson","FGCU","V",70,80,0,2,-10,-18.6,0
2017,2,27,"Stetson","FGCU","V",57,87,0,2,-30,-18.6,0
2016,11,11,"Stony Brook","Columbia","H",66,73,0,2,-7,3.7,0
2016,11,20,"Stony Brook","Boston College","V",75,82,0,2,-7,-7.6,0
2016,11,22,"Stony Brook","Maryland","V",63,77,0,2,-14,-18.1,0
2016,11,25,"Stony Brook","Towson","V",63,88,0,2,-25,-9.3,0
2016,11,26,"Stony Brook","Hampton","N",76,66,0,2,10,7.7,1
2016,11,30,"Stony Brook","Loyola Maryland","H",70,71,0,2,-1,4,0
2016,12,3,"Stony Brook","Northeastern","H",77,75,0,2,2,-1.5,1
2016,12,6,"Stony Brook","Lehigh","H",62,57,0,2,5,-3.8,1
2016,12,10,"Stony Brook","Rutgers","H",66,71,0,2,-5,-3.8,0
2016,12,13,"Stony Brook","Hofstra","V",58,96,0,2,-38,-5.2,0
2016,12,17,"Stony Brook","Saint Francis (PA)","V",75,63,0,2,12,-0.2,1
2016,12,28,"Stony Brook","NJIT","H",61,64,0,2,-3,7.5,0
2016,12,31,"Stony Brook","Brown","V",92,89,0,2,3,1.2,1
2017,1,5,"Stony Brook","New Hampshire","V",59,56,0,2,3,-4.5,1
2017,1,8,"Stony Brook","Albany (NY)","H",72,70,0,2,2,-1.9,1
2017,1,14,"Stony Brook","Maine","V",74,54,0,2,20,8.3,1
2017,1,16,"Stony Brook","UMass Lowell","V",86,75,0,2,11,2.1,1
2017,1,19,"Stony Brook","Hartford","H",80,64,0,2,16,13.6,1
2017,1,22,"Stony Brook","Binghamton","V",67,71,0,2,-4,3.9,0
2017,1,25,"Stony Brook","UMBC","H",83,73,0,2,10,1.8,1
2017,1,28,"Stony Brook","Vermont","H",64,71,0,2,-7,-8.3,0
2017,2,1,"Stony Brook","New Hampshire","H",64,61,0,2,3,1.2,1
2017,2,4,"Stony Brook","Albany (NY)","V",72,65,0,2,7,-7.6,1
2017,2,6,"Stony Brook","UMass Lowell","H",83,72,0,2,11,7.8,1
2017,2,12,"Stony Brook","Maine","H",67,66,0,2,1,14,1
2017,2,15,"Stony Brook","Hartford","V",66,54,0,2,12,7.9,1
2017,2,18,"Stony Brook","Binghamton","H",76,55,0,2,21,9.6,1
2017,2,22,"Stony Brook","UMBC","V",52,65,0,2,-13,-3.9,0
2017,2,25,"Stony Brook","Vermont","V",51,66,0,2,-15,-14,0
2017,3,1,"Stony Brook","Binghamton","H",70,60,0,2,10,9.6,1
2017,3,6,"Stony Brook","Albany (NY)","H",56,63,0,2,-7,-1.9,0
2017,3,16,"Stony Brook","Ill.-Chicago","V",69,71,0,2,-2,-1.2,0
2016,11,11,"Syracuse","Colgate","H",83,55,0,2,28,22.1,1
2016,11,15,"Syracuse","Holy Cross","H",90,46,0,2,44,19.1,1
2016,11,18,"Syracuse","Monmouth","H",71,50,0,2,21,9,1
2016,11,22,"Syracuse","South Carolina St.","H",101,59,0,2,42,31.4,1
2016,11,26,"Syracuse","South Carolina","N",50,64,0,2,-14,-4.1,0
2016,11,29,"Syracuse","Wisconsin","V",60,77,0,2,-17,-8.7,0
2016,12,3,"Syracuse","North Florida","H",77,71,0,2,6,21.6,1
2016,12,5,"Syracuse","UConn","N",50,52,0,2,-2,5.7,0
2016,12,10,"Syracuse","Boston U.","H",99,77,0,2,22,16.6,1
2016,12,17,"Syracuse","Georgetown","H",71,78,0,2,-7,5.1,0
2016,12,19,"Syracuse","Eastern Mich.","H",105,57,0,2,48,14.5,1
2016,12,21,"Syracuse","St. John's (NY)","H",60,93,0,2,-33,9.6,0
2016,12,27,"Syracuse","Cornell","H",80,56,0,2,24,22.1,1
2017,1,1,"Syracuse","Boston College","V",81,96,0,2,-15,8.4,0
2017,1,4,"Syracuse","Miami (FL)","H",70,55,0,2,15,1.8,1
2017,1,7,"Syracuse","Pittsburgh","H",77,66,0,2,11,7.1,1
2017,1,10,"Syracuse","Virginia Tech","V",73,83,0,2,-10,-2.1,0
2017,1,14,"Syracuse","Boston College","H",76,53,0,2,23,14.2,1
2017,1,16,"Syracuse","North Carolina","V",68,85,0,2,-17,-14.4,0
2017,1,21,"Syracuse","Notre Dame","V",66,84,0,2,-18,-7.1,0
2017,1,24,"Syracuse","Wake Forest","H",81,76,0,2,5,1.7,1
2017,1,28,"Syracuse","Florida St.","H",82,72,0,2,10,-2.4,1
2017,2,1,"Syracuse","North Carolina St.","V",100,93,1,2,7,4.4,1
2017,2,4,"Syracuse","Virginia","H",66,62,0,2,4,-4.5,1
2017,2,7,"Syracuse","Clemson","V",82,81,0,2,1,-2.6,1
2017,2,11,"Syracuse","Pittsburgh","V",75,80,0,2,-5,1.4,0
2017,2,13,"Syracuse","Louisville","H",72,76,1,2,-4,-6.1,0
2017,2,19,"Syracuse","Georgia Tech","V",65,71,0,2,-6,2.6,0
2017,2,22,"Syracuse","Duke","H",78,75,0,2,3,-5.3,1
2017,2,26,"Syracuse","Louisville","V",68,88,0,2,-20,-11.8,0
2017,3,4,"Syracuse","Georgia Tech","H",90,61,0,2,29,8.4,1
2017,3,8,"Syracuse","Miami (FL)","N",57,62,0,2,-5,-1.1,0
2017,3,15,"Syracuse","UNCG","H",90,77,0,2,13,14.5,1
2017,3,18,"Syracuse","Ole Miss","H",80,85,0,2,-5,6.7,0
2016,11,14,"TCU","Alabama St.","H",98,62,0,2,36,34.5,1
2016,11,18,"TCU","Jacksonville St.","H",79,60,0,2,19,18.2,1
2016,11,21,"TCU","Illinois St.","H",80,71,0,2,9,7.4,1
2016,11,25,"TCU","UNLV","V",63,59,0,2,4,16.1,1
2016,11,26,"TCU","Washington","N",93,80,0,2,13,13.2,1
2016,11,30,"TCU","Washington","H",86,71,0,2,15,16.1,1
2016,12,3,"TCU","Arkansas St.","H",77,54,0,2,23,15.3,1
2016,12,7,"TCU","SMU","V",59,74,0,2,-15,-6.2,0
2016,12,10,"TCU","Wofford","H",72,63,0,2,9,17,1
2016,12,18,"TCU","Texas Southern","H",96,59,0,2,37,21.4,1
2016,12,21,"TCU","Bradley","H",74,42,0,2,32,20.3,1
2016,12,30,"TCU","Kansas","H",80,86,0,2,-6,-5.1,0
2017,1,3,"TCU","Oklahoma","H",60,57,0,2,3,7.1,1
2017,1,7,"TCU","West Virginia","V",70,82,0,2,-12,-11.8,0
2017,1,11,"TCU","Texas","V",64,61,0,2,3,1.8,1
2017,1,14,"TCU","Iowa St.","H",84,77,0,2,7,-2.2,1
2017,1,18,"TCU","Texas Tech","V",69,75,0,2,-6,-1.3,0
2017,1,21,"TCU","Baylor","H",53,62,0,2,-9,-1.3,0
2017,1,23,"TCU","Oklahoma St.","V",76,89,0,2,-13,-6.7,0
2017,1,28,"TCU","Auburn","H",80,88,0,2,-8,10,0
