team,conference,yusag_coeff,off_coeff,def_coeff,rank,off_rank,def_rank,date
Loyola Maryland,Patriot,-7.68828991760611,0.883473555724903,-8.57176347333104,285,154,328,2020-03-12
Jackson St.,SWAC,-7.73741393010955,-7.81719949826801,0.0797855681584797,286,324,179,2020-03-12
Mount St. Mary's,NEC,-7.74888251305434,-9.18061291636209,1.43173040330772,287,336,148,2020-03-12
Bethune-Cookman,MEAC,-7.75122002463567,-0.542197003817456,-7.20902302081817,288,192,315,2020-03-12
Evansville,MVC,-7.75825460342287,-3.97368355911243,-3.78457104431043,289,267,256,2020-03-12
McNeese,Southland,-7.98076350337229,0.587257333783587,-8.56802083715595,290,161,327,2020-03-12
Middle Tenn.,C-USA,-8.10539843679207,-2.01094685842034,-6.09445157837169,291,225,301,2020-03-12
Texas Southern,SWAC,-8.17574322765332,1.38414592322923,-9.55988915088252,292,143,334,2020-03-12
NJIT,A-Sun,-8.19931700090712,-7.79554317047739,-0.403773830429732,293,323,195,2020-03-12
Troy,Sunbelt,-8.23710378383808,-3.84477519462159,-4.39232858921644,294,265,275,2020-03-12
Northwestern St.,Southland,-8.27788656985455,-0.162745564469004,-8.11514100538557,295,179,323,2020-03-12
FGCU,A-Sun,-8.46811964908414,-9.72818218291806,1.26006253383391,296,339,153,2020-03-12
San Jose St.,MWC,-8.50771253860009,0.736490418046591,-9.24420295664662,297,158,330,2020-03-12
Fairfield,MAAC,-8.60689241344021,-13.5704954698772,4.96360305643691,298,350,78,2020-03-12
Long Beach St.,Big West,-8.79847342428572,-3.29322814751546,-5.50524527677026,299,256,293,2020-03-12
Niagara,MAAC,-8.85669043884987,-4.57279301795874,-4.28389742089113,300,280,272,2020-03-12
UNCW,CAA,-8.88977456547724,-6.76653409577036,-2.12324046970689,301,312,228,2020-03-12
Columbia,Ivy,-9.01636401890022,-4.17576476346746,-4.84059925543281,302,272,285,2020-03-12
James Madison,CAA,-9.08118587889793,0.73422409308656,-9.81540997198446,303,159,335,2020-03-12
Detroit Mercy,Horizon,-9.08343716080192,-1.34845892463361,-7.73497823616831,304,211,317,2020-03-12
St. Francis Brooklyn,NEC,-9.09575257805335,-4.37198059393031,-4.72377198412309,305,275,283,2020-03-12
Lehigh,Patriot,-9.14591086658238,-4.35700387800752,-4.78890698857491,306,274,284,2020-03-12
UNC Asheville,Big South,-9.28926954914468,-0.753574774711485,-8.53569477443319,307,197,326,2020-03-12
Denver,Summit,-9.30872768171284,-2.65990582722011,-6.64882185449254,308,242,310,2020-03-12
Cal Poly,Big West,-9.32785556775718,-3.16760289290324,-6.16025267485381,309,250,302,2020-03-12
Central Ark.,Southland,-9.67508540078208,0.966877161533576,-10.6419625623158,310,151,339,2020-03-12
Grambling,SWAC,-9.7133777555827,-7.46417572600266,-2.24920202958002,311,321,231,2020-03-12
A&M-Corpus Christi,Southland,-9.88878924955856,-9.78449801327268,-0.104291236286471,312,340,183,2020-03-12
Hampton,Big South,-9.93037683320989,3.67708702067775,-13.6074638538877,313,95,347,2020-03-12
Cleveland St.,Horizon,-9.99757100914935,-8.59341562097598,-1.40415538817325,314,332,217,2020-03-12
Florida A&M,MEAC,-10.0049850185302,-4.73027235460158,-5.27471266392859,315,282,289,2020-03-12
Marist,MAAC,-10.1969266424959,-11.0391230392074,0.842196396711439,316,345,167,2020-03-12
Morehead St.,OVC,-10.226133094341,-6.61475525400202,-3.61137784033896,317,308,253,2020-03-12
Maine,Am. East,-10.2396078525201,-9.41693961936344,-0.822668233156738,318,337,205,2020-03-12
Longwood,Big South,-10.6161120963891,-8.22448351678999,-2.39162857959908,319,326,233,2020-03-12
Charleston So.,Big South,-10.8820397467937,-6.74593866268849,-4.13610108410516,320,311,265,2020-03-12
Morgan St.,MEAC,-11.2131898871078,-5.55909519520819,-5.65409469189957,321,296,294,2020-03-12
Idaho,Big Sky,-11.2338098049246,-7.15191304195496,-4.0818967629697,322,316,263,2020-03-12
Alcorn,SWAC,-11.8458056760307,-2.55614339004904,-9.28966228598168,323,238,331,2020-03-12
USC Upstate,Big South,-11.9409154486384,-5.40115338118849,-6.53976206744991,324,292,309,2020-03-12
Samford,Southern,-12.1193189002277,1.3675811482171,-13.4869000484447,325,145,346,2020-03-12
Tennessee Tech,OVC,-12.3310555332241,-8.49768516083999,-3.83337037238412,326,330,257,2020-03-12
Coppin St.,MEAC,-12.5780250595209,-5.52752925542501,-7.05049580409586,327,295,314,2020-03-12
SIUE,OVC,-12.7147185011014,-7.27641495340089,-5.43830354770048,328,318,291,2020-03-12
The Citadel,Southern,-12.7393498592955,-0.0482016267646266,-12.6911482325309,329,178,343,2020-03-12
Presbyterian,Big South,-12.8227417428383,-6.08582915073954,-6.73691259209875,330,305,312,2020-03-12
New Orleans,Southland,-13.0026926305817,-2.5698695350598,-10.432823095522,331,240,338,2020-03-12
UT Martin,OVC,-13.0758048486113,1.63410940583677,-14.7099142544481,332,137,349,2020-03-12
Wagner,NEC,-13.2418548749908,-5.14829830656686,-8.09355656842402,333,289,322,2020-03-12
Binghamton,Am. East,-13.392432334408,-3.27034639993982,-10.1220859344682,334,255,336,2020-03-12
Southeast Mo. St.,OVC,-13.662107913338,-7.13899815668034,-6.52310975665768,335,315,308,2020-03-12
Alabama St.,SWAC,-13.6632919020925,-10.5913457208001,-3.07194618129235,336,343,245,2020-03-12
South Carolina St.,MEAC,-13.7358953960635,-5.4711590730693,-8.26473632299415,337,294,325,2020-03-12
Western Ill.,Summit,-13.8291281170057,-0.968168996947989,-12.8609591200578,338,199,344,2020-03-12
IUPUI,Horizon,-13.8331666527385,-0.486741714854038,-13.3464249378845,339,188,345,2020-03-12
High Point,Big South,-14.385576571661,-8.29147161354235,-6.09410495811862,340,327,300,2020-03-12
Southeastern La.,Southland,-14.9881660305112,-4.84142589368533,-10.146740136826,341,285,337,2020-03-12
Houston Baptist,Southland,-16.2636542249631,7.24477180353933,-23.5084260285025,342,31,353,2020-03-12
Alabama A&M,SWAC,-16.4550755335147,-12.2879097176438,-4.1671658158709,343,348,266,2020-03-12
Holy Cross,Patriot,-16.5668753548003,-5.69637366387972,-10.8705016909205,344,298,341,2020-03-12
UIW,Southland,-17.0998042687181,-10.767216613333,-6.33258765538523,345,344,306,2020-03-12
Central Conn. St.,NEC,-17.9952225719158,-8.7903972546367,-9.2048253172792,346,333,329,2020-03-12
Delaware St.,MEAC,-18.5902094204141,-0.637710284832153,-17.9524991355821,347,194,351,2020-03-12
Ark.-Pine Bluff,SWAC,-19.1860935552021,-18.7030592708625,-0.483034284339504,348,353,199,2020-03-12
UMES,MEAC,-19.7668181907595,-16.0066704855091,-3.76014770525032,349,352,255,2020-03-12
Howard,MEAC,-19.9709474059763,-4.53337154688119,-15.4375758590949,350,278,350,2020-03-12
Kennesaw St.,A-Sun,-21.2434135998852,-14.9820814514611,-6.26133214842422,351,351,303,2020-03-12
Mississippi Val.,SWAC,-25.1800453086479,-3.65836451193415,-21.5216807967138,352,262,352,2020-03-12
Chicago St.,WAC,-27.1484595835905,-13.113014563466,-14.0354450201245,353,349,348,2020-03-12
