Kent St.,2.607620001,6.496166825
Samford,2.604219913,11.16162825
Rider,2.600579977,4.346411884
UMBC,2.529929951,3.204663232
Duquesne,2.528823972,8.337412953
Central Connecticut,2.453549951,4.329051793
Georgia,2.416149974,10.03780138
Mount St. Mary's,2.396907076,5.7080957
NJIT,2.358619094,2.064481974
Campbell,2.347912014,4.929328024
Boston University,2.341212004,1.952123761
Miami OH,2.322668832,2.245771825
Nebraska Omaha,2.294143131,5.965795875
Evansville,2.291490972,7.009574205
Delaware,2.285068989,9.000980556
Merrimack,2.274325013,2.427462131
North Florida,2.25026992,6.811145902
Western Michigan,2.219975054,3.682311863
Denver,2.202547014,9.649590343
Maine,2.166296065,2.727622725
La Salle,2.120567024,7.775818229
Eastern Michigan,2.080016926,4.541547634
Illinois,2.068670034,21.24451566
Tulsa,2.066616952,5.609535754
Louisiana Monroe,2.06220001,3.856055737
Austin Peay,2.026520014,11.26562595
Binghamton,2.021640062,6.991125166
Kennesaw St.,2.006740093,6.8915556
Colgate,2.002957061,7.107093334
Portland St.,1.976714015,4.654168323
Lafayette,1.975833256,1.232624799
New Mexico St.,1.962915108,2.691563334
Memphis,1.958979964,12.76461333
Army,1.914133012,0.719848
Kansas St.,1.898190022,10.59767002
Presbyterian,1.895470977,5.186413586
Hofstra,1.860059977,11.85939792
Georgia St.,1.820009947,7.459463954
Robert Morris,1.812208951,6.801445022
Mercer,1.800185949,7.442401171
Bellarmine,1.797005028,5.099343121
Cal St. Northridge,1.796744019,4.554994941
UC Santa Barbara,1.788944989,8.722589374
Arizona St.,1.771489978,5.554400444
Eastern Illinois,1.75940302,3.867666006
Queens,1.752844036,7.18650198
Holy Cross,1.747450009,2.77514261
Seton Hall,1.747401953,14.35453391
San Diego St.,1.712769985,13.83583266
UTEP,1.659364104,3.052769497
Oregon St.,1.629099965,9.990991414
Virginia,1.620907009,7.669991493
Western Illinois,1.619330049,3.980813116
Harvard,1.612327248,6.584995508
Temple,1.575149059,5.991514981
Ball St.,1.574764013,8.263742924
Eastern Kentucky,1.572939992,8.29653509
San Diego,1.572104931,6.671896756
SIU Edwardsville,1.553079963,6.265783459
Norfolk St.,1.512740985,6.950323343
Middle Tennessee,1.503424525,2.552472115
Southern,1.410986006,4.553058624
Le Moyne,1.408149958,4.880735558
Drexel,1.366410017,9.696349559
Saint Peter's,1.365620956,3.937227432
Hampton,1.365569949,2.447769344
Western Carolina,1.34939003,10.92422488
Arkansas,1.339100003,9.586257592
Fairfield,1.332297027,12.19371676
Central Arkansas,1.272277027,3.958474681
Dartmouth,1.255506009,2.167917132
UT Arlington,1.190099955,11.20092851
Southeastern Louisiana,1.165889978,4.41364941
Richmond,1.149371982,11.46105647
Providence,1.146018952,10.35838786
North Texas,1.123731017,16.70477378
Belmont,1.098329991,13.3632772
Incarnate Word,1.054129958,2.030228436
Old Dominion,1.045210004,5.721014142
Texas Southern,1.033809021,4.413336366
Fresno St.,1.010769963,9.397861958
Sacred Heart,1.002560019,6.706078231
Cal St. Bakersfield,0.997703888,4.841325134
Fairleigh Dickinson,0.980032451,3.746337503
Buffalo,0.89003402,3.627688378
Southern Miss,0.850228012,6.779035419
Wagner,0.846758038,3.599878788
Akron,0.839615189,10.92419836
Rice,0.820252001,8.887374401
Delaware St.,0.811647952,3.027133375
Southern Indiana,0.791514218,3.857023597
Alabama A&M,0.777462006,1.108036727
Manhattan,0.763020992,2.841774493
Bowling Green,0.742576003,7.280430935
Bethune Cookman,0.73921603,5.923342824
Coastal Carolina,0.735727012,6.672970027
South Dakota St.,0.702269018,11.31988059
Alcorn St.,0.695780993,8.851747453
Youngstown St.,0.655376971,11.40241355
Canisius,0.608310997,7.846974725
Saint Francis,0.593484998,2.883255064
Southeast Missouri St.,0.578309838,0.994171977
Texas St.,0.572431706,3.569492042
Gardner Webb,0.531329989,5.995721936
Idaho St.,0.489612013,8.383823395
James Madison,0.486126006,13.89385688
Stetson,0.469427312,11.34863758
Jacksonville St.,0.399329007,4.115679771
New Orleans,0.32342751,4.335653722
Central Michigan,0.301959991,4.729618251
Utah Valley,0.185729995,4.61421673
Sacramento St.,0.180515386,4.995965183
Stony Brook,0.137355398,11.49356794
New Hampshire,0.110379934,6.913932621
Southern Illinois,0.093240201,11.80071592
Tennessee Tech,0.082993016,4.997336328
Rutgers,-0.0572831,5.09826264
Hawaii,-0.065973103,10.15014899
Lindenwood,-0.201769978,0.04855749
Chicago St.,-0.223070025,6.014861226
Mississippi Valley St.,-0.387133986,1.911940344
The Citadel,-0.416139007,9.28899467
Detroit Mercy,-0.475717008,4.990593255
Florida A&M,-0.548064597,2.417272601
Cal Poly,-0.716485023,3.269496664
Houston Christian,-1.121590018,4.772474289
Stonehill,-1.285322994,2.452016801
Loyola MD,-1.834757,3.262027103
Siena,-2.024749994,1.63978409
Coppin St.,-2.422397032,0.153570533
Radford,NULL,11.85926652
Iona,NULL,10.40165627
Tarleton St.,NULL,11.64054039
California,NULL,13.98399208
Kentucky,NULL,19.91171861
IU Indy,NULL,2.640413858
Tennessee St.,NULL,7.533389274
USC Upstate,NULL,5.613454878
Vanderbilt,NULL,9.836733103
Pepperdine,NULL,11.28518707
St. John's,NULL,16.59401834
Prairie View A&M,NULL,2.406147063
Indiana St.,NULL,21.37217081
TCU,NULL,13.81392014
Maryland Eastern Shore,NULL,0.580747664
Long Beach St.,NULL,11.89688323
Tulane,NULL,14.32799685
USC,NULL,11.96250236
Wyoming,NULL,12.55887002
Louisville,NULL,10.2803736
LIU,NULL,1.715741724
Jackson St.,NULL,7.147074074
San Jose St.,NULL,9.929139614
Pacific,NULL,1.258682288
DePaul,NULL,8.365566179
Morehead St.,NULL,14.05066231
Niagara,NULL,9.962706089
Florida Atlantic,NULL,17.84279853
Texas A&M Commerce,NULL,5.002426922
Virginia Tech,NULL,15.8763932
Tennessee Martin,NULL,9.841447363
Northern Illinois,NULL,8.295641959
UTSA,NULL,11.71030396
VMI,NULL,1.483132005
West Virginia,NULL,13.0196425
Eastern Washington,NULL,14.07638943
Washington St.,NULL,15.26071346
Northwestern St.,NULL,3.813913584
Washington,NULL,15.05814397
Arkansas Pine Bluff,NULL,7.881522328
Missouri St.,NULL,11.65566129
Boston College,NULL,16.11391023
Colorado,NULL,21.43513083
Drake,NULL,16.23195809
St. Bonaventure,NULL,16.43993568
Oklahoma St.,NULL,10.77877116
