team,yusag_coeff,off_coeff,def_coeff
La Salle,-3.03105947545985,-0.627702180362764,-2.40335729509708
Lafayette,-5.81690971163101,-9.83642753554124,4.01951782391027
Lamar University,-16.0156070567009,-9.75991480786135,-6.25569224883948
Lehigh,-7.1136097024165,-3.83385073749791,-3.27975896491856
Liberty,9.75025585860519,1.26497666081488,8.48527919779019
Lindenwood,-13.1897954698539,-6.92110384704682,-6.26869162280705
Lipscomb,0.370978520262624,2.86634588358139,-2.49536736331876
Little Rock,-10.3915888934445,0.907423702827161,-11.2990125962716
Long Beach St.,0.369701632723892,7.79344579591042,-7.42374416318651
Longwood,-0.210404513886165,-2.65003170920918,2.43962719532304
Louisiana,5.67253144030951,5.49142758533598,0.181103854973564
Louisiana Tech,0.335216721933424,0.51126343386137,-0.176046711927938
Louisville,-6.20235641453045,-3.67370959895139,-2.52864681557907
Loyola Chicago,-5.16708368248369,-3.15419447312085,-2.0128892093628
Loyola Maryland,-10.1171824648502,-6.21536702610931,-3.90181543874087
Maine,-6.97134786376801,-5.42341302457367,-1.54793483919436
Manhattan,-8.38877711203413,-4.85327967466518,-3.53549743736885
Marist,-6.91177983728632,-7.31546433432922,0.40368449704297
Marquette,16.4509437605861,11.9108328393469,4.54011092123934
Marshall,7.65019021653492,9.91029808529497,-2.26010786876005
Maryland,12.9374295584657,2.74052555615537,10.1969040023103
Massachusetts,-2.26185541135603,-0.0307926137524959,-2.23106279760353
McNeese,-12.4092908292729,-6.25748602512792,-6.15180480414495
Memphis,13.5171724799215,11.6926574120928,1.82451506782879
Mercer,-3.81089906771926,-6.86670822614381,3.05580915842445
Merrimack,-8.6542389056771,-12.2044646326342,3.55022572695702
Miami (FL),13.1937605501869,12.0482134400404,1.14554711014648
Miami (OH),-6.39640997503004,-2.12529649960092,-4.27111347542912
Michigan,11.2578929403736,7.26161452809761,3.99627841227605
Michigan St.,13.0941288366255,4.84716935561239,8.24695948101308
Middle Tenn.,3.54693142681281,0.803409489443551,2.74352193736926
Milwaukee,-3.92411378705339,3.54827540580069,-7.47238919285413
Minnesota,-1.68603040563873,-2.71885383605278,1.03282343041411
Mississippi St.,9.9663015277252,-2.28366055943248,12.2499620871576
Mississippi Val.,-15.9856014473367,-10.0201920310079,-5.96540941632867
Missouri,9.98594045233165,10.7706367530891,-0.784696300757513
Missouri St.,0.599234647374362,-5.37734200062584,5.97657664800017
Monmouth,-13.6338302822394,-8.83679821899953,-4.79703206323989
Montana,0.748424766681608,-1.61337298722575,2.36179775390738
Montana St.,3.98366607190588,-0.78872130266862,4.77238737457452
Morehead St.,-5.86459986110256,-8.73529585295653,2.87069599185399
Morgan St.,-9.81030082255999,-4.05976238313539,-5.75053843942461
Mount St. Mary's,-6.9157948294133,-7.51983463268076,0.60403980326753
Murray St.,-3.97170475696676,-0.563124257071277,-3.40858049989549
N.C. A&T,-9.99672770349778,-2.25299976074884,-7.74372794274886
N.C. Central,-0.771466921454598,-2.13641968390765,1.36495276245303
NC State,10.9733506034482,8.51871511694003,2.45463548650814
NIU,-4.56559726791267,-1.19497485933547,-3.37062240857719
NJIT,-10.3314679767159,-5.22881838943513,-5.10264958728075
Navy,-1.04820789096547,-4.34623153810424,3.29802364713882
Nebraska,5.94300014562526,1.53836476783016,4.40463537779515
Nevada,9.38765889102662,4.51046084465223,4.87719804637437
New Hampshire,-7.13908740917415,-9.07420817617186,1.9351207669977
New Mexico,10.2031766504528,12.6616669775535,-2.45849032710063
New Mexico St.,-1.22158384938479,1.5314959468426,-2.7530797962274
New Orleans,-12.5852912374856,-1.868157546907,-10.7171336905786
Niagara,-5.32939296767445,-7.25211835978654,1.9227253921121
Nicholls,-6.93735309602529,-2.31135879085229,-4.62599430517301
Norfolk St.,-1.26986496091968,-0.254272430969797,-1.01559252994988
North Ala.,-6.23807416766677,-0.288850154793485,-5.94922401287336
North Carolina,11.6374227843955,8.26282590780151,3.37459687659403
North Dakota,-6.29099780220204,-1.19274208376759,-5.09825571843447
North Dakota St.,-2.84132879344985,-0.400704268750267,-2.44062452469955
North Florida,-4.57142596604531,3.75988341844946,-8.33130938449484
North Texas,10.3834896431074,-5.33024334416816,15.7137329872756
Northeastern,-9.27673370431828,-5.89726097018972,-3.37947273412855
Northern Ariz.,-2.17035197642849,1.98462983835295,-4.15498181478143
Northern Colo.,-2.74742013738548,3.84637583754683,-6.59379597493231
Northern Ky.,0.453608829454178,-6.24041031311952,6.69401914257374
Northwestern,12.2849911214237,1.50339224210539,10.7815988793183
Northwestern St.,-3.27989060916775,-0.747235808616873,-2.53265480055087
Notre Dame,0.662924586249314,-0.163265709275471,0.826190295524776
Oakland,-6.47867192314438,0.338013777768936,-6.81668570091334
Ohio,2.40409751847261,4.78416616914355,-2.38006865067095
Ohio St.,10.8877115124286,6.39513801144051,4.49257350098809
Oklahoma,10.1262436641671,2.64765626087353,7.47858740329354
Oklahoma St.,11.8399431304225,2.63249875866501,9.20744437175752
Old Dominion,-0.346518975030522,-4.05976036370929,3.71324138867878
Ole Miss,4.05882638946473,0.145375230319912,3.91345115914482
Omaha,-9.75826564267378,-3.46798203525789,-6.2902836074159
Oral Roberts,9.78289221697588,9.7263060021638,0.0565862148120884
Oregon,11.8519381975693,5.82917002402554,6.02276817354371
Oregon St.,-0.931546333794794,-7.07724564934912,6.14569931555426
Pacific,-0.991250585360032,3.97488473716016,-4.96613532252024
Penn,2.95284266670116,3.88615949355939,-0.933316826858191
Penn St.,11.7189819875963,6.55159276994196,5.16738921765437
Pepperdine,-1.52410988421243,5.90849355116502,-7.43260343537743
Pittsburgh,9.89365033691749,6.49920656378622,3.39444377313125
Portland,0.468124493152339,5.68229353615536,-5.21416904300302
Portland St.,-4.1909473099978,3.04518080955458,-7.2361281195524
Prairie View,-7.15194042475248,-6.82459405488021,-0.327346369872255
Presbyterian,-11.8152662786068,-10.5190698066651,-1.29619647194175
Princeton,6.23251436426352,3.82621527360103,2.40629909066249
Providence,12.4635756324448,9.20092184553674,3.26265378690805
Purdue,16.5156853577623,5.52461661041656,10.9910687473457
Purdue Fort Wayne,-4.51876572946445,-2.09169208573802,-2.42707364372643
Queens (NC),-2.07561010964474,3.71695199780516,-5.79256210744992
Quinnipiac,-1.25940081010438,1.95041067491473,-3.20981148501908
Radford,-0.257370582139873,-3.80880769862031,3.55143711648047
Rhode Island,-5.00693296357232,-4.77899278649535,-0.227940177076994
Rice,-1.68490100854334,4.87303981527979,-6.55794082382311
Richmond,0.480266167209644,-2.23152115837764,2.71178732558728
Rider,-2.08237134751477,-1.39837140984074,-0.683999937674018
Robert Morris,-4.31228196411092,-5.98057250382276,1.66829053971183
Rutgers,12.9069797067209,-0.21372037583696,13.120700082558
SFA,1.65445848124361,3.10417402397518,-1.44971554273156
SIUE,-5.28385182313764,-2.43655014798508,-2.84730167515256
SMU,-1.02345642349193,1.7920666430672,-2.81552306655918
Sacramento St.,-3.14414562326373,-5.65022777322586,2.50608214996216
Sacred Heart,-10.6522988081503,-3.72787002751443,-6.92442878063591
Saint Francis (PA),-11.3818747463997,-2.28549069981205,-9.09638404658763
Saint Joseph's,-0.629485370745738,1.74971624516166,-2.37920161590738
Saint Louis,4.99850193354872,5.83878472994068,-0.840282796391963
Saint Mary's (CA),15.6948953564196,0.415720300509296,15.2791750559104
Saint Peter's,-8.33188034377503,-10.4061636046097,2.07428326083468
Sam Houston,8.45537959554016,-1.97829811881032,10.4336777143505
Samford,1.86144601502486,4.13257059872733,-2.27112458370251
San Diego,-2.97206913831432,5.08808105581048,-8.06015019412476
San Diego St.,15.0746435312439,2.93882352796333,12.1358200032805
San Francisco,5.23162393930979,5.11336981896554,0.118254120344231
San Jose St.,5.38339801110594,-1.14444698696284,6.52784499806874
Santa Clara,7.46556820463432,7.81099355305184,-0.345425348417517
Seattle U,1.32227656694477,-0.968230531433759,2.29050709837855
Seton Hall,10.2647455949761,0.485884106085802,9.77886148889034
Siena,-2.33672978104439,-2.64422783909006,0.30749805804567
South Alabama,4.98041627332736,0.277608346370648,4.7028079269567
South Carolina,-2.75417973721763,-3.46079648747392,0.706616750256291
South Carolina St.,-14.2015123236542,-0.48689446491875,-13.7146178587354
South Dakota,-8.5878841857617,-3.97626568646262,-4.61161849929903
South Dakota St.,-0.555080695281409,-1.37005109329176,0.81497039801036
South Fla.,1.19060196436971,1.72179481489794,-0.531192850528237
Southeast Mo. St.,-5.97365938936202,3.42361997088359,-9.3972793602456
Southeastern La.,-6.76505254378917,0.803694564137317,-7.56874710792649
Southern California,12.3251970298768,6.973322910079,5.35187411979777
Southern Ill.,1.58926314289184,-6.47820544529294,8.06746858818474
Southern Ind.,-7.67568685461188,0.168611334701604,-7.84429818931347
Southern Miss.,4.52242217721539,2.60094319207434,1.92147898514106
Southern U.,-7.11302915673228,-3.09741300558351,-4.0156161511488
Southern Utah,4.51215495122461,9.5156817135422,-5.00352676231759
St. Bonaventure,-1.70815281257377,-4.69644297109741,2.98829015852366
St. Francis Brooklyn,-14.5141614559825,-11.6966447667845,-2.81751668919793
St. John's (NY),7.40360572419184,9.68249808620744,-2.27889236201562
St. Thomas (MN),-1.96209760673717,-0.0843801039336278,-1.87771750280354
Stanford,8.4778589468966,4.81935550619484,3.65850344070173
Stetson,-1.04162155322893,3.42023592143366,-4.4618574746626
Stonehill,-10.7489729648147,-8.13301270528153,-2.61596025953315
Stony Brook,-10.5779217245314,-10.1975925283058,-0.380329196225563
Syracuse,4.22616264484142,4.25377804637887,-0.0276154015374424
TCU,14.9104601108665,8.59609313895307,6.31436697191345
Tarleton St.,0.0603851994601625,-2.31805387066304,2.37843907012323
Temple,3.62800626216605,0.854667461102188,2.77333880106384
Tennessee,19.1721283135823,3.38928917185008,15.7828391417322
Tennessee St.,-7.72585709809326,-0.348223089144144,-7.3776340089491
Tennessee Tech,-7.66193959620962,-2.53350354889713,-5.12843604731246
Tex. A&M-Commerce,-9.25403524905421,-4.15383931658492,-5.1001959324693
Texas,19.1980815905894,11.1397149075139,8.05836668307544
Texas A&M,13.0545746328056,4.87479952923208,8.17977510357354
Texas Southern,-9.05076646332745,-4.10632212999576,-4.94444433333168
Texas St.,-1.16576508326683,-4.4536149330831,3.28784984981628
Texas Tech,11.2865095364415,5.64239227854334,5.64411725789819
The Citadel,-10.9555316836596,-6.18681648618925,-4.76871519747035
Toledo,6.96084732581443,12.2793449805894,-5.31849765477489
Towson,1.81270412189066,0.0461097151477077,1.76659440674295
Troy,2.44994597473461,0.502906985125975,1.94703898960864
Tulane,4.28754827665753,10.3440939302888,-6.05654565363124
Tulsa,-9.80093265863395,-4.37918583094817,-5.42174682768583
UAB,9.91127842630008,11.0063236333934,-1.09504520709333
UAlbany,-12.1893692600551,-5.18568023515537,-7.00368902489969
UC Davis,0.511083279239926,2.8558737331321,-2.34479045389219
UC Irvine,5.0350257872789,3.77817738870836,1.25684839857054
UC Riverside,1.72022663101158,1.68135859303303,0.0388680379785482
UC San Diego,-5.64715943407253,-2.14825437889044,-3.49890505518208
UC Santa Barbara,4.13401234610971,1.02949899791704,3.10451334819264
UCF,9.43830475916689,2.3478451818338,7.09045957733303
UCLA,20.8864786923686,6.76893398281715,14.1175447095514
UConn,21.935131873181,10.9560088193315,10.9791230538495
UIC,-8.43551647849078,-3.88311763095946,-4.55239884753136
UIW,-13.3525264853977,-7.11676328102696,-6.23576320437074
ULM,-6.96559675832358,-6.05739295605376,-0.908203802269813
UMBC,-4.68883789783553,0.2218558436149,-4.91069374145041
UMES,-4.8968762478063,-5.76513882628466,0.868262578478366
UMass Lowell,2.44434071264955,3.04510505469533,-0.600764342045792
UNC Asheville,0.218675935423717,0.579431816998406,-0.360755881574679
UNC Greensboro,3.45246839353428,-2.49035753924016,5.94282593277441
UNCW,-0.373170027180037,-3.47947337896898,3.10630335178896
UNI,-2.60253390787314,-1.20968407046471,-1.39284983740844
UNLV,6.03254206902382,5.37816788828729,0.65437418073652
USC Upstate,-5.15683419735958,-4.40182921269589,-0.755004984663677
UT Arlington,-4.1512261391926,-5.26711046596276,1.11588432677019
UT Martin,-6.98087474025924,1.52847929608794,-8.50935403634715
UTEP,-0.667483585340263,-3.175702238697,2.50821865335673
UTRGV,-5.28356175909181,4.15178483863659,-9.43534659772837
UTSA,-7.32220748255108,-0.368530774545662,-6.95367670800542
Utah,9.8850067952665,1.68998606799703,8.19502072726942
Utah St.,13.2519992859665,9.62891763192395,3.62308165404256
Utah Tech,1.21708650613217,3.36404926073046,-2.14696275459828
Utah Valley,8.6805069649514,5.44135815226883,3.23914881268255
VCU,9.61865220736814,1.98242537520514,7.63622683216298
VMI,-14.6616596687114,-5.92680727930144,-8.73485238940993
Valparaiso,-7.80415711543056,-3.45556471198393,-4.34859240344665
Vanderbilt,7.80828557392992,6.75123318324914,1.05705239068076
Vermont,3.88123497322277,0.449449008976381,3.43178596424642
Villanova,10.4630327292601,2.43539324174238,8.02763948751769
Virginia,11.7592565699167,-1.65952128899792,13.4187778589147
Virginia Tech,8.09859917363797,5.78047421209856,2.31812496153941
Wagner,-9.79464166848929,-13.8367973569912,4.04215568850193
Wake Forest,7.15398405178117,8.12160604561456,-0.967621993833396
Washington,5.45943732812134,3.38522997521257,2.07420735290875
Washington St.,10.2817205659668,1.81109205486961,8.47062851109722
Weber St.,-0.795348502202853,-4.37925407697577,3.58390557477294
West Virginia,14.4937738708992,10.2088288406315,4.28494503026768
Western Caro.,-4.63239411612807,-1.22137600857994,-3.41101810754812
Western Ill.,-6.33877363193884,-2.93183872274395,-3.40693490919488
Western Ky.,-0.433400261571909,-0.36519560329282,-0.0682046582790852
Western Mich.,-9.40043764103584,-3.69069186352292,-5.70974577751292
Wichita St.,4.82492106423512,1.24597163612564,3.57894942810946
William & Mary,-10.1368517069676,-6.59974489117892,-3.53710681578865
Winthrop,-4.92852551850289,1.32551720742305,-6.25404272592591
Wisconsin,8.66671962742577,-1.65190926321912,10.3186288906449
Wofford,-3.87416955340585,0.693601071370499,-4.56777062477635
Wright St.,-0.892255501689847,4.79158883055892,-5.68384433224876
Wyoming,1.46086950993697,0.327369280687597,1.13350022924935
Xavier,15.1553385334774,13.3657363525034,1.78960218097398
Yale,10.1678035449763,3.63384351065157,6.53396003432473
Youngstown St.,2.64041324124994,6.87375187427606,-4.23333863302611
