"player","team","yr","trank_ppg","mins_pct","year"
"Reggie Theus Jr.","Cal St. Northridge","Sr",-0.39712,58.1,2018
"Justin Cousin","Radford","Sr",-0.416303,23.7,2018
"Frank Bartley","Louisiana Lafayette","Sr",3.57736,77.6,2018
"Luke Worthington","BYU","Jr",0.568061,36.5,2018
"Jacoby Armstrong","New Hampshire","Sr",0.570549,47.5,2018
"Marcus Jackson","UC Santa Barbara","Sr",0.976828,76.3,2018
"Sean Obi","Maryland","Sr",0.422572,9.8,2018
"Dontel Highsmith","Cleveland St.","Sr",-0.355558,35.6,2018
"Anders Broman","Winthrop","Sr",2.42929,80.4,2018
"Junior Etou","Tulsa","Sr",3.21346,75,2018
"Nick Griffin","Saint Peter's","Sr",1.1168,77.4,2018
"Cole Harrison","William & Mary","Sr",0.173296,12.8,2018
"Dylan Jones","Rice","Sr",0.0234119,14.5,2018
"Martez Walker","Oakland","Sr",3.44304,72.6,2018
"Ted Friedman","Northern Iowa","Sr",0.284365,11.8,2018
"Emmanuel Toney","Texas A&M Corpus Chris","Sr",1.90489,9.7,2018
"E.C. Matthews","Rhode Island","Sr",1.87802,58.7,2018
"Joshua Phillips","Chattanooga","Sr",0.904355,46.8,2018
"Jalen Hayes","Oakland","Sr",3.22656,77.9,2018
"Joe Chealey","College of Charleston","Sr",3.75434,87.4,2018
"Damarion Geter","Longwood","Sr",1.69886,78.3,2018
"Terrance LeFlore","Alabama St.","Sr",-0.625155,43.9,2018
"Roddy Peters","Nicholls St.","Sr",3.15828,69.2,2018
"Conner Frankamp","Wichita St.","Sr",3.48542,55.8,2018
"Mark Alstork","Illinois","Sr",0.794846,55.9,2018
"Duane Gibson","Evansville","Sr",-0.14333,35.1,2018
"Treshawn Bolden","Jackson St.","Sr",-0.273346,36.9,2018
"Jalen James","San Jose St.","Sr",-0.761309,44.4,2018
"Brandon Mitchell","San Jose St.","Jr",0.49117,13,2018
"Rich Williams","Manhattan","Sr",1.65518,72.1,2018
"Craig Hinton","Appalachian St.","Sr",1.07997,46.3,2018
"A.J. Davis","UCF","Sr",2.43411,79.6,2018
"Greg Alexander","Mount St. Mary's","Sr",1.62862,68.8,2018
"Nnamdi Enechionyia","Saint Peter's","Sr",-0.678011,63.2,2018
"Cameron Reynolds","Tulane","Sr",2.39533,89.4,2018
"Parker Van Dyke","Utah","Jr",0.539962,46.2,2018
"Jordan Capps","Southeastern Louisiana","Sr",1.32441,51.5,2018
"Eric Adams","Samford","Sr",2.57207,60.2,2018
"Wes Clark","Buffalo","Sr",3.67753,54.9,2018
"Joshua Filmore","Southeastern Louisiana","Sr",0.957482,71.3,2018
"Yosef Yacob","Binghamton","Sr",-1.75381,2.3,2018
"James Daniel III","Tennessee","Sr",1.39987,49.1,2018
"Jerron Martin","Illinois St.","Sr",-0.506133,7.2,2018
"Zach Nelson","Utah Valley","Sr",0.991993,23.9,2018
"Denzel Keyes","North Carolina A&T","Sr",1.15096,56.1,2018
"Zac Tillman","Monmouth","Sr",1.0216,40.4,2018
"Josh Hearlihy","Seattle","Sr",1.54179,67.5,2018
"Payton Henson","Vermont","Sr",2.42769,76.8,2018
"Van Rolle","Towson","Sr",-0.165298,0.7,2018
"Bosko Kostur","Bryant","Sr",1.33018,58.6,2018
"Stevie Repichowski","Nicholls St.","Sr",0.670297,10.6,2018
"Malcolm Duvivier","Akron","Sr",1.20803,80.9,2018
"Charles Taylor Jr.","Jackson St.","Jr",-1.45563,9.7,2018
"David Jesperson","Green Bay","Sr",1.02262,63.4,2018
"Brandon Goodwin","Florida Gulf Coast","Sr",3.49815,82.1,2018
"Jordy Kuiper","UNC Greensboro","Sr",0.799301,65.7,2018
"Joel Hernandez","LIU Brooklyn","Sr",3.03633,83.2,2018
"Benas Griciunas","Eastern Washington","Sr",0.418852,31.3,2018
"Jaron Hopkins","Fresno St.","Sr",1.75718,56.8,2018
"Dustin Thomas","Arkansas","Sr",1.12834,35.3,2018
"Mario Matasovic","Sacred Heart","Sr",1.46521,68.9,2018
"Carlton Hurst","South Dakota","Sr",1.21492,34.8,2018
"Lennard Freeman","North Carolina St.","Sr",2.43745,42.9,2018
"Zach Lofton","New Mexico St.","Sr",3.89624,78.5,2018
"Reggie Lynch","Minnesota","Sr",2.73605,32.6,2018
"Bryson Scott","Fort Wayne","Sr",3.71601,79.1,2018
"Brandon Allen","Florida St.","Sr",0.011995,6.6,2018
"Blake Simmons","Evansville","Sr",0.692459,87.1,2018
"Drick Bernstine","Washington St.","Sr",0.949004,62.8,2018
"Jahmel Taylor","Fresno St.","Sr",2.64954,68.2,2018
"Tim Myles","Houston Baptist","Sr",-0.673062,17.8,2018
"Cedric Hankerson","Boston University","Sr",1.49716,55.3,2018
"Malik Harmon","St. Francis PA","Sr",-0.726261,46.5,2018
"Wadly Mompremier","Little Rock","Sr",-0.232985,25.2,2018
"Alex Thompson","Samford","Sr",1.49755,58.5,2018
"Kahlil Dukes","Niagara","Sr",4.22131,84.2,2018
"Jake Flaggert","UTEP","Sr",-0.259228,29,2018
"Juwan Parker","Georgia","Sr",1.55539,60.2,2018
"Nick King","Middle Tennessee","Sr",4.31933,82.5,2018
"Mitch Hahn","Nebraska Omaha","Jr",1.14433,38.7,2018
"Stephon Jelks","Mercer","Sr",2.91552,65.8,2018
"Tyler Simmons","Central Arkansas","Jr",-0.56263,1,2018
"Keon Williams","St. Francis NY","Jr",-1.04358,9.9,2018
"Glenn Sanabria","St. Francis NY","Jr",2.56329,71.1,2018
"Mark Donnal","Clemson","Sr",1.33927,30.1,2018
"Albert Owens","Oral Roberts","Sr",1.62534,57.8,2018
"Isaac Haas","Purdue","Sr",3.96866,55.1,2018
"Jacquil Taylor","Purdue","Jr",0.126222,7.7,2018
"Dakota Mathias","Purdue","Sr",4.66508,78.2,2018
"P.J. Thompson","Purdue","Sr",3.70791,69.4,2018
"C.J. Anderson","Massachusetts","Sr",2.4362,83.4,2018
"Cole Welle","California","Sr",-0.104228,4.1,2018
"Kingsley Okoroh","California","Sr",0.250286,63.2,2018
"Abdul-Malik Abu","North Carolina St.","Sr",0.760194,30.3,2018
"Nick Fuller","South Dakota","Sr",2.02308,41,2018
"Cheddi Mosely","Boston University","Sr",1.88795,2.6,2018
"Jalen Henry","SIU Edwardsville","Sr",2.1216,67.9,2018
"Zjori Bosha","Lamar","Sr",1.09079,79.2,2018
"Keita Bates-Diop","Ohio St.","Jr",4.8885,81.8,2018
"Joshua Braun","Grand Canyon","Sr",1.33085,72.6,2018
"Jeremy Combs","LSU","Sr",0.649049,3.9,2018
"Dan Dwyer","Penn","Sr",-0.245807,1.8,2018
"Aaren Edmead","North Carolina A&T","Sr",0.504106,56.9,2018
"Antonio Woods","Penn","Jr",0.444357,69.5,2018
"Sam Jones","Penn","Sr",0.284085,7.8,2018
"Trevor John","Cal Poly","Jr",1.11378,16.4,2018
"Aleks Abrams","Cal Poly","Jr",0.618189,23.8,2018
"Terrell Lewis","Eastern Illinois","Sr",1.84118,22.1,2018
"Jiday Ugbaja","Sacramento St.","Sr",0.0782322,4,2018
"Nana Foulland","Bucknell","Sr",2.67441,70.5,2018
"Tavrion Dawson","Cal St. Northridge","Sr",2.01575,81.6,2018
"Zacarry Douglas","North Carolina Central","Sr",0.0647632,30,2018
"Jourdan Grant","UMBC","Sr",0.557606,57,2018
"Justin Coleman","Samford","Sr",3.19319,82.2,2018
"Sammy Mojica","Drexel","Sr",0.913728,87.6,2018
"Jahad Thomas","UMass Lowell","Sr",3.77277,84,2018
"Terrell Carter II","Fresno St.","Sr",0.863027,34.3,2018
"Hassan Hussein","FIU","Jr",0.0906574,42.8,2018
"Josh Delaney","Sam Houston St.","Jr",1.67426,57.2,2018
"Jamal Williams","Sam Houston St.","Sr",1.50313,63.6,2018
"Logan Power","South Dakota","Jr",0.337656,3.3,2018
"Albert Almanza","Sam Houston St.","Jr",-0.130288,23.7,2018
"Jevon Carter","West Virginia","Sr",5.3252,88.3,2018
"Thatch Unruh","Central Arkansas","Jr",0.942102,57.9,2018
"Rashed Anthony","Saint Louis","Sr",-0.605711,18.7,2018
"Connor Kern","Arkansas St.","So",-0.258224,40.7,2018
"C.J. Foster","Arkansas St.","Sr",-1.36339,9.2,2018
"Khalen Pinkett","Savannah St.","Jr",-0.341114,12.5,2018
"Justin Mitchell","Wright St.","Sr",0.745074,29.2,2018
"Grant Benzinger","Wright St.","Sr",2.79341,87.8,2018
"Aaron Young","Princeton","Sr",0.903843,41.4,2018
"Cezanne Carson","Little Rock","Jr",-0.680577,5.6,2018
"JaQuel Richmond","UNC Wilmington","Jr",-0.361902,10.6,2018
"Thomas Wilder","Western Michigan","Sr",3.90791,83.5,2018
"Bryan Alberts","Long Beach St.","Jr",1.63926,51.4,2018
"Josh Perkins","Gonzaga","Jr",3.69423,81.1,2018
"Zach McRoberts","Indiana","Jr",1.4421,48.8,2018
"Deshaun Morman","Towson","Sr",0.955306,35.7,2018
"Shakaris Laney","Central Connecticut","Jr",-0.875289,27.3,2018
"Mike Schroback","Fairleigh Dickinson","Sr",-0.31295,5.4,2018
"Jordan Strawberry","Mercer","Sr",3.09566,77.8,2018
"Devonte Hall","Northwestern St.","Sr",-0.602372,11.7,2018
"Gabe Vincent","UC Santa Barbara","Sr",3.05052,75.6,2018
"Ami Lakoju","UC Santa Barbara","Jr",0.352256,29.4,2018
"Isaac Neilson","Utah Valley","Sr",1.13874,37,2018
"Alan Herndon","Wyoming","Sr",2.24478,78.3,2018
"Blake Simpson","Coppin St.","Sr",-0.162125,7.4,2018
"Matt Gregory","Notre Dame","Sr",-0.145346,2.1,2018
"Zoran Talley Jr.","Iowa St.","Jr",1.41369,49.3,2018
"Roman Sorkin","Oregon","Sr",0.769155,9.4,2018
"Shawn Roundtree","Central Michigan","Jr",2.39909,83.1,2018
"Daniel Meyer","Nebraska Omaha","Sr",-0.338929,23.2,2018
"A.J. Astroth","Hampton","Sr",-1.65349,4,2018
"Nick Hamilton","California","Jr",-0.798281,33.9,2018
"Jake Toolson","Utah Valley","So",2.7284,68.3,2018
"Charles Glover","Longwood","Sr",-0.388073,59.8,2018
"Peyton Aldridge","Davidson","Sr",5.60254,93.3,2018
"Rusty Reigel","Davidson","Sr",1.99475,47.1,2018
"Oskar Michelsen","Davidson","Sr",1.53659,41.1,2018
"Brandan Stith","Old Dominion","Sr",1.82182,67.8,2018
"Namon Wright","Colorado","Jr",1.19983,53.1,2018
"Jakeenan Gant","Louisiana Lafayette","Jr",2.87627,60.3,2018
"Mitchell Solomon","Oklahoma St.","Sr",2.86014,59.1,2018
"Joe Burton","Valparaiso","Jr",1.75716,20.9,2018
"Tyree Griffin","Southern Miss","Jr",2.82774,90.1,2018
"Tavarius Shine","Oklahoma St.","Jr",2.36245,55,2018
"Japhet Kadji","North Carolina A&T","Jr",-0.266721,28.6,2018
"JoJo Cooper","Wagner","Sr",2.27629,92.2,2018
"Romone Saunders","Wagner","Jr",1.91274,63.5,2018
"Cameron Jackson","Wofford","Jr",2.28398,54.1,2018
"Sir Washington","Eastern Washington","Sr",0.123958,55.6,2018
"Bobby Perez","Wofford","Jr",-0.00151711,2.7,2018
"Jordan Swopshire","Colgate","Sr",2.12945,70.7,2018
"Dalan Ancrum","Western Illinois","Sr",1.51875,79.8,2018
"Cameron Smith","Dartmouth","Sr",0.117747,6.4,2018
"Mike Williams","Rutgers","Sr",1.29975,43.7,2018
"Braxton Tucker","Portland St.","Sr",0.688484,15.5,2018
"Stuckey Mosley","James Madison","Jr",2.90337,87.5,2018
"Darius Austin","Jackson St.","Sr",-0.704308,51.5,2018
"Deshon Taylor","Fresno St.","Jr",3.66404,84,2018
"Jason Massey","Brown","Sr",0.246447,30.9,2018
"David Collette","Utah","Sr",3.14696,52.3,2018
"Angel Rivera","Stetson","Sr",1.24053,74.1,2018
"Parker Jackson-Cartwright","Arizona","Sr",2.68096,78.9,2018
"Dusan Ristic","Arizona","Sr",3.45144,66.8,2018
"Jack Hobbs","Hartford","Sr",-0.390481,46,2018
"Mark Plousis","Hartford","Sr",-0.146465,1.4,2018
"Sandy Cohen III","Green Bay","Sr",2.14462,59.9,2018
"Shaquille Doorson","Rutgers","Jr",0.560504,26.4,2018
"Duby Okeke","Nebraska","Sr",-0.40694,14.8,2018
"Dmitri Thompson","Elon","Sr",2.15979,77.6,2018
"Desonta Bradford","East Tennessee St.","Sr",2.93216,80.9,2018
"Collin Luther","Elon","Sr",-0.200015,5.6,2018
"Marques Townes","Loyola Chicago","Jr",2.24766,70.6,2018
"Lloyd Burgess","UNC Greensboro","Jr",-1.37279,0.5,2018
"Garrett Collins","UNC Greensboro","Sr",0.700673,15.6,2018
"Stephan Jiggetts","South Florida","Sr",1.57621,84.7,2018
"Rauno Nurger","Wichita St.","Sr",1.33568,33.3,2018
"Zach Brown","Wichita St.","Sr",1.27013,48.8,2018
"Rashard Kelly","Wichita St.","Sr",2.21288,59.8,2018
"Corey Henderson Jr.","Tulsa","Sr",2.41247,69.6,2018
"Tyvoris Solomon","South Carolina St.","Sr",-2.48741,11.7,2018
"Schadrac Casimir","Iona","Jr",2.56316,63.1,2018
"Nyaires Redding","Wyoming","Jr",0.575763,32.5,2018
"Jaleel Hogan","Detroit","Sr",0.733353,21.1,2018
"Christen Cunningham","Samford","Sr",0.432952,21.7,2018
"Tre' Ivory","Austin Peay","Sr",-1.38189,64.8,2018
"Nura Zanna","Houston","Sr",0.31431,36.8,2018
"Bo Zeigler","George Washington","Sr",1.34473,46.7,2018
"Connor McClenaghan","Marist","Sr",0.100453,22.2,2018
"Javon Bess","Saint Louis","Jr",2.57171,90.5,2018
"Kenny Goins","Michigan St.","Jr",0.925571,30.7,2018
"Lourawls Nairn Jr.","Michigan St.","Sr",1.01544,41.8,2018
"Trae Bell-Haynes","Vermont","Sr",3.20245,79,2018
"David Urso","Vermont","Sr",-0.667737,0.7,2018
"Cam Ward","Vermont","Sr",1.03547,38.1,2018
"Sviatoslav Mykhailiuk","Kansas","Sr",4.28898,86.1,2018
"Devonte' Graham","Kansas","Sr",5.9276,94.2,2018
"Chris Robinson","Sacred Heart","Sr",-0.195882,24.7,2018
"Logan McLane","Miami OH","Sr",0.955297,58.2,2018
"Aaron Calixte","Maine","Jr",2.22305,84.4,2018
"Garvey Melmed","Maine","Sr",0.120874,2.6,2018
"Kerem Kanter","Xavier","Sr",2.85719,40.5,2018
"Tyler Wideman","Butler","Sr",3.28901,48.7,2018
"Kelan Martin","Butler","Sr",4.75384,87.3,2018
"Cameron Neubauer","San Diego","Sr",0.215024,71.3,2018
"Jamal Aytes","Southern Utah","Sr",2.2055,53.1,2018
"Payton Banks","South Florida","Sr",1.17683,64,2018
"Jordan Nobles","Eastern Michigan","Jr",0.916555,56.9,2018
"Jeremy Jones","Gonzaga","Jr",0.494969,15.8,2018
"Clayton Custer","Loyola Chicago","Jr",3.87061,72,2018
"Fallou Ndoye","Cal St. Bakersfield","Sr",-0.927003,30.6,2018
"Isaiah Gurley","Texas St.","Jr",-0.153494,18.8,2018
"Rodney Bullock","Providence","Sr",2.68765,78.7,2018
"Gabe DeVoe","Clemson","Sr",3.49041,85.2,2018
"Donte Grantham","Clemson","Sr",4.29428,42.9,2018
"Marvin Smith","UNC Greensboro","Sr",1.79127,66.8,2018
"Victor Sanders","Idaho","Sr",3.69407,77.8,2018
"Toby Hegner","Creighton","Sr",2.52341,51,2018
"Greig Stire","Albany","Sr",2.30161,76,2018
"Max Twyman","Hartford","Jr",-0.673648,12.9,2018
"Wesley Person","Troy","Sr",3.48067,85.6,2018
"Oliver Tot","William & Mary","Sr",0.324889,26.6,2018
"Griffin Kinney","Appalachian St.","Sr",1.96389,59.7,2018
"Mack Mercer","Belmont","Jr",1.17646,35,2018
"Amanze Egekeze","Belmont","Sr",4.219,86.3,2018
"Oliver Black","Little Rock","Jr",0.116464,68.6,2018
"Alex Peters","Samford","Sr",0.447666,17.9,2018
"Alexander Aka Gorski","Wyoming","Sr",-0.00658024,51.5,2018
"Gerald Smith","Samford","Jr",-0.872214,5,2018
"Kenrich Williams","TCU","Sr",4.53478,85.7,2018
"Toby Van Ry","UTSA","Jr",-0.426038,12.5,2018
"Ed Jones","Alabama St.","Jr",-0.0158163,45.8,2018
"Antravious Simmons","Florida Gulf Coast","Sr",1.63074,41,2018
"Jordan Tyson","Georgia St.","Jr",-0.441756,24.3,2018
"Jaylen Adams","St. Bonaventure","Sr",4.82423,75.1,2018
"Ryan Luther","Pittsburgh","Sr",2.93223,25.2,2018
"Zach Coleman","LIU Brooklyn","Sr",-0.0656579,51.6,2018
"Dom Uhl","Iowa","Sr",-0.631788,5.5,2018
"Donte Ingram","Loyola Chicago","Sr",2.07198,77.2,2018
"Martinas Geben","Notre Dame","Sr",3.66272,61.5,2018
"Aleksa Jugovic","Tennessee Tech","Sr",2.26716,51.6,2018
"Brock Stull","Milwaukee","Jr",1.49597,84.5,2018
"Cane Broome","Cincinnati","Jr",1.94349,48.5,2018
"Brandone Francis","Texas Tech","Jr",1.01248,38,2018
"Trey Touchet","UTEP","Jr",-0.333105,24.2,2018
"Omega Harris","UTEP","Sr",1.67838,82.4,2018
"Terry Winn","UT Rio Grande Valley","Jr",1.01506,26.8,2018
"Dillon Avare","Eastern Kentucky","Sr",0.676709,44.4,2018
"Jamuni McNeace","Oklahoma","Jr",1.33893,44.5,2018
"Kassius Robertson","Missouri","Sr",4.36692,89.4,2018
"J.C. Show","Binghamton","Jr",1.52586,82.4,2018
"Travin Thibodeaux","New Orleans","Sr",3.06673,55.9,2018
"Chris Thomas","Southern","Sr",-0.619049,51.2,2018
"Bonzie Colson","Notre Dame","Sr",4.19596,45.9,2018
"Paschal Chukwu","Syracuse","Jr",2.38514,67.6,2018
"Jalen Lindsey","Providence","Sr",3.17117,75.9,2018
"Tom Planek","Providence","Sr",-0.0895639,1.4,2018
"Egor Koulechov","Florida","Sr",3.50502,75.7,2018
"Bishop Mency","Rice","Sr",0.429528,77.7,2018
"Jordan Reed","New Hampshire","Jr",-0.612,61.2,2018
"Reginal Johnson","Alcorn St.","Sr",1.69563,14.8,2018
"Stephen Ugochukwu","McNeese St.","Sr",0.424318,58.2,2018
"Alex Allbery","Nebraska Omaha","Sr",-0.206841,14.8,2018
"Mitchell Wilbekin","Wake Forest","Sr",2.56715,57.6,2018
"Ian Theisen","South Dakota St.","Sr",1.0246,35.3,2018
"Mike Daum","South Dakota St.","Jr",4.84729,78.6,2018
"Erik Nakken","Idaho St.","Sr",-0.218256,19.7,2018
"B.J. Gladden","Georgia Southern","Sr",-0.449369,23.6,2018
"Aaron Jackson","East Carolina","Sr",-1.10586,29,2018
"Stephen Brown","Bucknell","Sr",3.53059,74.4,2018
"Tyler Clement","Creighton","Sr",0.661202,12.1,2018
"Zach Thomas","Bucknell","Sr",3.65073,78.4,2018
"Mustafa Jones","Central Connecticut","Sr",1.06789,69.7,2018
"Jai Williams","Saint Joseph's","Sr",0.276686,3.6,2018
"Jaron Withers","Presbyterian","Sr",-1.13438,38.5,2018
"Stephen Osu","Presbyterian","Sr",-0.281111,1,2018
"Davon Bell","Presbyterian","Sr",2.66379,86.2,2018
"Ethan Happ","Wisconsin","Jr",4.51774,76.8,2018
"Ken'Darrius Hamilton","Tennessee St.","Sr",0.362512,54.6,2018
"Robert Johnson","Indiana","Sr",2.38268,84.5,2018
"Dalton Dry","TCU","Sr",0.353736,1.7,2018
"Kam Williams","Ohio St.","Sr",2.77049,53.3,2018
"Matt Scott","Niagara","Sr",3.43761,72.1,2018
"Rod Mills Jr.","Miami OH","Sr",-0.310984,43.9,2018
"Juwan Henderson","Alcorn St.","Sr",-0.413836,2.7,2018
"Jacobi Boykins","Louisiana Tech","Sr",3.7191,77.9,2018
"Xavian Stapleton","Mississippi St.","Jr",0.820859,42.3,2018
"Joniah White","Louisiana Tech","Jr",0.168112,24.7,2018
"Qiydar Davis","Indiana St.","Sr",1.7529,59.1,2018
"Idris Taqqee","St. Bonaventure","Sr",1.24186,69.9,2018
"Johnathan Stove","Louisiana Lafayette","Sr",2.36933,41.3,2018
"Wil Bathurst","Cornell","Sr",0.298343,15.5,2018
"Jordan Abdur-Ra'oof","Cornell","Sr",0.0116576,5.9,2018
"Alex Hart","UC Santa Barbara","Sr",-0.134731,10.4,2018
"Joey Gruden","Dayton","Sr",-0.157227,0.8,2018
"Norense Odiase","Texas Tech","Jr",0.886621,36.8,2018
"Tarin Smith","Duquesne","Jr",1.95487,69.6,2018
"Jonathan Galloway","UC Irvine","Jr",-0.702386,64.5,2018
"Khwan Fore","Richmond","Jr",2.05113,71.9,2018
"Taishaun Johnson","Kent St.","Jr",-0.705057,4.3,2018
"Kevin Holland","Southern Miss","Jr",1.82389,83.8,2018
"Isaiah Manderson","South Florida","Sr",1.24863,42.6,2018
"Joe Kirby","Richmond","Sr",-0.156285,12.9,2018
"William Lee","UAB","Sr",1.71798,63.8,2018
"Djordjije Mumin","UCF","Sr",0.39623,26.3,2018
"Austin Williams","North Carolina A&T","Sr",-0.337932,2.6,2018
"Jake Connor","Utah","Jr",-0.223763,5.9,2018
"Skye Johnson","Delaware","Sr",1.06133,25,2018
"Eric Carter","Delaware","Jr",2.24276,68.1,2018
"Anthony Mosley","Delaware","Sr",1.39597,78.5,2018
"Austin Williams","Drexel","Sr",1.23063,68.3,2018
"Brandon Miller","Gardner Webb","Jr",0.499752,11.7,2018
"David Efianayi","Gardner Webb","Jr",2.52506,82.5,2018
"Michael Nzei","Seton Hall","Jr",1.35167,41.2,2018
"Khadeen Carrington","Seton Hall","Sr",4.11648,81.8,2018
"Trey Thompson","Arkansas","Sr",0.877899,44.5,2018
"Kanayo Obi-Rapu","East Tennessee St.","Jr",0.297733,18.7,2018
"Elston Jones","UC Irvine","Jr",0.539606,38.6,2018
"Richard Lee","Southern","Sr",0.0658307,16.6,2018
"T.J. Schlundt","Wisconsin","Jr",-0.569847,14.6,2018
"Derek Sloan","Cleveland St.","Sr",-0.517253,4.4,2018
"Matt Ferris","Wisconsin","Jr",-0.0990557,0.6,2018
"Spencer Eliason","North Dakota St.","Jr",0.209176,45.4,2018
"Kahron Ross","Lehigh","Sr",2.95182,80.8,2018
"Nathan Hawkins","UT Arlington","Sr",-0.949877,69.4,2018
"Rashad Andrews","Southern","Sr",-0.311524,0.2,2018
"Kevin Hervey","UT Arlington","Sr",3.49982,80.3,2018
"LaQuentin Collins","Southern","Sr",-0.531986,25.4,2018
"Kaelon Wilson","UT Arlington","Sr",1.32792,71.8,2018
"Jordan Robinson","Duquesne","Sr",1.18584,45.5,2018
"Jermaine Crumpton","Canisius","Sr",3.08222,80.2,2018
"Isaiah Jackson","Providence","Jr",1.35155,49.8,2018
"Trey Stacey","Wright St.","Sr",-0.547582,1.1,2018
"Matt Harris","UMass Lowell","Sr",1.15676,78.2,2018
"Gary Clark","Cincinnati","Sr",4.59767,71.2,2018
