"player","team","yr","trank_ppg","mins_pct","year"
"Scott Spencer","Clemson","So",-0.598299,10.4,2018
"Max Strus","DePaul","Jr",3.26039,88.7,2018
"Tre'Darius McCallum","DePaul","Sr",1.25112,73,2018
"Isaac Fields","Clemson","So",-0.54278,0.4,2018
"Eron Gordon","Seton Hall","So",0.242005,18,2018
"Myles Powell","Seton Hall","So",3.96152,78.7,2018
"Daniel Giddens","Alabama","So",0.592804,31.3,2018
"Johnathan Williams","Gonzaga","Sr",2.72773,71.9,2018
"Larry Motuzis","American","Jr",1.07187,89.9,2018
"Addison Hill","East Carolina","Jr",-0.196777,0.6,2018
"Cartier Diarra","Kansas St.","Fr",1.1618,59.3,2018
"Mitch Lightfoot","Kansas","So",1.22866,33.9,2018
"Demario Beck","Coastal Carolina","Sr",1.585,59.4,2018
"Christian Turner","Gardner Webb","So",-1.39658,44.7,2018
"Nate Johnson","Gardner Webb","Fr",-1.02585,7.5,2018
"Liam O'Reilly","Gardner Webb","Sr",1.75798,86.1,2018
"Patrick Zeck","Gardner Webb","So",1.2585,50.3,2018
"Charlie Tooley","Nevada","So",0.0220681,1.1,2018
"Alex Robinson","TCU","Jr",2.09119,73.8,2018
"Drew Buggs","Hawaii","Fr",0.532166,71.5,2018
"Leland Green","Hawaii","So",-1.40253,56.4,2018
"Cian Sullivan","La Salle","Fr",-0.474775,1.7,2018
"Saul Phiri","La Salle","So",0.36851,74.2,2018
"Deivydas Kuzavas","St. Francis PA","So",1.49652,49.2,2018
"Keith Braxton","St. Francis PA","So",3.0879,88.6,2018
"Randall Gaskins Jr.","St. Francis PA","So",0.276722,57.3,2018
"D.J. Porter","St. Francis NY","Sr",0.813694,43.3,2018
"Cori Johnson","St. Francis NY","So",-0.24499,8.1,2018
"Gerald Blount","Saint Joseph's","So",0.547643,0.3,2018
"Lamonte Bearden","Western Kentucky","Jr",2.60155,69,2018
"Kurt Karis","USC","Sr",-0.219188,1.2,2018
"Candido Sa","Rutgers","Sr",-0.305749,28.6,2018
"Payton Dastrup","BYU","So",0.513485,17.8,2018
"Yoeli Childs","BYU","So",3.52793,84.2,2018
"Nathan Hoover","Wofford","So",1.86207,69.4,2018
"Dishon Lowery","Wofford","So",0.0806862,4.6,2018
"Onno Steger","Western Carolina","So",-0.442771,18.4,2018
"Donovan Theme-Love","Wofford","So",-0.569324,30,2018
"Michael Manning Jr.","Wofford","Fr",0.108645,2.3,2018
"Torey Noel","Lamar","Sr",-0.603233,40.5,2018
"Tyrin Atwood","Lamar","So",0.0675079,16.2,2018
"Michael Saladin","Houston Baptist","So",-0.748004,0.7,2018
"Jalin Hart","Incarnate Word","Sr",-0.621889,23.8,2018
"Nick Hough","Appalachian St.","Jr",0.572308,0.6,2018
"Sayeed Pridgett","Montana","So",0.61946,55.5,2018
"Brayon Blake","Idaho","Sr",3.20941,72.8,2018
"Trevon Allen","Idaho","So",0.157177,40.9,2018
"Mason Peatling","Eastern Washington","So",1.76241,47.1,2018
"Harald Frey","Montana St.","So",2.13392,80.7,2018
"Frank Howard","Syracuse","Jr",2.57013,94.6,2018
"Isaiah Nichols","San Jose St.","So",-0.56948,43.4,2018
"Keith Fisher III","San Jose St.","Fr",1.14146,64.2,2018
"Jovan Mooring","UNLV","Sr",2.5137,80.1,2018
"Cheickna Dembele","UNLV","So",0.132319,13.2,2018
"Kris Clyburn","UNLV","Jr",0.907644,55.6,2018
"Kenny Cooper","Lipscomb","So",0.396976,66.1,2018
"Michael Buckland","Lipscomb","So",0.0122454,71.2,2018
"Anthony Wilson","Kennesaw St.","So",1.00526,30,2018
"James Scott","Kennesaw St.","So",1.91313,77.3,2018
"Shyquan Gibbs","NJIT","So",1.275,56.8,2018
"Taj Price","NJIT","So",0.197611,6,2018
"Lachlan Anderson","Eastern Kentucky","So",0.0571868,2.7,2018
"Logan Koch","Eastern Illinois","So",-1.22445,17.4,2018
"Nick Hopkins","Belmont","Fr",1.55784,35,2018
"Ray Crossland","Eastern Illinois","Sr",-0.0753744,76.6,2018
"Montell Goodwin","Eastern Illinois","Sr",2.26367,90.6,2018
"DeVantae' Price","Eastern Illinois","Sr",0.0551557,14.2,2018
"DeAndre Dishman","Eastern Kentucky","So",2.03013,66.8,2018
"Asante Gist","Eastern Kentucky","So",-0.495168,14.2,2018
"Corey Bias","Charlotte","Sr",0.0432019,0.9,2018
"Seth Fuller","Elon","So",-0.329744,22.9,2018
"Kurk Lee","Drexel","So",1.04275,88.6,2018
"Osinachi Smart","College of Charleston","Fr",0.0908354,11.7,2018
"Jaylen McManus","College of Charleston","So",0.0354,36.6,2018
"Paul White","Oregon","Jr",2.88745,51.4,2018
"Ryan Daly","Delaware","So",2.77196,79.4,2018
"Nathan Laing","UCF","Sr",-0.780687,4,2018
"Ot Elmore","Marshall","Sr",0.105057,5.7,2018
"Corey Allen","Detroit","So",1.86263,63.9,2018
"Steven Haney Jr.","Loyola Marymount","Sr",2.48521,58.5,2018
"Triston Chambers","Samford","So",0.999193,56,2018
"Josh Sharkey","Samford","So",0.772672,56.4,2018
"Kyrin Galloway","UNC Greensboro","So",0.733443,48.1,2018
"Malik Massey","UNC Greensboro","So",-0.0116356,25.6,2018
"Kylia Sykes","UNC Greensboro","Fr",-0.0851897,22.7,2018
"Garrett Sams","North Florida","So",1.2591,60.6,2018
"Garrett Gilkeson","VMI","So",-0.391874,57.5,2018
"Keith Smith","VMI","So",-0.885399,64.7,2018
"Patrick Benzan","Holy Cross","Jr",0.361126,61.1,2018
"Damien Sears","Jacksonville","Fr",0.284192,16,2018
"Patrick Tape","Columbia","So",0.331386,40.1,2018
"Thomas Booker","USC Upstate","Fr",0.694895,24.1,2018
"Jahvaughn Powell","Nicholls St.","Sr",0.81715,72,2018
"Makur Puou","New Orleans","Sr",0.497106,68.8,2018
"Ross Owens","Missouri St.","So",-0.757976,5.4,2018
"Jacob Guest","Northwestern St.","So",-0.651739,11.2,2018
"John Dewey III","Sam Houston St.","Jr",1.04165,75.8,2018
"Justin Van Pelt","Sam Houston St.","Fr",1.0489,0.5,2018
"Roberto Vercellino","Northern Colorado","So",0.316288,17.6,2018
"Brendan Rumel","Portland St.","So",0.194558,1.3,2018
"Michael Mayhew","Portland St.","Jr",1.19516,50.3,2018
"Bryce Canda","Portland St.","Sr",1.7424,83.8,2018
"Chibueze Jacobs","Sacramento St.","So",-0.153635,14.9,2018
"Markos Psimitis","Saint Louis","Jr",-0.144698,1.4,2018
"Keljin Blevins","Montana St.","Sr",0.703418,60.9,2018
"Jason Perry-Murray","Grambling St.","Sr",0.503013,43,2018
"Mustapha Heron","Auburn","So",3.14574,67.4,2018
"Will Macoy","Auburn","So",-0.260098,1.3,2018
"Trey Carver","Hampton","So",-0.138261,16.1,2018
"John Whitley","East Carolina","So",0.834962,0.6,2018
"Kris Alford","Drexel","So",0.463949,0.3,2018
"C.J. Jones","Arkansas","So",1.42425,36.7,2018
"Soufiyane Diakite","Bethune Cookman","Sr",1.01958,70,2018
"Djimon Henson","Morehead St.","So",0.644535,68.5,2018
"Alonzo Chatman","Morehead St.","So",-0.472037,24,2018
"Jalen Dupree","Murray St.","So",1.2304,40.3,2018
"Jachai Taylor","Murray St.","So",-0.907443,5,2018
"Terrell Miller Jr.","Murray St.","Sr",2.98058,77.8,2018
"E.J. Datcher","Mississippi St.","So",0.425945,15.5,2018
"Schnider Herard","Mississippi St.","So",-0.884796,5.3,2018
"Rawle Alkins","Arizona","So",2.96783,50.8,2018
"Tyson Carter","Mississippi St.","So",2.18399,56.4,2018
"Eli Wright","Mississippi St.","So",0.426761,32.3,2018
"Abdul Ado","Mississippi St.","Fr",1.58274,64.6,2018
"Ethan Claycomb","Indiana St.","Fr",-0.856631,1.5,2018
"James Pyle","SMU","So",-0.37846,2.9,2018
"Aaron Spivey","Wake Forest","Jr",0.00502677,0.7,2018
"Matt Schaffer","Toledo","So",0.00559999,0.9,2018
"Will Powers","Holy Cross","So",-0.392225,0.4,2018
"Reginald Giles","Delaware St.","So",0.0434594,1.2,2018
"Preston Parks","The Citadel","So",1.40921,9.9,2018
"Frankie Johnson","The Citadel","So",0.499651,69.4,2018
"Leandro Allende","The Citadel","So",0.641689,45.3,2018
"Kaelon Harris","The Citadel","So",1.21108,51.6,2018
"Quinton Rose","Temple","So",2.47374,80,2018
"Damion Moore","Temple","So",0.757149,18.5,2018
"Matt Elmore","UNC Wilmington","So",-0.382658,0.1,2018
"Alani Moore II","Temple","So",0.192227,26.3,2018
"Jaylen Fornes","UNC Wilmington","So",1.84715,69.7,2018
"Eli Pemberton","Hofstra","So",3.20258,85,2018
"Stafford Trueheart","Hofstra","So",0.575438,33.4,2018
"Dejuan Clayton","Coppin St.","So",0.116214,13.7,2018
"Evan Wieck","Navy","So",1.25803,48.9,2018
"Matt Cullen","Navy","So",-0.585898,1.1,2018
"Jeffrey Altidort","Bethune Cookman","Sr",-0.677992,51.8,2018
"Chris Seeley","Utah","Fr",0.297399,10.6,2018
"Joshua Thomas","Eastern Washington","Fr",-0.049881,0.5,2018
"Armani Dodson","UCLA","So",0.543342,0.2,2018
"Blake Pagon","Stanford","So",-1.54567,6,2018
"Rodney Herenton","Stanford","So",0.311455,0.7,2018
"Bryce Barnes","Milwaukee","So",-0.198059,51.7,2018
"Jeremiah Bell","Milwaukee","Jr",2.32276,74.5,2018
"Jacob Joubert","Detroit","Fr",-1.09689,4.1,2018
"Malik Eichler","Detroit","So",-0.160112,9.5,2018
"Cole Long","Detroit","So",0.155808,40,2018
"Kam Hankerson","Green Bay","So",0.703262,68.8,2018
"DeShawndre Black","Detroit","Sr",-0.269602,43.2,2018
"Isaiah Jones","Detroit","Sr",-0.332255,9.3,2018
"Shizz Alston Jr.","Temple","Jr",3.11807,83.5,2018
"Josh Okogie","Georgia Tech","So",4.52086,67.9,2018
"Dejan Vasiljevic","Miami FL","So",2.68486,56.7,2018
"Bruce Brown Jr.","Miami FL","So",2.12992,49.6,2018
"Rodney Miller Jr.","Miami FL","So",-0.0301424,4,2018
"Dewan Huell","Miami FL","So",2.88523,64,2018
"Darius Hicks","North Carolina St.","So",1.75743,2.6,2018
"Bruce Moore","Bucknell","So",0.578955,45.8,2018
"Avi Toomer","Bucknell","So",0.766686,25.2,2018
"Destin Barnes","Boston University","So",1.0229,2.8,2018
"Tyler Scanlon","Boston University","So",1.87129,78.8,2018
"Max Mahoney","Boston University","So",2.16392,50.8,2018
"Sa'eed Nelson","American","So",2.77255,89,2018
"Marcus Dickinson","Boise St.","So",0.789187,51.9,2018
"Darius Harper","Miami OH","So",-0.265733,1.8,2018
"Dachon Burke","Robert Morris","So",2.27897,78.8,2018
"Alex Hobbs","Boise St.","So",0.927956,62.8,2018
"David Cole","Robert Morris","Fr",-0.41346,25.8,2018
"Maik Kotsar","South Carolina","So",0.603466,65.8,2018
"Khadim Gueye","South Carolina","So",-1.27784,6.1,2018
"Hassani Gravett","South Carolina","Jr",1.20974,58.4,2018
"Tommy Corchiani","South Carolina","So",-0.392225,0.1,2018
"Jordan Geist","Missouri","Jr",2.24991,65.8,2018
"Reed Nikko","Missouri","So",0.344411,20,2018
"Brett Rau","Missouri","Sr",-0.152752,3.8,2018
"Josh Wolf","Lehigh","So",-0.57185,0.3,2018
"Pat Andree","Lehigh","So",2.58075,68.5,2018
"Kyle Stout","Lafayette","So",-0.441766,41.7,2018
"Myles Cherry","Lafayette","So",0.0948767,32.6,2018
"Jordan Cohen","Lehigh","So",1.92282,59.7,2018
"Lukas Jarrett","Lafayette","So",-0.70689,35.9,2018
"Brevin Galloway","College of Charleston","Fr",-0.865324,0.9,2018
"Jackson Rowe","Cal St. Fullerton","So",2.6956,75.1,2018
"Arell Hennings","UC Davis","Sr",0.242641,23.6,2018
"Devon Brewer","Alcorn St.","So",-0.503235,55.9,2018
"Yalen Reed","Alcorn St.","So",0.117643,48.3,2018
"Tyler Miller","Western Kentucky","Sr",-0.670623,4.4,2018
"Joe'Randle Toliver","Arkansas Pine Bluff","Sr",0.709676,49.7,2018
"Kennedy McKinney","Arkansas Pine Bluff","Sr",-0.415659,6.7,2018
"Artavious McDyess","Arkansas Pine Bluff","So",-0.544045,15.7,2018
"Trent Steen","Arkansas Pine Bluff","Sr",-0.170549,48.7,2018
"Brailen Neely","Oakland","So",0.956454,38.4,2018
"Tarkus Ferguson","Illinois Chicago","So",1.42456,58,2018
"Clint Robinson","Illinois Chicago","Sr",0.833356,35.1,2018
"Micah Bradford","Valparaiso","So",0.0746976,39.3,2018
"Anthony Tarke","NJIT","So",1.47049,79.5,2018
"Wajid Aminu","North Florida","So",1.26301,53.2,2018
"Jahaad Proctor","High Point","So",2.79208,71.4,2018
"Lyrik Shreiner","Cal St. Northridge","So",0.376844,73.5,2018
"Kevin Degnan","Siena","Jr",-0.106933,6.7,2018
"Dwight Ramos","Cal St. Fullerton","So",-0.384411,8,2018
"Jarron Cumberland","Cincinnati","So",2.60792,72.3,2018
"Shawn Williams","East Carolina","Fr",2.06313,69.7,2018
"Jabari Craig","East Carolina","Sr",-0.509772,40.8,2018
"Nik Popovic","Boston College","So",2.19091,64.4,2018
"Ky Bowman","Boston College","So",3.7798,94.5,2018
"Xavier Cochran","Albany","So",-0.429173,2.6,2018
"Rob Gray","Houston","Sr",4.89342,77.4,2018
"Kendrick Nunn","Oakland","Sr",4.6324,85.4,2018
"Demetrius Denzel-Dyson","Samford","Sr",1.96909,77.8,2018
"Nuni Omot","Baylor","Sr",2.62764,57.5,2018
"Charles Matthews","Michigan","So",2.631,74.6,2018
"Dylan Carl","Fort Wayne","Fr",0.218105,36.1,2018
"Troy Thompson","Prairie View A&M","Sr",0.51717,43,2018
"Chris Rollins","Fort Wayne","Fr",0.270862,1.5,2018
"Jordan Coblin","Fort Wayne","Fr",-0.392225,0.3,2018
"Ty Groce","Eastern Michigan","So",-0.354486,37.1,2018
"J.D. Wallace","Prairie View A&M","Sr",2.41386,77.4,2018
"Kealen Washington-Ives","Rider","Jr",-0.171172,34.6,2018
"Chris Lester","New Hampshire","So",1.69979,1.1,2018
"Thomas Huerter Jr.","Siena","So",-0.0282946,34.5,2018
"Khalil Richard","Siena","So",1.04686,50.8,2018
"Cyril Langevine","Rhode Island","So",1.55139,40.9,2018
"Tyere Marshall","Rider","So",1.66789,56.5,2018
"Dimencio Vaughn","Rider","So",2.86166,62.6,2018
"Darryl Stewart","New Hampshire","Jr",-0.471958,23.2,2018
"Mike Layssard","Rhode Island","So",0.27889,2.6,2018
"Michael Tertsea","Rhode Island","So",-0.360489,0.9,2018
"Ahsante Shivers","Siena","So",0.299166,60.1,2018
"Brandon Carroll","Bryant","Fr",0.388966,40,2018
"Ryan Pippins","Little Rock","So",-0.125444,36.4,2018
"Deven Simms","Arkansas St.","Sr",3.00372,56.6,2018
"Andre Jones","Little Rock","So",1.0125,52.5,2018
"Rashad Lindsey","Arkansas St.","Sr",1.16717,73.9,2018
"Tamas Bruce","Arkansas St.","Sr",1.34585,52.3,2018
"Andrew Riley","Arkansas St.","Sr",0.00449678,0.7,2018
"Brandon Brady","Little Rock","Sr",-0.0568367,12,2018
"Niem Stevenson","Texas Tech","Sr",1.69634,51,2018
"Lindy Waters III","Oklahoma St.","So",2.4358,65.4,2018
"Jaylen Fisher","TCU","So",3.92179,34.6,2018
"Desmond Bane","TCU","So",3.91165,74.7,2018
"Brandon Averette","Oklahoma St.","So",1.09554,49.3,2018
"Thomas Dziagwa","Oklahoma St.","So",0.899932,25.1,2018
"Cameron McGriff","Oklahoma St.","So",2.58775,59.9,2018
"Donte Watson","North Carolina A&T","Sr",-0.397094,4.3,2018
"Lafayette Rutledge","Nicholls St.","Sr",1.74559,50.6,2018
"Braian Angola","Florida St.","Sr",3.20258,67.8,2018
"Travis Light","Florida St.","Fr",0.16234,0.5,2018
"Matthew Cioce","Stetson","Sr",0.330123,0.4,2018
"Brady Moses","Stetson","Sr",-0.119932,0.6,2018
"Jackson Johnson","Tulane","Jr",0.0188962,0.3,2018
"Ray Ona Embo","Tulane","So",2.0399,76.8,2018
"Ceasar DeJesus","UCF","Fr",0.714259,68.2,2018
"Jordan Blount","Illinois Chicago","So",-0.137778,62.9,2018
"Godwin Boahen","Illinois Chicago","So",1.21947,55.8,2018
"Chris Palombizio","Oakland","So",-0.275019,30,2018
"Caleb Martin","Nevada","Jr",4.54872,80,2018
"Cody Martin","Nevada","Jr",4.37018,85.6,2018
"Devonte Campbell","Albany","Jr",0.786974,77.3,2018
"Larry Dennis","Stetson","Sr",-1.34392,36.5,2018
"Johnny Jager","Indiana","So",-0.457596,0.6,2018
"Tyler Stewart","Binghamton","Fr",0.349346,27.4,2018
"Curtis Jones","Indiana","So",-0.244099,6.4,2018
"Fard Muhammad","Binghamton","So",1.39014,50.6,2018
"Devonte Green","Indiana","So",0.847567,55.5,2018
"Nysier Brooks","Cincinnati","So",0.226204,23.6,2018
"Tanner Sanders","Oregon St.","Jr",-0.755876,1.2,2018
"Evan Hinson","South Carolina","So",-0.142011,18,2018
"Matt DiLuccio","Boston College","So",-0.392225,0.1,2018
"Henry Beard","South Florida","So",-0.424468,2.6,2018
"Austin Reaves","Wichita St.","So",2.46912,53.2,2018
"Isaiah Brown","Northern Iowa","So",-0.316839,63.2,2018
"JoJo Anderson","Northern Arizona","So",1.63132,54.3,2018
"Juwan McCloud","Northern Iowa","So",-0.0572353,52,2018
"Hunter Rhodes","Northern Iowa","Sr",1.35585,31.2,2018
"C.J. Keyser","Wichita St.","So",0.371457,9.5,2018
"Jordan Jones","Charleston Southern","So",0.653211,38,2018
"Jarrid Rhodes","Missouri St.","Sr",3.26502,76.7,2018
"Ronnie Rousseau III","Missouri St.","Sr",-0.0965557,45.3,2018
"Alize Johnson","Missouri St.","Sr",3.73156,78.5,2018
"Dusan Majstorovic","Maine","Jr",-0.90589,27.7,2018
"Jeremiah Usiosefe","Western Illinois","So",1.0503,31.7,2018
"Chris Howell","South Dakota St.","Jr",0.0652162,19,2018
"Joshua Doss","South Dakota","Sr",0.305086,8.1,2018
"Trey Burch-Manning","South Dakota","Jr",1.42796,65.2,2018
"Tyler Peterson","South Dakota","So",1.06492,62.3,2018
"Brandon Armstrong","South Dakota","So",0.463924,36.4,2018
"Triston Simpson","South Dakota","So",0.894768,80.8,2018
"Loudon Love","Wright St.","Fr",1.7559,69.5,2018
"Tevon Saddler","Nicholls St.","Sr",2.06763,71.1,2018
"Jeremiah Ferguson","Youngstown St.","So",-0.277385,35.5,2018
"Michael Noyes","Connecticut","Sr",-0.333218,0.5,2018
"Jaume Sorolla","Valparaiso","So",1.07442,40.7,2018
"Ryan Swan","Air Force","So",2.14782,54.4,2018
"Fred Sims Jr.","Chicago St.","Jr",0.979917,73.1,2018
"Robert Williams","Texas A&M","So",2.69965,54.9,2018
"Ian Boyd","George Mason","So",0.69327,61,2018
"Cavit Havsa","Fordham","So",0.193079,59.7,2018
"Bryan Gellineau","Norfolk St.","Sr",-0.0699826,21.9,2018
"Stavian Allen","Norfolk St.","Sr",0.181527,21.4,2018
"Aleksandar Dozic","Marist","So",0.270943,53.2,2018
"Precious Ayah","Miami OH","Fr",0.0449339,3.8,2018
"Noah McCarty","Northern Illinois","So",-0.0574369,41.7,2018
"Eugene German","Northern Illinois","So",3.92909,78.8,2018
"Rinardo Perry","UMass Lowell","So",0.808355,62.5,2018
"Andrew Garcia","Stony Brook","Fr",-0.388318,8.9,2018
"UC Iroegbu","Stony Brook","Sr",1.16426,62.6,2018
"Junior Saintel","Stony Brook","Sr",0.278172,53.1,2018
"Michael Almonacy","Stony Brook","So",0.42639,13.7,2018
"Andrew Fleming","Maine","So",0.100786,67.6,2018
"Hassan Attia","Hartford","Sr",1.15975,51.5,2018
"Danny Evans","Maine","So",-0.240295,32.8,2018
"Jeffrey Uju","Bowling Green","Jr",-0.670392,15.2,2018
"Eric Lockett","FIU","Jr",1.88437,92.4,2018
"Moe McDonald","UT Rio Grande Valley","Sr",-0.450643,51.8,2018
"Aaron Walker Jr.","Manhattan","So",0.272561,39.7,2018
"Isaiah Reese","Canisius","So",3.39234,83.2,2018
"Spencer Foley","Canisius","So",1.48604,27.7,2018
"Dantai St. Louis","Canisius","So",-0.261483,0.2,2018
"Selvedin Planincic","Canisius","Sr",0.340313,36,2018
"E.J. Crawford","Iona","So",2.25793,62,2018
"Jan Svandrlik","Iona","Sr",1.1676,23.3,2018
"Whit Moreman","Troy","So",0.581903,0.6,2018
"Darian Adams","Troy","So",-0.541794,36.4,2018
"Juan Davis Jr.","Troy","Sr",0.884451,51,2018
"Kevin Baker","Troy","Sr",0.0675219,61.5,2018
"Tommy Funk","Army","So",1.83786,76.3,2018
"Matt Wilson","Army","So",1.26875,61.9,2018
"Isiah Osborne","UTEP","Jr",0.567799,63.6,2018
"Marcus Burk","Campbell","So",2.64654,78.7,2018
"Vincent Edwards","Purdue","Sr",4.5228,74.5,2018
"Tyrik Dixon","Middle Tennessee","So",0.820219,54.5,2018
"Brandon Walters","Middle Tennessee","Sr",3.20871,57.1,2018
"Phil Bledsoe","Marshall","So",0.265957,9.1,2018
"Oliver Powell","Louisiana Tech","So",1.24975,58.2,2018
"Jannson Williams","Marshall","Fr",1.11037,40.1,2018
"Jalen Harris","Louisiana Tech","So",2.53857,19,2018
"JaColby Pemberton","Louisiana Tech","Fr",-0.170238,19.6,2018
"Josh Ayeni","St. Bonaventure","So",0.463334,25.4,2018
"Kendall Small","Pacific","So",0.220143,39.4,2018
"Henry Baddley","Butler","So",1.52193,37.1,2018
"Kamar Baldwin","Butler","So",3.28357,83.3,2018
"Marc Reininger","Utah","So",-0.98143,0.9,2018
"Mustapha Traore","Monmouth","So",-0.0243421,32.6,2018
"Ra'Mond Hines","Georgetown","Sr",-0.209749,1.2,2018
"Ibi Watson","Michigan","So",0.500778,8.2,2018
"Jon Teske","Michigan","So",1.33224,30.5,2018
"Travis Valmon","Maryland","So",0.0440196,1.4,2018
"Joshua Tomaic","Maryland","So",0.855732,17.1,2018
"Zavier Simpson","Michigan","So",1.8939,66.5,2018
"Anthony Cowan Jr.","Maryland","So",4.74663,92.2,2018
"Justin Jackson","Maryland","So",1.13173,25.9,2018
"Chas Brown","Duquesne","Sr",-0.485783,34.7,2018
"Matt Deady","Indiana St.","Fr",0.114825,13.9,2018
"Evan Gross","Oregon","Sr",0.0190684,0.5,2018
"Andy Nelson","San Diego","So",-0.392225,0.2,2018
"Kevin Hempy","Pepperdine","Sr",-0.212348,3.5,2018
"Caleb Martin","Pepperdine","So",-0.135804,0.1,2018
"Steve Leonard","Temple","Sr",0.221399,0.8,2018
"Tyquon Jordan","Houston Baptist","So",-0.0306327,0.7,2018
"Jared Chatham","Central Arkansas","Fr",0.320037,5.9,2018
"Aaron Weidenaar","Central Arkansas","So",-0.206233,11.3,2018
"Brandon Vanover","Central Arkansas","Fr",-0.392225,0.2,2018
"Jordan Grant","Central Arkansas","So",0.326058,1.2,2018
"Jacob Young","Texas","So",1.18822,35.7,2018
"Andrew Jones","Texas","So",3.33185,16,2018
"James Banks III","Texas","So",0.254153,6.7,2018
"Ryan Betley","Penn","So",2.03867,83,2018
"AJ Brodeur","Penn","So",1.97121,76.7,2018
"Seth Towns","Harvard","So",2.49198,64.1,2018
"Henry Welsh","Harvard","So",-0.0129437,16.8,2018
"Zack Kaminsky","Penn","So",-0.848664,0.7,2018
"Jakub Mijakowski","Penn","So",-0.71607,1.8,2018
"Devon Goodman","Penn","So",-0.0313534,25.6,2018
"Ray Jerome","Penn","So",1.90634,0.5,2018
"Caleb Wood","Penn","Sr",1.94472,48.6,2018
"Divonte Lumpkin","Texas Southern","Jr",-0.697456,3,2018
"Kevin Granger Jr.","Texas Southern","Fr",-0.227648,7.3,2018
"Lamont Walker","Texas Southern","Sr",1.20428,38.9,2018
"Cainan McClelland","Texas Southern","Fr",-0.142608,28.6,2018
"Cameron Young","Quinnipiac","Sr",3.39758,83,2018
"Marvin Jean-Pierre","Louisiana Monroe","Sr",1.58485,74.7,2018
"Kiir Deng","Louisiana Monroe","Jr",-0.0720786,11,2018
"Sam Alabakis","Louisiana Monroe","So",-1.16102,49.8,2018
"Larenz Stalcup","Louisiana Lafayette","Sr",0.286599,8.5,2018
"Kevin Morris","South Alabama","So",0.230256,20.4,2018
"Herb McGee","South Alabama","So",0.555805,67.1,2018
"Sam McDaniel","Louisiana Monroe","Sr",2.39702,86,2018
"Jordon Harris","Louisiana Monroe","Sr",0.449339,69.1,2018
"John Pettway","South Alabama","Fr",-0.104879,17.2,2018
"Ria'n Holland","Mercer","Sr",4.29594,40.1,2018
"Kyle Williams","Norfolk St.","Sr",0.830843,66.6,2018
"Kellon Taylor","Duquesne","So",0.77447,42.9,2018
"Caleb Davis","Duquesne","So",-0.196328,0.7,2018
"Chuba Ohams","Fordham","So",-1.48152,2.6,2018
"Will Tavares","Fordham","Sr",0.967483,71.4,2018
"Perris Hicks","Fordham","Sr",0.588666,57,2018
"Najee Garvin","Charlotte","So",0.0170899,57.2,2018
"Prokop Slanina","Fordham","Jr",2.15156,73.8,2018
"Tyler Rawson","Utah","Sr",3.11482,77.5,2018
"Justin Jordan","UNC Greensboro","Sr",-0.234913,10.4,2018
"Dominique Williams","Tennessee Martin","Sr",0.467794,41.3,2018
"Tyjhai Byers","Morgan St.","So",-0.0444976,6.2,2018
"Stanley Davis","Morgan St.","So",-0.157978,53,2018
"Alex Ennis","Morgan St.","Jr",-0.392666,17.7,2018
"David Syfax","Morgan St.","So",0.0559029,44,2018
"Azariah Sykes","Morgan St.","So",-0.468587,33.8,2018
"Tiwian Kendley","Morgan St.","Sr",3.42891,58.8,2018
"Justin Ravenel","Florida A&M","Jr",1.66439,63.6,2018
"Tommy Luce","Purdue","So",0.00414029,2.4,2018
"Carsen Edwards","Purdue","So",4.89352,73.7,2018
"Andre Wesson","Ohio St.","So",-0.0944076,45.7,2018
"C.J. Jackson","Ohio St.","Jr",3.25177,75.4,2018
"Micah Potter","Ohio St.","So",1.27743,21.2,2018
"Barret Benson","Northwestern","So",0.19384,23.4,2018
"Tino Malnati","Northwestern","Fr",-0.230755,0.6,2018
"Matt Bullock","Rutgers","So",0.0899095,5.4,2018
"Brendan Barry","Dartmouth","So",2.17947,87.8,2018
"Kasheem Thomas","Cleveland St.","So",-0.233107,52.2,2018
"Evan Clayborne","Cleveland St.","So",-0.206861,17.5,2018
"Jamarcus Hairston","Cleveland St.","Sr",0.993248,51.8,2018
"Mike Smith","Columbia","So",3.37589,86.3,2018
"Jake Killingsworth","Columbia","So",0.88303,1.2,2018
"Gavin Peppers","Central Michigan","Sr",0.582269,28.8,2018
"Anthony Wright","Cleveland St.","Sr",1.4046,52.3,2018
"Cullen Neal","Saint Mary's","Sr",0.97044,33.3,2018
"Curtis Phillips Jr.","Tennessee Tech","Sr",1.06317,78.1,2018
"Femi Olujobi","North Carolina A&T","Jr",1.80354,72,2018
"Arnaldo Toro","George Washington","So",1.62046,63.8,2018
"Unique McLean","Massachusetts","So",-0.00683092,63.6,2018
"Chris Baldwin","Massachusetts","So",0.379587,25.9,2018
"Justin Williams","George Washington","So",0.477451,9.6,2018
"Deontae North","Portland St.","Sr",3.83874,39.8,2018
"Sammis Reyes","Tulane","Jr",-0.76015,0.6,2018
"Jibreel Faulkner","Canisius","Jr",0.672446,18.7,2018
"Aaren Smith","Rutgers","So",-0.242013,0.4,2018
"Matt Lindsey","Coastal Carolina","Sr",-0.602307,23.8,2018
"Maricus Glenn","Savannah St.","Sr",-0.338006,24,2018
"Brendon Myles","Florida A&M","So",-1.75632,29.1,2018
"Raivis Scerbinskis","Winthrop","Fr",-0.296574,1.7,2018
"Desmond Williams","Florida A&M","Sr",2.0044,88.8,2018
"Rashad Austin","Florida A&M","So",-0.576911,6.6,2018
