team,departing_ppg,returning_ppg,mins,off_coeff,def_coeff,yusag_coeff,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
Bowling Green,4.049328387,4.049328387,0.445,5.59856216858924,-13.8165351120955,-8.21797294350625,0,0,1,1,88.89,18.89
Bradley,3.478844091,3.478844091,0.65,1.35857486643157,5.75426064451068,7.11283551094229,NA,NA,NA,NA,NA,NA
Brown,5.358335175,5.358335175,0.652,-2.24863281390853,-0.5339080071157,-2.78254082102424,NA,NA,NA,NA,NA,NA
Bryant,8.51039847,8.51039847,0.312,5.54389682413507,-8.10465440734968,-2.5607575832147,NA,NA,NA,NA,NA,NA
Bucknell,2.552980185,2.552980185,0.7559999999999999,-1.15807430329791,-12.1330311364057,-13.2911054397035,NA,NA,NA,NA,NA,NA
Buffalo,13.47295427,13.47295427,0.123,6.79794666953123,-3.90736230291938,2.89058436661188,NA,NA,NA,NA,NA,NA
Butler,5.260301232,5.260301232,0.423,-2.50398345247461,6.44105588727444,3.9370724347998,0,0,1,1,85.78,15.78
BYU,9.3843503,9.3843503,0.47,5.42010674577295,3.45503895760611,8.87514570337909,NA,NA,NA,NA,NA,NA
Cal Poly,0.634949923,0.634949923,0.8029999999999999,-9.18485460632056,-0.543320675436889,-9.72817528175748,NA,NA,NA,NA,NA,NA
Cal St. Fullerton,8.050975204,8.050975204,0.475,-1.05415860627997,1.68061617764161,0.626457571361628,NA,NA,NA,NA,NA,NA
California,7.447744071,7.447744071,0.516,-4.1615072743585,6.75333132908928,2.59182405473082,0,0,2,2,87.01,31.01
California Baptist,4.846523404,4.846523404,0.496,-2.58390190981903,-0.539879174298284,-3.12378108411732,NA,NA,NA,NA,NA,NA
Campbell,5.704523861,5.704523861,0.389,-6.76953030318312,3.3182463449031,-3.45128395828003,NA,NA,NA,NA,NA,NA
Canisius,2.96029868,2.96029868,0.46,-3.14389464929754,-2.70339411593131,-5.84728876522888,NA,NA,NA,NA,NA,NA
Central Ark.,2.875173192,2.875173192,0.688,1.19869214846248,-12.8902294711371,-11.6915373226747,NA,NA,NA,NA,NA,NA
Central Conn. St.,0.841702268,0.841702268,0.5670000000000001,-11.3008422082133,-3.84387371843028,-15.1447159266436,NA,NA,NA,NA,NA,NA
Central Mich.,3.269389778,3.269389778,0.398,-5.40107499705308,-5.34927048327092,-10.750345480324,0,0,1,1,86.52,16.52
Charleston So.,0.531243205,0.531243205,0.642,-7.2369717633592,-8.5621619851409,-15.7991337485,NA,NA,NA,NA,NA,NA
Charlotte,8.681042731,8.681042731,0.35100000000000003,-0.478637127683977,-0.663702806534994,-1.14233993421896,NA,NA,NA,NA,NA,NA
Chattanooga,10.18891704,10.18891704,0.353,1.16754024857905,6.11356062142019,7.2811008699993,NA,NA,NA,NA,NA,NA
Chicago St.,4.002338707,4.002338707,0.33,-7.1342888064561,-5.92767601904014,-13.0619648254961,0,0,0,1,0,0
Cincinnati,1.396335885,1.396335885,0.6920000000000001,2.04860189509189,4.5870698011085,6.63567169620043,0,1,2,3,91.32,49.57
Clemson,8.291561365,8.291561365,0.49700000000000005,4.6376093613738,4.24315566327099,8.88076502464482,0,0,4,4,90.67,50.58
Cleveland St.,7.178867221,7.178867221,0.402,2.55607354427115,-4.40790422004887,-1.85183067577767,NA,NA,NA,NA,NA,NA
Coastal Carolina,7.688955665,7.688955665,0.404,-1.05373532639256,1.68204983018134,0.628314503788791,NA,NA,NA,NA,NA,NA
Col. of Charleston,5.934987545,5.934987545,0.505,7.45905154262153,-5.94277793099097,1.51627361163049,NA,NA,NA,NA,NA,NA
Colgate,4.632999897,4.632999897,0.6940000000000001,2.65090213415369,-0.162803332798412,2.48809880135519,NA,NA,NA,NA,NA,NA
Colorado,9.236119032,9.236119032,0.503,3.24162766465097,5.93209890152263,9.17372656617361,0,0,1,3,93.24,23.24
Colorado St.,8.304899752,8.304899752,0.49,5.43464158431431,5.40825756544582,10.8428991497601,0,0,0,2,0,0
Columbia,0.907664001,0.907664001,0.826,-5.53687615741251,-10.7583721489331,-16.2952483063456,0,0,1,2,88.12,18.12
Coppin St.,2.970293954,2.970293954,0.5479999999999999,-4.19941572872308,-6.16739518428712,-10.3668109130102,NA,NA,NA,NA,NA,NA
Cornell,6.003260791,6.003260791,0.586,4.1719863505504,-6.5382713600157,-2.36628500946527,0,0,1,1,85.52,15.52
Creighton,5.487912655,5.487912655,0.598,3.15739683387454,7.90652661946747,11.063923453342,0,0,2,3,90.62,37.33
CSU Bakersfield,4.586688995,4.586688995,0.433,-7.28351957924411,0.430250149774877,-6.85326942946929,NA,NA,NA,NA,NA,NA
CSUN,-0.956723541,-0.956723541,0.408,-8.30706062713393,-3.36431673429796,-11.6713773614318,NA,NA,NA,NA,NA,NA
Dartmouth,5.649204247,5.649204247,0.414,-5.56119284857814,2.9362893502431,-2.62490349833504,0,0,0,1,0,0
Davidson,13.72389251,13.72389251,0.439,6.49746722558555,3.99430011001058,10.4917673355961,0,0,1,2,89.71,19.71
Dayton,0,0,0.89,0.151985083716019,10.3100266281153,10.4620117118313,0,1,0,1,96.11,26.11
Delaware,9.108764291,9.108764291,0.417,2.16282775575835,-0.68508639214929,1.47774136360907,NA,NA,NA,NA,NA,NA
Delaware St.,2.193085149,2.193085149,0.28800000000000003,-11.8160484022051,-8.17344312217633,-19.9894915243814,NA,NA,NA,NA,NA,NA
Denver,6.813824952,6.813824952,0.309,-3.07923433820443,-5.50348036261763,-8.58271470082205,NA,NA,NA,NA,NA,NA
DePaul,10.15169966,10.15169966,0.521,5.19115282256761,1.72196886915984,6.91312169172745,0,1,0,3,97.13,27.13
Detroit Mercy,9.360965371,9.360965371,0.261,-1.87123461811895,-2.19778530240944,-4.06901992052838,0,0,1,1,84,14
Utah Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake,4.0529989,4.0529989,0.6920000000000001,4.74061065909108,2.87902319380404,7.61963385289513,NA,NA,NA,NA,NA,NA
Drexel,9.292694449,9.292694449,0.384,-0.0352104359447298,0.96029501867755,0.925084582732828,NA,NA,NA,NA,NA,NA
Duke,20.57739639,20.57739639,0.158,13.2239749238399,5.92731825025317,19.1512931740931,4,2,1,7,98.3,71.11
Duquesne,5.189518034,5.189518034,0.32799999999999996,-3.32338366286194,-3.39071376648674,-6.71409742934866,NA,NA,NA,NA,NA,NA
East Carolina,8.979961097,8.979961097,0.268,0.639013841186641,-0.624030460804607,0.0149833803820671,0,0,0,6,0,0
Eastern Ill.,-2.61524835,-2.61524835,0.561,-17.0317403810568,-2.00378607297066,-19.0355264540274,0,0,1,1,85.5,15.5
Eastern Ky.,2.749734879,2.749734879,0.514,3.07109802615118,-9.23081583494338,-6.15971780879208,0,0,3,3,85,34.55
Eastern Mich.,3.97389248,3.97389248,0.392,-3.77281466637492,-6.7794124217746,-10.5522270881496,NA,NA,NA,NA,NA,NA
Eastern Wash.,3.162042618,3.162042618,0.624,2.16765248003465,-6.44008647078,-4.2724339907453,NA,NA,NA,NA,NA,NA
Elon,7.336380959,7.336380959,0.28300000000000003,-4.79486468793763,-0.178832573657955,-4.97369726159551,0,0,0,1,0,0
ETSU,9.137476444,9.137476444,0.273,0.729249197939722,-2.43637226240804,-1.70712306446829,NA,NA,NA,NA,NA,NA
Evansville,3.53839016,3.53839016,0.35200000000000004,-9.77113328173932,-0.54098138260000606,-10.3121146643394,NA,NA,NA,NA,NA,NA
Fairfield,3.757310569,3.757310569,0.57,-4.93492050982876,2.46142301210606,-2.47349749772269,0,0,1,2,86.52,16.52
Fairleigh Dickinson,6.343987733,6.343987733,0.306,-4.14066799782634,-11.7198243858271,-15.8604923836534,NA,NA,NA,NA,NA,NA
FGCU,6.701363921,6.701363921,0.588,4.78459839633723,-7.03033944401155,-2.24574104767435,NA,NA,NA,NA,NA,NA
FIU,4.875507087,4.875507087,0.43799999999999994,-3.42845172066155,-2.87151150018555,-6.29996322084706,NA,NA,NA,NA,NA,NA
Fla. Atlantic,0.781290591,0.781290591,0.785,2.0584353581818,1.23995178398131,3.29838714216315,0,0,1,1,88.3,18.3
Florida,8.266178846,8.266178846,0.489,4.33368053210985,6.80662115956099,11.1403016916708,0,1,1,3,94.59,44.65
Florida A&M,4.776164401,4.776164401,0.13699999999999998,-7.82769562856359,-2.25950202325253,-10.0871976518161,NA,NA,NA,NA,NA,NA
Florida St.,4.879545808,4.879545808,0.45,2.95629134793044,2.33011573323677,5.28640708116718,0,4,2,6,92.75,63.46
Fordham,2.910308838,2.910308838,0.626,-4.89102616312169,4.44076172465214,-0.450264438469574,0,0,1,1,90.1,20.1
Fresno St.,5.181420803,5.181420803,0.703,-3.7265496934269,11.8012185893124,8.0746688958855,0,1,0,1,95.06,25.06
Furman,7.197558165,7.197558165,0.6859999999999999,5.60360677328169,2.25150169016628,7.85510846344793,NA,NA,NA,NA,NA,NA
Ga. Southern,3.903595299,3.903595299,0.5489999999999999,-5.85169946821066,0.0131898231772016,-5.83850964503339,NA,NA,NA,NA,NA,NA
Gardner-Webb,5.283955812,5.283955812,0.451,-5.03296715704347,4.03884220700594,-0.994124950037594,NA,NA,NA,NA,NA,NA
George Mason,4.744182706,4.744182706,0.588,1.15235708062672,2.67499114421202,3.82734822483875,0,0,2,2,85.14,27.63
George Washington,4.04732728,4.04732728,0.696,0.114036065154737,-3.2189004248278,-3.10486435967306,0,0,0,1,0,0
Georgetown,10.40194762,10.40194762,0.295,4.48354928602368,-3.54583922841545,0.937710057608281,0,1,1,2,92.66,41.52
Georgia,4.449870825,4.449870825,0.584,4.28788480885226,-6.07685972022274,-1.78897491137044,0,1,0,1,95.6,25.6
Georgia St.,11.1254198,11.1254198,0.26899999999999996,-0.841943856255218,1.52042123266827,0.678477376413048,NA,NA,NA,NA,NA,NA
Georgia Tech,6.514238514,6.514238514,0.584,0.157130833928956,1.56171075065291,1.71884158458186,0,0,0,2,0,0
Gonzaga,8.18456912,8.18456912,0.6920000000000001,19.4509774002257,5.1811161979253,24.632093598151,0,0,1,1,90.87,20.87
Grambling,2.654549882,2.654549882,0.43,-5.23094780829118,-4.80972692902722,-10.0406747373185,NA,NA,NA,NA,NA,NA
Grand Canyon,5.177738786,5.177738786,0.561,-0.132089050671327,6.39009486775909,6.25800581708776,NA,NA,NA,NA,NA,NA
Green Bay,2.093120471,2.093120471,0.311,-10.8645048219925,-2.30930927041866,-13.1738140924112,NA,NA,NA,NA,NA,NA
Hampton,0.834329456,0.834329456,0.5670000000000001,-6.93434967554981,-4.58611069860455,-11.5204603741544,NA,NA,NA,NA,NA,NA
Hartford,11.13491723,11.13491723,0.244,-1.85562131513198,-5.92218133514892,-7.77780265028091,NA,NA,NA,NA,NA,NA
Harvard,4.575512767,4.575512767,0.6629999999999999,-3.71180604873807,-0.460314621963652,-4.17212067070173,0,0,1,2,90.04,20.04
Hawaii,3.776813626,3.776813626,0.6659999999999999,-3.63890325939825,3.57593579491277,-0.0629674644854727,0,0,0,1,0,0
High Point,1.750023127,1.750023127,0.736,-3.01048545055589,-2.33638928177164,-5.34687473232753,NA,NA,NA,NA,NA,NA
Hofstra,8.261358738,8.261358738,0.34600000000000003,6.02480240017564,-3.18393226747084,2.84087013270475,0,0,1,1,82.5,12.5
Holy Cross,4.035485029,4.035485029,0.417,-9.18391087817543,-5.67851671055887,-14.8624275887343,NA,NA,NA,NA,NA,NA
Houston,14.25382423,14.25382423,0.54,7.69048135584418,14.161112468565,21.8515938244091,1,1,0,2,99.07,52.45
Houston Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howard,6.95535171,6.95535171,0.481,0.680925006570797,-5.76678255354878,-5.08585754697798,0,0,1,1,86.52,16.52
Idaho,5.839103818,5.839103818,0.28,-0.558655214797369,-11.9661099425022,-12.5247651572997,0,0,1,1,86.19,16.19
Idaho St.,2.501058519,2.501058519,0.42,-10.5932488018035,-3.06372755832442,-13.6569763601279,NA,NA,NA,NA,NA,NA
Illinois,16.59817517,16.59817517,0.165,8.16976362774055,7.39270186020129,15.5624654879418,0,4,0,4,97.2,65.73
Illinois St.,8.077517688,8.077517688,0.306,4.01321959589167,-4.06393912693358,-0.0507195310419188,NA,NA,NA,NA,NA,NA
Indiana,0.809206009,0.809206009,0.7809999999999999,4.02995471485927,7.52185675286619,11.5518114677255,1,2,1,4,96.16,65.88
Indiana St.,1.184938431,1.184938431,0.8290000000000001,-0.332794661094746,-2.63111242254526,-2.96390708364007,0,0,0,1,0,0
Iona,7.377509356,7.377509356,0.471,5.60095807162064,0.814955534825757,6.41591360644644,0,0,0,1,0,0
Iowa,11.44463909,11.44463909,0.62,16.0896253264214,2.11027556818394,18.1999008946053,0,0,2,2,92.49,40.57
Iowa St.,7.057671905,7.057671905,0.4429999999999999,0.0796869413626067,11.1517587183439,11.2314456597064,0,0,3,3,91.61,48.81
IUPUI,-0.765595168,-0.765595168,0.217,-21.2793507998368,-1.43219797454654,-22.7115487743832,NA,NA,NA,NA,NA,NA
Jackson St.,4.37193314,4.37193314,0.196,-11.3425616862372,3.29185133346647,-8.05071035277077,NA,NA,NA,NA,NA,NA
Jacksonville,1.476372361,1.476372361,0.7559999999999999,-8.39809437044248,7.85464332405881,-0.543451046383598,NA,NA,NA,NA,NA,NA
Jacksonville St.,9.570420504,9.570420504,0.249,-1.05795998845572,1.73321352265293,0.675253534197203,NA,NA,NA,NA,NA,NA
James Madison,1.407272816,1.407272816,0.821,2.30468990648229,-6.09033886169623,-3.78564895521393,NA,NA,NA,NA,NA,NA
Kansas,13.14047933,13.14047933,0.37,14.8178726083159,6.40458187278193,21.2224544810978,1,3,0,4,98.78,68.14
Kansas City,6.224020422,6.224020422,0.302,-2.96839345147969,-0.936490913103359,-3.90488436458306,0,0,0,3,0,0
Kansas St.,10.4518525,10.4518525,0.266,4.56836672781524,5.58289020849551,10.1512569363107,0,0,2,3,88.82,34.02
Kennesaw St.,1.370344758,1.370344758,0.792,0.234483267693663,-3.66460140440147,-3.43011813670782,NA,NA,NA,NA,NA,NA
Kent St.,4.295718431,4.295718431,0.635,-2.65124527347318,3.80459517746991,1.15334990399674,0,0,0,1,0,0
Kentucky,12.91448092,12.91448092,0.445,13.268822850854,6.97240823105012,20.241231081904,2,1,1,4,97.15,67.92
La Salle,4.814718783,4.814718783,0.514,-2.29078428812982,-0.716916988212475,-3.00770127634229,NA,NA,NA,NA,NA,NA
Lafayette,5.10426116,5.10426116,0.633,-6.36518690316048,-4.86751672965142,-11.2327036328119,0,0,1,1,88.24,18.24
Lamar University,2.710613191,2.710613191,0.293,-9.93627517481057,-4.3918808244779,-14.3281559992884,0,0,1,1,86.74,16.74
Lehigh,3.874026656,3.874026656,0.675,-3.25693497950096,-5.84880718955528,-9.10574216905624,0,0,1,1,85.85,15.85
Liberty,1.834190011,1.834190011,0.81,0.418343054587896,2.11469281821382,2.5330358728017,0,0,0,4,0,0
Lipscomb,2.542936802,2.542936802,0.612,0.213407414153652,-7.38737081685815,-7.17396340270452,0,0,0,1,0,0
Little Rock,0.24966152,0.24966152,0.7709999999999999,-4.41373723595065,-6.68932818544325,-11.1030654213939,NA,NA,NA,NA,NA,NA
LIU,9.137980342,9.137980342,0.285,2.11381444269876,-7.43728451271021,-5.32347007001147,NA,NA,NA,NA,NA,NA
LMU (CA),7.265324593,7.265324593,0.6809999999999999,0.579322045993611,-2.6451172633284,-2.06579521733482,0,0,0,NA,0,NA
Long Beach St.,3.442467421,3.442467421,0.465,4.08444865042424,-3.382341526863,0.702107123561247,0,0,1,1,87,17
Longwood,3.632295609,3.632295609,0.7709999999999999,0.79099935018519,-0.0353635456386492,0.755635804546562,NA,NA,NA,NA,NA,NA
Louisiana,2.294229597,2.294229597,0.6990000000000001,0.965700865755701,-2.01294775507433,-1.04724688931863,0,0,0,1,0,0
Louisiana Tech,6.568618178,6.568618178,0.635,3.61714086169101,2.28873035743384,5.90587121912487,0,0,0,1,0,0
Louisville,7.319316149,7.319316149,0.284,0.516793647078644,2.89499621787561,3.41178986495428,0,2,1,3,93.12,55.04
Loyola Chicago,10.26406658,10.26406658,0.37799999999999995,3.24187850089291,10.1032627584939,13.3451412593867,NA,NA,NA,NA,NA,NA
Loyola Maryland,4.062453747,4.062453747,0.767,-7.678050644627,0.658047251975581,-7.02000339265138,NA,NA,NA,NA,NA,NA
LSU,13.78878576,13.78878576,0.158,5.4619830742002,10.2044276325531,15.6664107067533,0,3,1,4,93.76,62.48
Maine,1.788161397,1.788161397,0.621,-9.49774451814999,-6.61929459118933,-16.1170391093394,NA,NA,NA,NA,NA,NA
Manhattan,1.257958293,1.257958293,0.518,-0.0770875320069635,-6.12470661171338,-6.20179414372036,NA,NA,NA,NA,NA,NA
Marist,7.606931697,7.606931697,0.17800000000000002,-2.45338848945663,0.0298866692380213,-2.42350182021864,NA,NA,NA,NA,NA,NA
Marquette,7.769358158,7.769358158,0.529,8.84463000735932,1.90830613576001,10.7529361431193,0,0,2,3,91.22,38.39
Marshall,1.744889796,1.744889796,0.8140000000000001,2.91941493116533,-7.19531993983478,-4.27590500866948,0,0,0,1,0,0
Maryland,8.105052143,8.105052143,0.468,4.95101487293024,3.59657729998861,8.54759217291884,0,0,1,1,88.99,18.99
Massachusetts,9.335633636,9.335633636,0.318,8.21168854889639,-9.03634531012206,-0.824656761225637,0,1,1,3,91.05,38.54
McNeese,3.186771303,3.186771303,0.563,0.493653869624852,-10.6639068086744,-10.1702529390496,NA,NA,NA,NA,NA,NA
Memphis,10.20307279,10.20307279,0.359,9.00400411611687,5.28930910491624,14.2933132210331,NA,NA,NA,NA,NA,NA
Mercer,7.088511705,7.088511705,0.5479999999999999,-1.63330479836237,-0.333052550749511,-1.96635734911187,NA,NA,NA,NA,NA,NA
Merrimack,1.720000803,1.720000803,0.617,-11.5260900249366,2.43689685765408,-9.08919316728245,NA,NA,NA,NA,NA,NA
Miami (FL),11.15099716,11.15099716,0.498,8.24706433333623,3.15131848003038,11.3983828133666,0,2,2,4,93.36,58.39
Miami (OH),8.540110737,8.540110737,0.278,1.12225835975195,-7.13070540177517,-6.00844704202323,NA,NA,NA,NA,NA,NA
Michigan,12.09142089,12.09142089,0.275,7.5276915182396,6.0347686091874,13.562460127427,0,4,0,5,96.98,65.68
Michigan St.,6.855485678,6.855485678,0.541,6.66232057542706,5.19800329801007,11.8603238734371,0,2,0,3,97.34,49.31
Middle Tenn.,6.257055283,6.257055283,0.747,3.73456472807278,1.86961640901269,5.6041811370855,NA,NA,NA,NA,NA,NA
Milwaukee,5.269875064,5.269875064,0.187,-8.70701724543251,-3.99927650730923,-12.7062937527418,0,0,0,2,0,0
Minnesota,10.30228043,10.30228043,0.209,0.949901060990364,3.75722922893984,4.70713028993021,0,0,5,5,88.82,46.4
Mississippi St.,7.289779425,7.289779425,0.482,4.33346405998674,6.81989132503797,11.1533553850247,0,0,1,2,92.98,22.98
Mississippi Val.,0.069613665,0.069613665,0.34299999999999997,-4.25165191672644,-15.2503597444317,-19.5020116611582,NA,NA,NA,NA,NA,NA
Missouri,7.24163419,7.24163419,0.314,-0.755290667613755,3.54394744135595,2.78865677374217,0,1,2,3,90.9,48.99
Missouri St.,15.05289388,15.05289388,0.185,6.83788733764328,2.37345631221551,9.2113436498588,0,0,1,2,83.67,13.67
Monmouth,10.0866736,10.0866736,0.181,-1.48112486344883,1.90273718725115,0.4216123238023,0,0,1,1,86.07,16.07
Montana,3.554635346,3.554635346,0.556,-4.85115852695561,-1.05271617876609,-5.90387470572169,NA,NA,NA,NA,NA,NA
Montana St.,4.898899853,4.898899853,0.52,0.856250033117929,-0.321520953972551,0.534729079145419,NA,NA,NA,NA,NA,NA
Morehead St.,10.15399301,10.15399301,0.227,-2.25770542145202,4.91529577378193,2.65759035232982,NA,NA,NA,NA,NA,NA
Morgan St.,1.556912482,1.556912482,0.476,-1.82310959428195,-7.90950151579637,-9.73261111007836,NA,NA,NA,NA,NA,NA
Mount St. Mary's,3.373758793,3.373758793,0.654,-8.97287716255357,3.41824513954255,-5.55463202301105,NA,NA,NA,NA,NA,NA
Murray St.,14.35860234,14.35860234,0.134,5.18646627090468,5.91628653315581,11.1027528040605,0,0,2,3,86.39,29.73
N.C. A&T,1.526119843,1.526119843,0.5,-4.25715252969818,-4.15949387751123,-8.41664640720938,NA,NA,NA,NA,NA,NA
N.C. Central,0.795769095,0.795769095,0.7290000000000001,-4.46267462331998,-4.38356226804842,-8.84623689136843,NA,NA,NA,NA,NA,NA
Navy,3.881598234,3.881598234,0.528,-8.13851536952181,5.89700850383871,-2.2415068656832,0,0,0,1,0,0
NC State,8.179460108,8.179460108,0.434,5.27427244535123,-2.11425828989055,3.16001415546069,NA,NA,NA,NA,NA,NA
Nebraska,7.060235798,7.060235798,0.382,6.93013768751459,-4.56236668682388,2.36777100069065,0,1,3,4,89.52,50.02
Nevada,10.45796132,10.45796132,0.529,5.05251028475694,-1.43235995401568,3.62015033074125,0,0,1,2,92.79,22.79
New Hampshire,9.362263203,9.362263203,0.147,-6.19319430514112,1.00641012312594,-5.18678418201515,NA,NA,NA,NA,NA,NA
New Mexico,0,0,0.8190000000000001,6.4360718826942,-5.67788317962968,0.758188703064504,0,0,3,3,88.36,42.23
New Mexico St.,11.82634604,11.82634604,0.092,1.59357528403529,6.13214212265761,7.72571740669288,NA,NA,NA,NA,NA,NA
New Orleans,4.626149893,4.626149893,0.506,0.0114515440091831,-6.15742281739655,-6.14597127338743,NA,NA,NA,NA,NA,NA
Niagara,7.7675478590000004,7.7675478590000004,0.332,-4.27140868639865,2.86130100991927,-1.4101076764794,NA,NA,NA,NA,NA,NA
Nicholls,6.379271984,6.379271984,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
NJIT,1.33446002,1.33446002,0.521,-9.99197814241089,-3.81618182096478,-13.8081599633757,NA,NA,NA,NA,NA,NA
Norfolk St.,1.963475466,1.963475466,0.885,-2.08089449953863,0.638122540672484,-1.44277195886617,NA,NA,NA,NA,NA,NA
North Ala.,1.750686191,1.750686191,0.542,-8.38553861530584,-1.87267607822527,-10.2582146935312,NA,NA,NA,NA,NA,NA
North Carolina,4.356098652,4.356098652,0.733,12.3217595132203,2.77744462906836,15.0992041422887,0,3,0,3,97.82,62.15
North Dakota,2.797445834,2.797445834,0.621,-5.24366546089493,-10.0307721060843,-15.2744375669792,NA,NA,NA,NA,NA,NA
North Dakota St.,8.603481054,8.603481054,0.312,-0.59988067390226,0.664243722165012,0.0643630482627708,0,0,1,5,83.78,13.78
North Florida,-0.218248919,-0.218248919,0.7809999999999999,-4.14963424332785,-2.59894196829998,-6.74857621162784,NA,NA,NA,NA,NA,NA
North Texas,4.656416982,4.656416982,0.514,-6.71421345183159,16.2427066883416,9.52849323650999,NA,NA,NA,NA,NA,NA
Northeastern,3.410926595,3.410926595,0.49700000000000005,-6.66633199943825,1.2553267281875,-5.41100527125074,0,0,2,3,85.81,28.49
Northern Ariz.,0.492176056,0.492176056,0.742,-8.56354117400841,-4.65016140530923,-13.2137025793177,0,0,0,2,0,0
Northern Colo.,5.55930984,5.55930984,0.574,5.48734602784813,-9.25839523635116,-3.77104920850298,NA,NA,NA,NA,NA,NA
NIU,1.303404808,1.303404808,0.5379999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ky.,2.286097735,2.286097735,0.7240000000000001,-4.2437856345555,2.61334473056181,-1.63044090399365,NA,NA,NA,NA,NA,NA
Northwestern,6.516093314,6.516093314,0.596,4.41283215818613,3.26762253274944,7.68045469093557,0,0,1,1,89.1,19.1
Northwestern St.,5.43353647,5.43353647,0.266,-0.486318838320913,-11.8710263256541,-12.357345163975,NA,NA,NA,NA,NA,NA
Notre Dame,8.618569374,8.618569374,0.5479999999999999,6.18530679473339,5.70492208585413,11.8902288805875,1,1,1,3,96.42,60.31
Oakland,6.345351458,6.345351458,0.644,0.0623077571288779,-1.55512636257797,-1.49281860544908,NA,NA,NA,NA,NA,NA
