team,off_coeff,def_coeff,yusag_coeff,off_sd,def_sd,yusag_sd,departing_ppg,returning_ppg,transfer_ppg,net_ppg,mins,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
VCU,2.919963387,-0.666435081,2.253528306,0.415125312,0.229990482,0.474578388,6.22153,5.041149,3.43455,2.254169,0.607810282,0,0,2,2,88.26,33.04
Vermont,-1.560504913,4.026021268,2.465516355,0.379158229,0.322656784,0.4978638,9.06367,6.03692,0,-3.02675,0.483953105,0,0,1,1,82,12
Villanova,11.92598949,8.075474552,20.00146405,0.942364819,0.660861641,1.150995031,20.0634,7.35933,4.19509,-8.50898,0.406084789,1,3,0,4,97.29,66.54
Virginia,0.571075797,16.89505035,17.46612615,0.613824788,0.588993841,0.850702424,7.11612,10.60092,0,3.4848,0.628,0,1,2,3,88.89,44.08
Virginia Tech,9.007614425,5.434234074,14.4418485,0.600822113,0.424098787,0.735423003,4.06986,14.24063,0,10.17077,0.7346,0,1,1,2,93,42.33
VMI,-7.103630293,-3.138189359,-10.24181965,0.336323078,0.319711461,0.464035161,-0.885399,2.429297,0,3.314696,0.795395411,0,0,0,0,0,0
Wagner,-3.75127611,-0.058211495,-3.809487605,0.232071635,0.243280073,0.336217843,5.47856,3.187432,0,-2.291128,0.610119923,0,0,0,0,0,0
Wake Forest,5.483688288,2.410060674,7.893748962,0.828862849,0.459043672,0.947488636,12.6925653,3.31105,1.06939,-8.3121253,0.337,1,1,4,6,90.41,60.63
Washington,7.487499185,4.570512304,12.05801149,0.515157571,0.490030997,0.71099768,0,12.53962,0,12.53962,0.952180872,0,1,4,5,89.73,53.48
Washington St.,1.939314288,-1.055225036,0.884089252,0.296821149,0.283647004,0.410558665,4.60625,9.22707,0,4.62082,0.539223782,0,0,1,1,86,16
Weber St.,1.056342594,0.490306981,1.546649575,0.257662383,0.212657726,0.334085636,5.07903,7.8816783,0,2.8026483,0.697564594,0,0,1,1,85.56,15.56
West Virginia,9.394278731,6.56302317,15.9573019,0.423259447,0.350086751,0.549280705,9.35333,8.616213,-1.0112,-1.748317,0.594337076,0,2,4,6,91.82,59.24
Western Caro.,-5.271181886,-3.688034932,-8.959216818,0.235530107,0.228503524,0.328158943,2.818831,1.841511,0,-0.97732,0.488804478,0,0,0,0,0,0
Western Ill.,-5.4155644,-3.115908608,-8.531473008,0.248162751,0.238449646,0.344155466,1.51875,2.60939,0,1.09064,0.775268336,0,0,0,0,0,0
Western Ky.,7.674858814,4.117084746,11.79194356,0.80743529,0.363313487,0.885408628,10.66146,5.80685,4.30109,-0.55352,0.518323595,1,1,1,3,93.77,57.21
Western Mich.,-2.104491775,-1.252468367,-3.356960141,0.280177419,0.253691136,0.377966373,6.20217,5.35978,0,-0.84239,0.592889083,0,0,0,0,0,0
Wichita St.,3.49898245,2.212149496,5.711131946,0.72160381,0.673199548,0.986868629,20.19039,0,0,-20.19039,0.139171758,0,0,7,7,87.31,44.19
William & Mary,5.282186118,-4.03223792,1.249948198,0.38891249,0.490223196,0.625756907,7.74079,10.401868,0,2.661078,0.5818,0,0,1,1,86,16
Winthrop,0.619506369,-1.969720877,-1.350214507,0.263330603,0.251166931,0.363906353,5.26358,6.14672,0,0.88314,0.708713664,0,0,0,0,0,0
Wisconsin,3.612283093,9.556914718,13.16919781,0.606532192,0.503722666,0.788427437,0,14.24878,1.03958,15.28836,0.938890506,0,0,3,3,87.52,39.7
Wofford,1.642529626,1.408160699,3.050690325,0.492973349,0.464516923,0.677346805,0,12.95937,0,12.95937,0.925520052,0,0,0,0,0,0
Wright St.,-3.09473862,2.840949875,-0.253788745,0.232993892,0.304878774,0.383715025,3.358369,5.245745,0,1.887376,0.662495968,0,0,0,0,0,0
Wyoming,2.644341948,-3.512807335,-0.868465387,0.418898027,0.272006716,0.499462922,7.34281476,3.41076,0,-3.93205476,0.331587924,0,0,0,0,0,0
Xavier,7.444141643,3.267382498,10.71152414,0.521573235,0.427144885,0.674159767,14.45451,4.981841,0,-9.472669,0.419116177,0,0,3,3,89.1,42.74
Yale,2.201679622,0.342223067,2.543902689,0.418736224,0.315045691,0.524016997,0.869047,9.452411,0,8.583364,0.904038385,0,0,2,2,85.92,28.73
Youngstown St.,-1.476724425,-8.49978321,-9.976507635,0.332564631,0.347199606,0.480777287,4.506082,0.858553,1.52043,-2.127099,0.34332534,0,0,0,1,79,9
