"team","departing_ppg","returning_ppg","transfer_ppg","net_ppg","mins","off_coeff","def_coeff","yusag_coeff","stars_5","stars_4","stars_3","num_star_players","avg_recruit_score","composite_score"
"Campbell",3.484807,7.050096,0,3.565289,0.567705370134173,-1.02777143851579,-3.30292363650775,-4.33069507502353,0,0,0,0,0,0
"Canisius",3.08222,7.17719,0,4.09497,0.706859903381642,1.83002651050025,0.478161607788314,2.30818811828855,0,0,0,0,0,0
"Central Ark.",6.81914,2.152662,0,-4.666478,0.587234893957583,5.53360210731981,-9.49001719828365,-3.95641509096389,0,0,2,2,85,27.21
"Central Conn. St.",2.032781,5.03429,0,3.001509,0.51530052933254,-8.69837428438907,-1.22200211699291,-9.92037640138194,0,0,0,0,0,0
"Central Mich.",6.76706,8.65837,0,1.89131,0.560955399105578,3.18566516884034,-3.59943236536452,-0.413767196524187,0,0,0,0,0,0
"Charleston So.",1.313381,4.60348097,0,3.29009997,0.660090692003911,-5.58829425693075,-0.271509863278763,-5.85980412020954,0,0,0,0,0,0
"Charlotte",2.231524,3.9066279,0,1.6751039,0.655586576170164,-2.15251551291086,-7.80081438740291,-9.95332990031373,0,0,0,0,0,0
"Chattanooga",8.209967,-0.26158,1.17753,-7.294017,0.223528976663338,-6.7724573796348,-2.97770932078951,-9.75016670042428,0,0,2,2,86.05,29.11
"Chicago St.",3.4531611,0.1138876,0,-3.3392735,0.596857456418231,-5.09909244850916,-14.533692354522,-19.6327848030313,0,0,0,0,0,0
"Cincinnati",10.17724,6.37544,0,-3.8018,0.5874825034993,2.4201592336415,16.9014016295912,19.3215608632329,0,0,3,3,89.01,42.65
"Clemson",7.78469,9.4475,1.99473,3.65754,0.591681663667266,4.6472186639578,11.7087940709323,16.35601273489,0,0,3,3,89.73,44.71
"Cleveland St.",5.536554,2.164781,0,-3.371773,0.344931013797241,-6.08272054629393,-3.14806637556819,-9.23078692186209,0,0,0,0,0,0
"Coastal Caro.",5.35795,1.664806,0,-3.693144,0.506199275464068,-3.10770155407555,-0.12061775472527,-3.2283193088008,0,0,0,0,0,0
"Col. of Charleston",4.92833,8.266029,-0.294285,3.043414,0.649641989616905,-0.416308737564759,3.71107701082205,3.29476827325722,0,0,0,0,0,0
"Colgate",4.92659,4.97563,0,0.0490399999999998,0.630204969577484,-3.05788521357761,-0.1737659070696,-3.23165112064727,0,0,0,0,0,0
"Colorado",3.70585,8.152591,0,4.446741,0.673844640267329,0.0791589440445524,4.55778544815296,4.63694439219752,0,0,3,3,85.43,34.35
"Colorado St.",4.477921,5.46052,1.4501,2.432699,0.653044275654446,0.268835642349638,-4.58090233377536,-4.31206669142567,0,0,1,1,90.32,20.32
"Columbia",0.31651,8.117636,0,7.801126,0.571834787218661,2.76392429876186,-6.73226883032479,-3.96834453156292,0,0,1,1,86.78,16.78
"Coppin St.",-0.380448,0.2686677,0,0.6491157,0.664056838182006,-14.6718780352931,-3.80090624854481,-18.472784283838,0,0,0,0,0,0
"Cornell",3.10758,7.04307,0,3.93549,0.8138,1.96338436001994,-8.74400131120984,-6.78061695118987,0,0,0,0,0,0
"Creighton",13.08184,3.88916,2.57264,-6.62004,0.466362807657247,11.5954680634387,3.35776326036516,14.9532313238038,0,3,0,3,93.59,53.1
"CSU Bakersfield",0.2489894,5.268874,0,5.0198846,0.619327927646967,-9.17868993108506,3.79991822931482,-5.37877170177029,0,0,0,1,0,0
"CSUN",3.386934,1.65734,0,-1.729594,0.430401298338524,-8.38461617237482,-3.69842304883669,-12.0830392212115,0,0,0,0,0,0
"Dartmouth",2.93126,3.7090019,0,0.7777419,0.716047208032412,-7.08714896632276,-1.10609943047801,-8.1932483968008,0,0,2,2,84.67,26.56
"Davidson",10.59506,10.52334,0,-0.0717200000000009,0.525410164065626,5.09720366887715,5.89676604950387,10.993969718381,0,0,0,0,0,0
"Dayton",2.97584,10.98198,0,8.00614,0.5914,0.949426129590053,-0.359356615357398,0.590069514232667,0,1,1,2,90.39,37.36
"Delaware",4.16793,3.08586,0,-1.08207,0.691429453694099,-5.21257635233853,-0.755525253240939,-5.96810160557949,0,0,0,0,0,0
"Delaware St.",1.433921,0.51432,0,-0.919601,0.580325070682615,-13.5993227237717,-8.54303778438153,-22.1423605081532,0,0,0,0,0,0
"Denver",4.07356,4.38682,2.16241,2.47567,0.673632034211294,-3.39554725380394,-0.374299648621551,-3.7698469024255,0,0,1,1,85.78,15.78
"DePaul",5.32253,4.73654,2.770689,2.184699,0.529627843974562,1.15699118625761,4.62407705077357,5.78106823703115,0,0,3,3,89.23,44.59
"Detroit Mercy",7.646615,1.626648,0,-6.019967,0.271632849149381,1.59256256742128,-13.1185235022901,-11.5259609348688,0,0,0,0,0,0
"Drake",7.757743,2.60909,1.74986,-3.398793,0.173034606921384,1.07067956333034,-0.974423687731174,0.0962558755991925,0,0,1,1,85,15
"Drexel",6.154158,3.789271,0,-2.364887,0.541479234765501,-0.617781344416111,-5.3655959055298,-5.98337724994593,0,0,0,0,0,0
"Duke",22.28738,0,0,-22.28738,0.223444688937788,15.4295489675038,7.89231216355218,23.3218611310558,4,1,0,5,99.63,71.06
"Duquesne",6.358452,5.68812,2.262652,1.59232,0.404919016196761,-1.0163946592706,-0.747774544823857,-1.76416920409448,0,0,2,2,85.59,28.22
"East Carolina",1.712738,5.2034352,0,3.4906972,0.664732224456224,-5.05754438966953,-4.60011036474527,-9.65765475441493,0,0,2,2,85,27.21
"Eastern Ill.",4.2078116,1.96527,0,-2.2425416,0.341366189527088,-8.00585719332909,1.05307856545936,-6.95277862786969,0,0,0,0,0,0
"Eastern Ky.",5.048007,3.547898,0,-1.500109,0.553563495528523,-2.96933996990244,-5.79950358156077,-8.76884355146322,0,0,0,0,0,0
"Eastern Mich.",2.367435,8.24681,0,5.879375,0.739239431075384,-5.62327300479136,6.77335742856896,1.15008442377765,0,0,0,0,0,0
"Eastern Wash.",4.699648,5.260435,0,0.560787,0.669843412852442,-0.340038601454828,2.192002751241,1.85196414978616,0,0,0,0,0,0
"Elon",3.88103,6.649172,0,2.768142,0.700620372223334,-1.45301480301545,-4.41104541200379,-5.86406021501921,0,0,0,0,0,0
"ETSU",7.824592,2.58451,1.66902,-3.571062,0.2432,-1.01097281110066,6.12644554118622,5.11547273008548,0,0,0,0,0,0
"Evansville",7.406389,1.00075431,0,-6.40563469,0.438887777555511,-7.14643308655563,7.8434282861146,0.696995199558959,0,0,0,0,0,0
"Fairfield",4.831861,2.173899,0,-2.657962,0.615398791548209,1.01426854856342,-4.68847995406294,-3.67421140549943,0,0,1,1,87.06,17.06
"Fairleigh Dickinson",1.39545,6.7719,0,5.37645,0.764105642256903,-1.56874060266059,-6.58661886949613,-8.15535947215677,0,0,0,0,0,0
"FGCU",9.91575,1.32304,2.56316,-6.02955,0.419049702419118,3.31519201790168,-0.946091805548981,2.36910021235269,0,0,2,2,86.17,29.23
"FIU",1.9750274,4.810063,0,2.8350356,0.660524757102976,-2.98746846805175,-0.586925282347841,-3.5743937503996,0,0,0,0,0,0
"Fla. Atlantic",3.574137,1.193058,0,-2.381079,0.384521447107312,-5.78647986547972,1.2833123077038,-4.50316755777593,0,0,0,0,0,0
"Florida",7.44151,9.5622,0,2.12069,0.6898,6.60245293080611,8.46402806446923,15.0664809952753,1,2,0,3,97.91,62.34
"Florida A&M",5.04939,0.59658,0,-4.45281,0.538990219402591,-7.73088070456389,-8.79817702401948,-16.5290577285834,0,0,0,0,0,0
"Florida St.",4.63528,10.63512,1.90946,7.9093,0.693085646924922,11.4185553857392,3.03816909405669,14.4567244797959,0,0,1,1,89.55,19.55
"Fordham",3.311558,2.447272,0.1922,-0.672086,0.402838603840464,-9.94805152966446,2.20411069760854,-7.74394083205592,0,0,1,1,88.37,18.37
"Fort Wayne",6.020722,6.149476,0.676309,0.805063,0.570605465606592,5.75185835138059,-5.84575693795729,-0.0938985865767066,0,0,0,0,0,0
"Fresno St.",8.34602,6.03293,4.42916,2.11607,0.383304990324283,2.05558845409178,5.78534430793782,7.84093276202963,0,0,2,2,88.5,33.61
"Furman",6.50977,6.57999,0,0.0702200000000008,0.534151678862067,3.47096485041936,2.3606567193854,5.83162156980483,0,0,0,1,80,10
"Ga. Southern",2.92612,8.283626,0,5.357506,0.555708077974757,0.645853594146876,-0.104044363370025,0.541809230776849,0,0,0,0,0,0
"Gardner-Webb",3.01648,4.11441,0,1.09793,0.705279858614665,-5.84357360862239,-1.77524522513086,-7.61881883375323,0,0,0,0,0,0
"George Mason",0,8.743147,0,8.743147,0.999200159968006,-0.262188177739321,-3.07195294648753,-3.33414112422686,0,0,1,1,83.75,13.75
"George Washington",7.149984,2.578408,1.38326,-3.188316,0.420315936812637,-4.08084641816996,2.7011933144155,-1.37965310375448,0,0,2,2,85.94,28.77
"Georgetown",5.12096,8.903942,0.786232,4.569214,0.673665266946611,6.83515101571634,-0.883522239436999,5.95162877627937,0,2,2,4,91.79,55.78
"Georgia",6.78281,4.17667,0,-2.60614,0.699719996137878,-0.937074370750564,10.6230530233795,9.68597865262893,0,2,2,4,91.26,54.56
"Georgia St.",2.93399,11.69162,0,8.75763,0.770108043217287,1.27901497488512,3.33588694119615,4.61490191608125,0,0,2,2,87.02,31.26
"Georgia Tech",9.02267,3.986108,0.961952,-4.07461,0.592424750379208,-2.90140415749124,7.32859053886931,4.42718638137804,0,1,2,3,92.14,51.39
"Gonzaga",5.19287,15.26862,6.90742,16.98317,0.691185288826704,11.7438808121184,5.77748210866669,17.5213629207851,0,1,1,2,92.24,40.92
"Grambling",1.050783,1.5745522,2.00854,2.5323092,0.711171194673578,-4.59752916659929,-5.10973643440445,-9.70726560100378,0,0,0,0,0,0
"Grand Canyon",4.49397,2.813567,2.72798,1.047577,0.475389912902572,-0.993501540178521,4.87072042081994,3.87721888064127,0,0,0,0,0,0
"Green Bay",4.15993,2.8619966,0,-1.2979334,0.661033760392156,0.473117770557261,-7.33140935048699,-6.85829157992971,0,0,0,0,0,0
"Hampton",2.571797,6.232033,0,3.660236,0.838006913142887,-1.8640491558824,-5.32029424765426,-7.18434340353664,0,0,0,0,0,0
"Hartford",0.769269,8.818358,0,8.049089,0.794758951790358,-3.64108235209695,0.115511116803706,-3.52557123529323,0,0,0,0,0,0
"Harvard",0,6.977065,0,6.977065,0.99077726382701,-5.27227021496422,7.14741424266651,1.8751440277023,0,1,3,4,90.09,51.4
"Hawaii",4.70944,3.022173,0,-1.687267,0.780796528185887,-4.97178229533055,2.44433770908383,-2.52744458624669,0,0,0,0,0,0
"High Point",3.015933,3.62186,0,0.605927,0.515252659098235,-7.01551983043668,1.44200608412781,-5.57351374630883,0,0,0,0,0,0
"Hofstra",2.32156,10.44804,0,8.12648,0.748949789957992,4.26666078699475,-3.56298323114306,0.703677555851684,0,0,0,0,0,0
"Holy Cross",1.23938,4.287999,0,3.048619,0.896129164695697,-11.0480760713679,3.16261393155346,-7.88546213981438,0,0,0,0,0,0
"Houston",7.28688,8.885053,1.11444,2.712613,0.540875474715171,7.19777137712259,8.49830915382731,15.6960805309499,0,1,0,1,95.82,25.82
"Houston Baptist",2.153611,2.60042,0,0.446809,0.661322543754252,0.125956656269858,-14.6677224693396,-14.5417658130696,0,0,0,0,0,0
"Howard",0.0592564,5.63605248,0.656089,6.23288508,0.903827281648675,-2.09276072317502,-12.8682200971377,-14.9609808203127,0,0,0,0,0,0
"Idaho",11.06675,1.996267,0,-9.070483,0.245950809838032,-0.295297418495863,2.45697450415643,2.16167708566054,0,0,0,0,0,0
"Idaho St.",1.827104,7.504307,0,5.677203,0.614285984526039,-2.38260230748509,-1.67948061352157,-4.06208292100666,0,0,0,0,0,0
"Ill.-Chicago",2.23108,5.474353,0.0906574,3.3339304,0.684788189987163,0.903829889759056,-2.10939099019325,-1.20556110043421,0,0,0,0,0,0
"Illinois",8.429345,7.858704,1.87018,1.299539,0.412682536507302,6.42223919271931,0.582446552966053,7.00468574568526,0,2,5,7,90,59.65
"Illinois St.",-0.711874,9.591112,0,10.302986,0.828175211431905,1.84150313133443,-0.657619148409307,1.18388398292511,0,0,0,1,0,0
"Incarnate Word",1.994913,1.145986,0,-0.848927,0.632342609748138,-7.77910815428459,-8.40426135660311,-16.1833695108877,0,0,0,0,0,0
"Indiana",3.46473,7.53113,0,4.0664,0.593666539488745,2.20471086715504,7.09099156159181,9.29570242874685,1,4,0,5,95.65,65.92
"Indiana St.",5.54877,4.722969,-0.205902,-1.031703,0.633634354373699,2.16004686323796,-0.800418431273808,1.35962843196419,0,0,0,0,0,0
"Iona",7.3335,6.77105,1.65662,1.09417,0.43,6.85392948950508,-4.62333899161008,2.23059049789496,0,0,0,0,0,0
"Iowa",0,16.024585,0,16.024585,0.904858431962336,11.1074534004443,-3.60831446542403,7.49913893502022,0,1,1,2,93.15,42.65
"Iowa St.",3.31295,12.961,2.9119,12.55995,0.704166520894892,4.12352142608475,1.44183721931311,5.56535864539778,0,2,2,4,92.56,58.29
"IUPUI",4.184427,1.130284,0,-3.054143,0.539817785580241,-7.68680169237197,-0.445381346896139,-8.13218303926804,0,0,0,0,0,0
"Jackson St.",0.821719,0.666679,0,-0.15504,0.481972215650632,-15.2414700380747,0.659278101321449,-14.5821919367533,0,0,0,0,0,0
"Jacksonville",0.824542,4.680709,1.378,5.234167,0.616419296601049,-7.54594112065067,-4.17575281023244,-11.7216939308831,0,0,0,0,0,0
"Jacksonville St.",3.266046,5.949662,0,2.683616,0.593648288785876,-4.93030956976269,5.55594112038313,0.625631550620463,0,0,0,0,0,0
"James Madison",0.83406,7.662496,0,6.828436,0.745952428542874,-2.48061981632572,-1.77058095010588,-4.25120076643159,0,0,0,0,0,0
"Kansas",14.45647,7.95826,8.25606,1.75785,0.463414634146342,12.7380104744164,6.42146942919144,19.1594799036078,2,2,0,4,97.85,68.15
"Kansas St.",0,15.45254,-0.0221996,15.4303404,0.889944077275038,0.684170256152054,10.6617428657046,11.3459131218565,0,0,2,2,85.72,28.9
"Kennesaw St.",7.255693,-0.520372,0,-7.776065,0.48222795027896,-5.00951349514462,-4.84223193400642,-9.85174542915104,0,0,0,0,0,0
"Kent St.",3.84133,6.769227,1.884008,4.811905,0.640641124449728,-1.84620366945261,-1.31874319275477,-3.16494686220732,0,0,0,1,0,0
"Kentucky",11.55798,5.00083,4.48898,-2.06817,0.330866173234647,9.11076755867979,6.97911182100619,16.0898793796859,4,1,0,5,99.37,70.29
"La Salle",7.39363,4.006995,1.2791,-2.107535,0.525854785106743,2.39716831855262,-1.27673592661304,1.12043239193954,0,0,0,1,79.06,9.06
"La.-Monroe",4.431209,3.57874,0,-0.852469,0.494099422616533,-5.85337797441939,1.13734960890596,-4.7160283655134,0,0,0,0,0,0
"Lafayette",2.867249,5.044137,0,2.176888,0.739617174466591,-3.21020108839275,-4.45321512918683,-7.6634162175796,0,0,1,1,85.78,15.78
"Lamar University",3.854117,3.84395,1.2178415,1.2076745,0.384408977092341,-2.68150541277178,-0.776829684628946,-3.45833509740064,0,0,0,0,0,0
"Lehigh",2.95182,7.450859,0,4.499039,0.848758855036572,3.82274316413019,-8.41844664963089,-4.59570348550073,0,0,0,0,0,0
"Liberty",2.09544,7.564091,0,5.468651,0.774418362802528,-6.12179114315013,4.14281320931648,-1.97897793383358,0,0,0,0,0,0
"Lipscomb",0,9.1819534,0,9.1819534,0.885233987811474,5.78952517406331,-6.60807526651313,-0.818550092449824,0,0,0,1,0,0
"Little Rock",2.07364,0.80278,1.46431,0.19345,0.69566319001665,-11.1763927824864,2.21579849438797,-8.96059428809847,0,0,1,1,88.68,18.68
"LIU Brooklyn",2.8660271,5.24548,0,2.3794529,0.643928785757152,0.594348232613338,-7.22814446158741,-6.63379622897404,0,0,0,0,0,0
"Long Beach St.",3.46389,6.483589,0,3.019699,0.783332220648847,3.63081342510405,-6.58502945144579,-2.95421602634169,0,0,2,2,87,30.69
"Longwood",1.2402347,0.822522,0,-0.4177127,0.540959864993434,-11.651026844526,-4.75237016330001,-16.403397007826,0,0,0,0,0,0
"Louisiana",8.0951,5.91849,0,-2.17661,0.597358662416238,8.06835606990237,0.777636498691106,8.84599256859353,0,0,0,0,0,0
"Louisiana Tech",4.75529,7.615566,0,2.860276,0.74131913615385,0.0322505224331291,1.50945934999684,1.54170987242996,0,0,0,0,0,0
"Louisville",11.64324,1.00968,2.05113,-8.58243,0.437616362030305,7.43289973358671,5.26024397185445,12.6931437054412,0,0,0,1,0,0
"Loyola Chicago",6.38038,10.36695,0,3.98657,0.584777107261048,1.02567584224172,10.0003916154883,11.0260674577301,0,0,2,2,85.89,28.79
"Loyola Maryland",3.27587,2.280544,0,-0.995326,0.70251591110812,-6.17964535889679,-4.77881414623554,-10.9584595051323,0,0,1,1,84,14
"Loyola Marymount",2.48521,9.760378,0,7.275168,0.855628874225155,-0.793112946769506,-3.54021857107708,-4.33333151784659,0,0,0,0,0,0
"LSU",6.04157,10.60399,0,4.56242,0.601302031958966,7.54746272823723,2.25456600682334,9.80202873506057,2,2,2,6,94.93,68.91
"Maine",2.6382,-1.356223,0,-3.994423,0.5471124484994,-6.5581154986203,-6.03749017226898,-12.5956056708892,0,0,0,0,0,0
"Manhattan",5.247134,2.248549,0,-2.998585,0.419519064124783,-6.23054024154524,2.80688362546072,-3.42365661608451,0,0,0,1,0,0
"Marist",0,6.81901,0,6.81901,0.938370539973287,-3.38128287377718,-7.85800092940996,-11.2392838031871,0,0,0,0,0,0
"Marquette",5.62677,17.655506,3.32018,15.348916,0.784886045581767,11.9324312735431,-0.786118914990274,11.1463123585528,0,1,0,1,98.19,28.19
"Marshall",3.36065,11.13758,0,7.77693,0.764695026298791,10.3181773279775,-5.14722645104543,5.17095087693205,0,0,0,1,0,0
"Maryland",5.53066,8.64059,0,3.10993,0.5092,4.70853574450683,7.69541977205361,12.4039555165604,1,3,1,5,95.16,66.97
"Massachusetts",4.6887412,6.80741908,0.479583,2.59826088,0.54934147738118,-0.234339944973479,-2.39488022531422,-2.62922017028771,0,0,2,2,88.6,34.07
"McNeese",4.788727,2.475219,2.30325,-0.0102580000000003,0.404908888273044,-1.8511706784473,-7.55902859664747,-9.4101992750947,0,0,0,0,0,0
"Memphis",2.20138,11.352278,0,9.150898,0.715543340562128,0.565316610826164,0.313946026171564,0.879262636997714,0,3,3,7,88.68,56.98
"Mercer",15.08388,0,0,-15.08388,0.371250280727646,0.0238666504822334,0.120560376775547,0.144427027257789,0,0,0,0,0,0
"Miami (FL)",5.89892,9.81811,3.69704,7.61623,0.637123745819398,4.61062297794354,7.29474474489946,11.905367722843,0,0,0,0,0,0
"Miami (OH)",2.612843,3.523447,0,0.910604,0.577013752455796,-4.00187181414364,1.88566091080165,-2.11621090334198,0,0,0,0,0,0
"Michigan",11.11607,4.5249,0,-6.59117,0.518607442977191,4.52144510882535,14.0924539125209,18.6138990213462,0,4,1,5,94.53,64.82
"Michigan St.",8.20101,12.63973,0,4.43872,0.583966413434626,10.3029171556505,10.6065307714831,20.9094479271335,0,5,0,5,95.1,63.22
"Middle Tenn.",14.639445,0,1.59877,-13.040675,0.166700020012007,2.67720480416503,8.0959784195656,10.7731832237307,0,0,0,0,0,0
"Milwaukee",6.935095,-0.198059,0,-7.133154,0.255532568491004,-6.41495910984897,3.14530973748521,-3.26964937236377,0,0,2,2,86.28,29.41
"Minnesota",3.91654,9.072841,1.49597,6.652271,0.596412281715416,5.145028386855,-0.0759313792147216,5.06909700764029,0,1,2,3,92.56,52.14
"Mississippi St.",0.820859,14.84873,0,14.027871,0.840881287558258,3.55427199266592,7.34916654751809,10.903438540184,0,3,1,4,94.74,63.62
"Mississippi Val.",-0.9737,2.413064,0,3.386764,0.738533980349677,-9.70743164619058,-8.59980993828368,-18.3072415844743,0,0,0,0,0,0
"Missouri",8.77227,8.02145,0,-0.750820000000001,0.582,2.98496256922297,9.11914912197577,12.1041116911988,0,1,1,2,91.59,39.56
"Missouri St.",7.8659673,4.208472,1.11356,-2.5439353,0.377875575115023,-1.00562195226876,3.77705470698791,2.77143275471917,0,0,0,0,0,0
"Monmouth",3.00534,3.520247,0.600113,1.11502,0.6524,2.07154344837301,-3.16412994363121,-1.09258649525821,0,0,0,0,0,0
"Montana",1.49746,11.099766,0,9.602306,0.8196,3.11898942655069,4.72039181424682,7.83938124079754,0,0,0,0,0,0
"Montana St.",2.725588,6.51217,0,3.786582,0.442376950780312,-1.06796077556623,-6.38337368251269,-7.45133445807896,0,0,0,0,0,0
"Morehead St.",1.24316,5.0428565,0,3.7996965,0.886593878646859,-4.89449758511371,-3.95022734123018,-8.84472492634393,0,0,0,0,0,0
"Morgan St.",5.23039,-0.8605841,0,-6.0909741,0.604962018289338,-7.39431159025571,-4.78253472184207,-12.1768463120978,0,0,0,0,0,0
"Mt. St. Mary's",9.4472164,0,0,-9.4472164,0.0689586248251049,-4.72214289227289,-0.632230005914132,-5.354372898187,0,0,0,0,0,0
"Murray St.",10.42733,5.3952757,0,-5.0320543,0.480296059211842,3.25327019567935,4.38979713966248,7.64306733534174,0,0,1,1,86,16
"N.C. A&T",5.638693,1.02779,0,-4.610903,0.364705882352941,-4.61546114659001,-6.02817026737382,-10.6436314139639,0,0,0,0,0,0
"N.C. Central",1.75878,3.438062,-0.26113,1.418152,0.561399466807096,-10.2166810624332,-0.876588190464822,-11.093269252898,0,0,0,0,0,0
"Navy",3.445414,3.283366,0,-0.162048,0.488897779555911,-8.20502606052076,3.15141241775216,-5.05361364276858,0,0,0,0,0,0
"Nebraska",3.52228,11.87568,0,8.3534,0.643586151691015,3.30719912526818,7.22307081491648,10.5302699401847,0,0,3,3,86.51,36.66
"Nevada",7.16895,16.73866,15.536671,25.106381,0.624240695850563,12.3070625778666,1.12061833926723,13.4276809171339,1,0,2,3,90.64,49.36
"New Hampshire",5.313515,0.5551676,0,-4.7583474,0.582316608131989,-8.33710558869748,1.20468173086175,-7.1324238578357,0,0,0,0,0,0
