team,departing_ppg,returning_ppg,mins,off_coeff,def_coeff,yusag_coeff,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
Baylor,8.515738845,7.224380016,0.760736196319018,5.43749255260516,7.55771566644218,12.9952082190473,0,1,0,1,92.31,22.31
Belmont,8.747068137,7.179359004,0.671209713404467,11.7839038679253,-1.22753227296117,10.5563715949642,NA,NA,NA,NA,NA,NA
Bethune-Cookman,2.459723264,0.74410896,0.543223830580213,-3.71040627600422,-6.15984297911353,-9.87024925511775,NA,NA,NA,NA,NA,NA
Binghamton,3.541124344,2.274580002,0.25250100040016,-8.83561786323364,-2.98351046041568,-11.8191283236493,0,0,1,1,86,16
Boise St.,2.836686313,10.07283974,0.702741220000134,0.632646028706223,2.64537042303623,3.27801645174244,0,0,1,1,85.56,15.56
Boston College,6.855932251,5.429636031,0.653539780230798,2.68387713739436,1.84201708864654,4.52589422604092,0,0,4,4,87.62,42.23
Boston U.,2.552166224,6.320046902,0.790720275266106,-2.45692956484599,-2.59501623473442,-5.05194579958037,NA,NA,NA,NA,NA,NA
Bowling Green,3.880710125,8.242045939,0.679864027194561,5.94392366732917,-0.686179666034773,5.2577440012944,0,0,0,1,79,9
Bradley,2.819776833,6.972858906,0.604279144171166,-4.3836237659751,4.44079655350449,0.0571727875293639,0,0,2,1,0,0
Brown,4.082158159,2.663717847,0.650777261803027,-0.0543051930035379,1.14050137317535,1.08619618017181,0,0,1,1,85.28,15.28
Bryant,1.397077322,5.367508113,0.556977209116353,-4.97403588887995,-7.70463097315059,-12.6786668620305,NA,NA,NA,NA,NA,NA
Bucknell,7.008685946,4.703509927,0.649220934878146,4.20988539242349,-2.3597440929549802,1.85014129946856,NA,NA,NA,NA,NA,NA
Buffalo,14.78061634,3.470213056,0.364091273018415,14.7588187534426,1.48738695470191,16.2462057081446,0,0,1,1,88,18
Butler,6.66460526,10.13850796,0.683944865074743,3.144777374703,4.31024435026136,7.45502172496439,0,1,1,2,91.62,39.76
BYU,0.674731195,11.41153026,0.6692,9.11860462435278,-3.50109908008377,5.61750554426904,0,0,2,2,86.4,29.62
Cal Poly,3.846837923,1.577634044,0.565858384976612,-5.89274992394534,-7.09581765908478,-12.9885675830301,NA,NA,NA,NA,NA,NA
Cal St. Fullerton,4.297396213,2.132455051,0.51869626074785,-1.29030429002604,-1.30078108510359,-2.59108537512966,0,0,1,1,90.24,20.24
California,4.580690265,5.325989962,0.569713400464756,-2.17492678438291,-2.41666393471917,-4.59159071910217,0,0,3,3,88.62,42.13
California Baptist,4.273060441,5.974620998,0.641810041856901,2.00064239557984,-4.24272135803027,-2.24207896245053,NA,NA,NA,NA,NA,NA
Campbell,11.04504137,1.845704958,0.515570157659669,-0.503680357779185,-1.01610737883121,-1.51978773661038,NA,NA,NA,NA,NA,NA
Canisius,6.376807511,2.960267961,0.500800320128051,-2.21399912183631,-5.31618428738716,-7.53018340922344,NA,NA,NA,NA,NA,NA
Central Ark.,1.862283014,4.164756954,0.652390927732528,-1.29790172765649,-8.52273168299922,-9.82063341065567,NA,NA,NA,NA,NA,NA
Central Conn. St.,5.179480791,2.667845011,0.428450530295444,-4.10852835549712,-8.48108248345419,-12.5896108389513,NA,NA,NA,NA,NA,NA
Central Mich.,7.215496421,7.849209785,0.658954290555533,8.67880038685333,-5.1668077558081,3.51199263104515,0,0,1,1,85.59,15.59
Charleston So.,4.338252317,3.91082284,0.73289321593357,-0.703318976338547,0.626571529668174,-0.0767474466703852,NA,NA,NA,NA,NA,NA
Charlotte,4.005508706,1.181920007,0.535121097185353,-9.98070878665093,1.85445170315273,-8.12625708349833,0,0,4,4,87.14,41.23
Chattanooga,4.411887527,4.539969087,0.643729988327619,-3.90034501555475,-2.23868861274119,-6.13903362829592,NA,NA,NA,NA,NA,NA
Chicago St.,-1.321440965,1.650602996,0.336429893646815,-10.4711342521327,-12.8668119883801,-23.3379462405131,NA,NA,NA,NA,NA,NA
Cincinnati,7.940464258,9.502579689,0.522869429241595,2.2478301425209,11.376552925711,13.6243830682318,0,1,2,3,91.46,50.14
Clemson,12.1408132,2.071743041,0.3625274945011,0.983358846848528,11.7422061616484,12.7255650084969,0,2,1,3,91.7,50.53
Cleveland St.,6.258610666,2.55300197,0.319271332694152,-0.559151162300415,-6.91578853997597,-7.47493970227636,0,0,0,1,70,0
Coastal Caro.,5.211163312,7.275310159,0.497883028163326,3.69040297861264,-2.81462913502311,0.875773843589564,0,0,2,2,86.94,30.69
Col. of Charleston,3.892026216,7.793070883,0.638583149889934,-0.262172112854554,2.80224980643368,2.54007769357908,NA,NA,NA,NA,NA,NA
Colgate,1.477612095,12.73616016,0.717971387236778,2.56803523083766,0.382611762337938,2.95064699317562,NA,NA,NA,NA,NA,NA
Colorado,1.29938e-5,13.47908896,0.94118823764753,2.19548133454602,6.43638273198749,8.63186406653351,NA,NA,NA,NA,NA,NA
Colorado St.,5.527553797,7.806818068,0.587561055030935,1.78189149080779,-2.25578228596608,-0.47389079515831,0,0,4,4,86.64,39.49
Columbia,1.623799026,6.124199867,0.774709357295756,0.0243451571478737,-3.15661389922649,-3.13226874207866,NA,NA,NA,NA,NA,NA
Coppin St.,-1.345357679,1.548300028,0.329465893178636,-9.69410016423483,-6.63882386718997,-16.3329240314248,NA,NA,NA,NA,NA,NA
Cornell,4.474684387,2.688686937,0.456691338267654,-2.85789994803747,-1.09189209613016,-3.94979204416763,NA,NA,NA,NA,NA,NA
Creighton,3.369112134,11.83820009,0.722475540206617,7.51305192424909,3.07894101316799,10.5919929374171,0,0,2,2,87.79,32.24
CSU Bakersfield,7.502174199,1.855969965,0.382714315804255,-3.85000019512544,0.0232705451694062,-3.82672964995615,NA,NA,NA,NA,NA,NA
CSUN,0.127463982,11.25516975,0.858500587432645,3.70229906775677,-9.14874436738671,-5.44644529962992,NA,NA,NA,NA,NA,NA
Dartmouth,6.85453e-6,11.71046093,0.892778534744786,-3.05244101317589,-0.775422390663487,-3.82786340383933,NA,NA,NA,NA,NA,NA
Davidson,2.5034e-6,15.30041993,0.9481659212122,-0.522406059231532,6.38419848636829,5.8617924271368,0,1,0,1,92.53,22.53
Dayton,4.649356127,11.78445995,0.708008898776418,2.80501476430684,6.11947008583068,8.92448485013753,0,0,1,1,86.89,16.89
Delaware,6.978939086,3.053581953,0.405149037729142,-4.38293814004477,-2.82992566475095,-7.21286380479573,NA,NA,NA,NA,NA,NA
Delaware St.,0.201964915,-1.546739042,0.880572221947641,-14.2635308561769,-9.91019242648939,-24.173723282666302,NA,NA,NA,NA,NA,NA
Denver,3.557889596,2.684115946,0.440726251754796,-4.51314692341859,-6.04120916388694,-10.5543560873055,0,0,1,1,88,18
DePaul,10.52711916,6.050839901,0.570606224141032,7.99928810296464,-3.14795438415333,4.85133371881115,0,2,2,4,91.15,55.15
Detroit Mercy,4.608514518,5.318659782,0.501963365152289,1.31526111038941,-6.78370381504046,-5.46844270465103,NA,NA,NA,NA,NA,NA
Drake,6.59156698,5.238960087,0.651115155518806,3.78297968911297,-1.13070858543763,2.65227110367533,NA,NA,NA,NA,NA,NA
Drexel,7.408452153,4.498489976,0.619595575913306,0.597063446501645,-7.25350841595216,-6.65644496945048,0,0,2,2,87.39,31.43
Duke,16.79986119,5.940409899,0.453381352541016,16.1770978704045,8.64604760204687,24.8231454724515,2,2,0,4,99.28,69.32
Duquesne,3.012333989,8.720270038,0.771176639403071,2.44660678823141,-2.75557137775018,-0.308964589518709,0,0,1,1,87.7,17.7
East Carolina,4.3650763,3.454649925,0.267351686700271,-3.37345297119253,-2.6478626467246,-6.02131561791714,0,0,4,8,82.48,39.85
Eastern Ill.,1.080295742,5.889151812,0.753849230153969,-3.87598331146773,-6.48194203590016,-10.357925347368,NA,NA,NA,NA,NA,NA
Eastern Ky.,5.067159802,2.255993009,0.672140377084614,6.34727305969843,-12.2375141098887,-5.89024105019023,0,0,1,1,88.37,18.37
Eastern Mich.,8.640915476,1.534280032,0.324723512017772,-4.06000052635053,5.9982875311339,1.93828700478335,NA,NA,NA,NA,NA,NA
Eastern Wash.,3.198615192,6.049158573,0.623568097413985,-2.12005998451007,-2.85976186690589,-4.97982185141604,NA,NA,NA,NA,NA,NA
Elon,7.068677589,0.904745109,0.52447612504294,-4.30611735897726,-6.04865487309424,-10.3547722320715,NA,NA,NA,NA,NA,NA
ETSU,0.832337558,13.71247995,0.797386289066708,3.82817083397789,2.35224968018275,6.18042051416051,0,0,1,1,86.89,16.89
Evansville,4.057780504,3.139600009,0.678557273087594,-1.58549577618525,-2.27443151193477,-3.85992728812003,NA,NA,NA,NA,NA,NA
Fairfield,2.317375541,2.540587962,0.584486307829838,-6.45423519631425,-2.10739457910451,-8.56162977541875,NA,NA,NA,NA,NA,NA
Fairleigh Dickinson,5.777630329,7.384469986,0.65113539829958,0.136958396538454,-4.4397957244457,-4.30283732790721,NA,NA,NA,NA,NA,NA
FGCU,5.677058011,1.912877053,0.414860681114551,-2.19179312222704,-1.29910056407593,-3.49089368630293,NA,NA,NA,NA,NA,NA
FIU,3.392013282,5.4607611,0.611402753217244,6.98938840568521,-10.6785973589457,-3.68920895326053,0,0,1,1,87,17
Fla. Atlantic,5.017278165,0.713523954,0.632180826969187,-3.97869834845456,3.51706189083247,-0.461636457622056,0,0,3,3,86.23,36.07
Florida,7.615211487,7.392710209,0.4602,0.480573696338475,13.9458181539579,14.4263918502964,2,1,2,5,94.4,67.62
Florida A&M,4.213780165,-2.210111976,0.614255748123848,-14.110565193572,2.65499361530099,-11.455571578271,NA,NA,NA,NA,NA,NA
Florida St.,8.686998367,3.06280607,0.429828068772491,8.10449065484932,8.8083729105946,16.912863565444,1,1,4,6,91.32,61.94
Fordham,4.046782434,1.889078043,0.649870025994801,-7.91484110142605,2.35980441654024,-5.55503668488573,0,0,1,1,86.78,16.78
Fresno St.,9.713392138,5.555068076,0.511102220444089,3.42882229153718,4.12867242985132,7.55749472138858,0,0,4,4,87.07,41.45
Furman,6.979857802,7.708350062,0.734855118206439,2.56245400607138,6.37649593597421,8.9389499420456,NA,NA,NA,NA,NA,NA
Ga. Southern,6.628371187,4.604640551,0.671296454287957,8.21676282583267,-3.47299664238624,4.74376618344643,0,0,2,1,0,0
Gardner-Webb,6.051323205,6.014988959,0.681810096782631,2.33538431154364,-2.78606939354605,-0.450685082002451,0,0,1,1,91.16,21.16
George Mason,3.458420157,4.48040998,0.748063902850054,-0.0576354649414892,0.691908359508933,0.634272894567451,0,0,1,2,81.28,20.56
George Washington,2.386744302,3.025590669,0.70496898333565,-5.93762680355386,-1.15599649859702,-7.09362330215091,0,0,1,1,86.78,16.78
Georgetown,3.787484154,7.799471051,0.644883488749584,9.66231894588817,-3.7958118646117,5.8665070812765,0,1,3,4,88.95,47.13
Georgia,5.389965206,6.126690149,0.394524325389009,1.97253011028593,2.19646206041868,4.16899217070458,1,4,2,7,94.36,67.2
Georgia St.,10.55891794,3.539397061,0.332933653077538,3.9563821924467,-0.759668111103511,3.1967140813432,0,0,2,2,87.65,31.91
Georgia Tech,1.441833109,6.619527161,0.7394,-2.3985954321072,7.63168767001145,5.2330922379042,0,0,2,2,84.28,26.01
Gonzaga,19.12196445,2.137809992,0.27647642301236097,17.8229964599341,9.4671924208782,27.2901888808122,0,5,1,6,95.75,66.69
Grambling,-0.677581698,5.519792452,0.840622184553518,-5.03416901588142,-2.07999818780686,-7.11416720368824,NA,NA,NA,NA,NA,NA
Grand Canyon,6.211969018,5.579669952,0.373949579831933,2.37966839816974,1.90866738762587,4.28833578579557,NA,NA,NA,NA,NA,NA
Green Bay,3.28650865,4.697323918,0.803118791969971,5.96474134132919,-7.47927860066182,-1.51453725933272,0,0,1,1,86.78,16.78
Hampton,6.343222976,5.671639919,0.447923816060398,6.70279216140439,-7.64091193134645,-0.938119769942043,NA,NA,NA,NA,NA,NA
Hartford,12.74575007,0,0.0774,2.35311173297813,-4.13235861421728,-1.77924688123919,NA,NA,NA,NA,NA,NA
Harvard,-1.13249e-5,12.89242971,0.963780540679529,0.692430973989817,2.96498634354804,3.65741731753787,0,2,3,5,88.55,53.45
Hawaii,5.275003612,5.144819975,0.581483703259348,-1.70613766309347,0.229203682965408,-1.47693398012808,NA,NA,NA,NA,NA,NA
High Point,8.477267943,-0.295122895,0.441283691446233,-7.56249504051052,3.66302807666165,-3.89946696384888,NA,NA,NA,NA,NA,NA
Hofstra,9.221183538,9.58261013,0.448,9.49222697312104,-4.06283746743813,5.42938950568288,NA,NA,NA,NA,NA,NA
Holy Cross,7.375367761,2.083505988,0.348121502797762,-6.98862287756579,1.37478611655326,-5.6138367610125,NA,NA,NA,NA,NA,NA
Houston,11.1433351,2.711062968,0.463553158569686,6.78495902218972,11.8241398151759,18.6090988373655,0,1,2,3,89.71,45.37
Houston Baptist,2.215917278,4.852089167,0.561950376144355,6.41046431736661,-14.0834538919809,-7.67298957461429,NA,NA,NA,NA,NA,NA
Howard,5.715946615,2.358533934,0.522795854873798,0.779905400593728,-10.9065643612924,-10.1266589606987,NA,NA,NA,NA,NA,NA
Idaho,3.155839343,2.438310921,0.490191393276146,-10.0712840154621,-8.0068245495434,-18.0781085650055,NA,NA,NA,NA,NA,NA
Idaho St.,5.781449556,4.724290013,0.506101220244049,-3.38243179469995,-8.95906710621306,-12.341498900913,NA,NA,NA,NA,NA,NA
Illinois,2.49470365,12.38275278,0.816473410635746,7.0448960536169,0.11568401951439,7.16058007313129,0,1,1,2,92.6,41.8
Illinois St.,5.892566837,1.730787992,0.29254149170166,-3.06313147327465,0.687924191259584,-2.37520728201512,NA,NA,NA,NA,NA,NA
Incarnate Word,3.968478173,2.159449041,0.656317068400107,-8.4155322387567,-8.83967345292651,-17.2552056916833,NA,NA,NA,NA,NA,NA
Indiana,8.374784231,5.229224145,0.589758624059415,3.68098740954222,7.99014007395443,11.6711274834966,0,2,0,2,95.78,47.05
Indiana St.,-0.087861113,9.212212026,0.724621866355071,-1.06627994264351,-2.13121562124794,-3.19749556389148,0,0,2,2,86.5,29.81
Iona,3.545742989,9.61725986,0.768737055434565,3.66850633227263,-6.34656336111699,-2.6780570288444,NA,NA,NA,NA,NA,NA
Iowa,7.252213478,12.19630015,0.60848836122277306,11.7764982828997,0.822709196692726,12.5992074795925,0,1,1,2,92.56,41.46
Iowa St.,13.4917953,8.008909702,0.374274854970994,10.3304048409059,6.83957515106668,17.1699799919726,0,0,4,4,89.24,46.68
IUPUI,6.427925706,3.630329072,0.419968497949651,-0.301622387757961,-1.52061194155198,-1.82223432930994,NA,NA,NA,NA,NA,NA
Jackson St.,-0.781563878,3.572859049,0.491821337720411,-13.892689385826,1.87669000712011,-12.0159993787058,NA,NA,NA,NA,NA,NA
Jacksonville,3.949485734,2.973740041,0.541405837271405,-0.511204976999629,-5.28566486333207,-5.79686984033166,NA,NA,NA,NA,NA,NA
Jacksonville St.,10.08886874,0.886951983,0.2842,1.14403713349274,2.49348336655322,3.63752050004594,NA,NA,NA,NA,NA,NA
James Madison,2.448674202,6.638831079,0.695613679372803,-4.80110653097498,-2.83363212813555,-7.63473865911053,0,0,1,2,83.54,25.07
Kansas,9.874584913,4.883549929,0.552453200722182,9.96103700712438,7.00546265504861,16.966499662173,0,5,0,5,95.48,64.4
Kansas St.,9.937028557,5.012601852,0.537939994922418,-1.45544309611388,16.5966149947971,15.1411718986833,0,1,4,5,86.81,47.03
Kennesaw St.,-1.507046878,3.148253024,0.594127888949841,-9.28966054977606,-5.47247343141544,-14.7621339811915,0,0,0,1,80,10
Kent St.,9.550788701,6.665881962,0.552320701021641,3.23776929788832,-1.21499190549618,2.02277739239212,0,0,1,1,87,17
Kentucky,16.22236896,3.187409997,0.368020812487493,7.59132789807566,13.5288649949205,21.1201928929963,3,2,0,5,98.33,69.87
La Salle,2.791778922,5.258626074,0.641001516303412,-2.85363953142004,-0.931617832480723,-3.78525736390077,0,0,3,3,87.03,38.15
La.-Monroe,9.793393016,7.005089998,0.457417033186725,4.97943851187672,-3.12731580716268,1.85212270471406,NA,NA,NA,NA,NA,NA
Lafayette,1.131427526,7.50139299,0.891690626708689,-0.839049618544152,-8.55057466864555,-9.38962428718971,NA,NA,NA,NA,NA,NA
Lamar University,8.906710207,-0.807590008,0.542089339572899,-0.286185064927052,-3.5358710479001,-3.82205611282714,NA,NA,NA,NA,NA,NA
Lehigh,8.320373297,5.895980835,0.492565583862108,7.06468727241838,-8.08108141456999,-1.01639414215156,NA,NA,NA,NA,NA,NA
Liberty,3.758149028,10.76474977,0.7588,-2.76380432296393,9.36315963974497,6.59935531678103,0,0,1,1,86.78,16.78
Lipscomb,11.29964578,0.923430026,0.357457017193123,10.6403563122196,-0.233043333736333,10.4073129784833,NA,NA,NA,NA,NA,NA
Little Rock,5.051074445,3.098816037,0.700410888125711,-0.983134325413733,-2.98758464916896,-3.97071897458267,NA,NA,NA,NA,NA,NA
LIU Brooklyn,0.808323383,6.625437915,0.750755329662572,-1.60332342486145,-4.64997242356657,-6.25329584842798,NA,NA,NA,NA,NA,NA
Long Beach St.,8.015179545,0.332925498,0.23109243697479,1.65770266171354,-5.33200062928699,-3.67429796757343,0,0,2,2,91.28,38.34
Longwood,0.487782925,5.986660898,0.661237117734192,-4.08584773922236,-2.25090441634501,-6.33675215556735,NA,NA,NA,NA,NA,NA
Louisiana,8.903115213,2.122994959,0.351682281182364,6.39196341843431,-7.66156543217068,-1.26960201373636,0,0,1,1,87.02,17.02
Louisiana Tech,3.19294247,7.456586033,0.735743344515024,-1.80850960508283,3.20598717569413,1.39747757061137,0,0,3,3,85.67,35.18
Louisville,3.270698413,13.21370983,0.67060236141685,7.41163082630704,8.48987969655079,15.9015105228578,1,4,1,6,95.12,66.99
Loyola Chicago,5.347627163,5.065201879,0.609855313641196,-5.67691780940319,9.04711338551297,3.37019557610969,NA,NA,NA,NA,NA,NA
Loyola Maryland,6.25849e-7,7.391357034,0.891061452513967,-1.1657397821174,-5.80382599806961,-6.96956578018705,NA,NA,NA,NA,NA,NA
Loyola Marymount,3.893377125,7.602190018,0.585484766822324,-6.17807346969456,9.21519990373006,3.03712643403544,NA,NA,NA,NA,NA,NA
LSU,9.696327329,9.974679708,0.5972,13.5638792216926,2.20287668709223,15.7667559087848,1,1,1,3,92.89,54.3
Maine,0.604414165,2.316209942,0.535481585008169,-10.347958227789,-2.55434341891021,-12.9023016466993,NA,NA,NA,NA,NA,NA
Manhattan,-0.200787738,2.339720935,0.835256289010781,-16.4907197400653,5.40952638597055,-11.0811933540949,NA,NA,NA,NA,NA,NA
Marist,8.077052929,-0.072219197,0.29671868747499,-6.77833373611103,-0.753177330195884,-7.53151106630692,NA,NA,NA,NA,NA,NA
Marquette,7.031578541,8.228800058,0.591300861896172,7.69897434565477,4.91473987897868,12.6137142246335,0,1,1,2,91.99,40.64
Marshall,7.75295639,4.172010958,0.5468,8.51840218892712,-9.0395014268571,-0.521099237929957,0,0,3,3,86.09,35.66
Maryland,4.244987845,13.92224002,0.832899739843906,4.69296840523181,10.1266312643033,14.8195996695351,0,2,3,5,91.63,57.75
Massachusetts,6.321843386,3.735839963,0.419165953705957,-1.11511366154066,-2.86557201297309,-3.98068567451376,0,1,2,4,87.02,47.91
McNeese,1.402270012,4.429949999,0.372595935221306,-6.91431097930895,-5.96132649463072,-12.8756374739396,NA,NA,NA,NA,NA,NA
Memphis,11.26029542,2.158470035,0.291220556745182,11.3195695036614,-1.981664516496,9.33790498716536,2,5,0,7,97.63,70.11
Mercer,2.067352712,7.525200009,0.552220888355342,-2.01465677822061,-0.102384342024799,-2.1170411202454,NA,NA,NA,NA,NA,NA
Miami (FL),8.808543444,7.242256105,0.502275312855518,3.50517562088053,4.50203883663134,8.00721445751192,0,2,1,3,94.54,57.27
Miami (OH),2.789022803,8.443610072,0.634926985397079,-1.29182758574481,3.68240102094149,2.39057343519666,0,0,2,3,83.66,32.71
Michigan,9.797749519,9.50048995,0.541725035021013,3.88038482170641,16.4998936074755,20.380278429182,0,2,0,2,94.32,43.82
Michigan St.,9.233511448,12.20739031,0.655660461866456,11.7849540596117,11.6874638462837,23.4724179058953,0,2,1,3,95.07,58.62
Middle Tenn.,0.098369837,5.695371866,0.67132083369905,-5.05391561162845,-0.260630584273752,-5.31454619590221,0,0,3,3,86.41,36.62
Milwaukee,2.655666292,4.141113043,0.58843537414966,-5.83813956742333,-1.98140056353994,-7.81954013096327,NA,NA,NA,NA,NA,NA
Minnesota,9.815584421,5.151260138,0.397242467852003,4.78675918749326,6.47527405151189,11.2620332390052,0,2,2,4,90.38,53.57
Mississippi St.,11.26399958,10.75226986,0.577703027390677,9.96385891376629,5.14130307451169,15.105161988278,0,1,2,3,89.88,45.93
Mississippi Val.,2.927863091,-0.331618994,0.363587646914886,-9.91503316174179,-9.85289759287829,-19.7679307546201,NA,NA,NA,NA,NA,NA
Missouri,5.805837572,8.767247975,0.658910329171396,-0.597418775912654,8.49177359640754,7.89435482049492,0,1,2,3,92.27,51.79
Missouri St.,5.055508792,4.713389993,0.483893232734094,-3.80453176037513,2.79115209303401,-1.01337966734111,0,0,2,2,89.19,34.72
Monmouth,0.748471804,2.997225523,0.761767340670591,-7.93721145798738,-0.455124570051646,-8.39233602803904,NA,NA,NA,NA,NA,NA
Montana,6.192048207,4.024772003,0.383320581484315,1.08690582838562,1.82254892950653,2.90945475789211,NA,NA,NA,NA,NA,NA
Montana St.,5.749101877,7.479949951,0.444777911164466,3.49341539240939,-9.69170535979309,-6.19828996738372,NA,NA,NA,NA,NA,NA
Morehead St.,5.487180024,3.606383979,0.5666,-2.67752572118042,-3.53645624147939,-6.21398196265988,NA,NA,NA,NA,NA,NA
Morgan St.,-0.667301148,2.157757983,0.703088555106088,-4.47814266821473,-10.0462469435535,-14.5243896117682,NA,NA,NA,NA,NA,NA
Mount St. Mary's,-4.56721e-6,4.2981181,0.960045976649531,-8.40649455680749,-3.61206189227546,-12.0185564490829,NA,NA,NA,NA,NA,NA
Murray St.,8.777544051,6.800779939,0.472,6.84300090587655,2.99156023195258,9.83456113782913,0,0,2,1,0,0
N.C. A&T,1.80615294,3.606060028,0.4666,-7.66759653239137,-1.59574638609413,-9.26334291848552,NA,NA,NA,NA,NA,NA
N.C. Central,3.960220136,1.511405051,0.377516316700989,-7.81804300729055,-1.31041797346381,-9.12846098075435,NA,NA,NA,NA,NA,NA
Navy,2.319379628,3.856529057,0.55996198441361,-6.71145639984825,-1.25254187377326,-7.96399827362145,NA,NA,NA,NA,NA,NA
NC State,4.400762558,12.95729005,0.715686274509804,11.4026162436529,1.67543801465291,13.0780542583058,0,2,1,3,92.48,53.6
Nebraska,19.53895211,0,0.0412,5.55960645895754,6.58925464152812,12.1488611004857,0,1,5,6,88.36,50.22
Nevada,15.27485371,3.380429983,0.1578,8.84497010364384,5.90359009110757,14.7485601947514,0,0,1,1,88,18
New Hampshire,-0.166930974,-0.874009043,0.746203721518641,-16.853253187139,0.532056998963959,-16.3211961881749,NA,NA,NA,NA,NA,NA
New Mexico,2.928994287,7.644580007,0.648137417324201,3.94747283601602,-5.37644681346557,-1.42897397744956,0,0,2,2,90.2,36.54
New Mexico St.,2.825653642,6.178245872,0.755382676372458,4.20718296286861,6.31300034023648,10.520183303105,NA,NA,NA,NA,NA,NA
New Orleans,3.048420997,2.724527877,0.75475945524737,-4.31785945022446,-2.82817154322824,-7.14603099345263,NA,NA,NA,NA,NA,NA
Niagara,4.810882226,3.933710933,0.391443422630948,-0.842329688689718,-9.43193208317319,-10.2742617718629,NA,NA,NA,NA,NA,NA
Nicholls St.,5.561043829,1.404027223,0.563507807172683,-3.71523727210431,-6.29510471557905,-10.0103419876833,NA,NA,NA,NA,NA,NA
NJIT,8.82987e-6,7.374994831,0.893307171107091,-3.46150356534338,1.65205082967351,-1.80945273566985,NA,NA,NA,NA,NA,NA
Norfolk St.,7.251614183,0.663486004,0.248765541515788,-2.5005034778575,-3.24683679642668,-5.7473402742842,NA,NA,NA,NA,NA,NA
North Ala.,2.083034918,2.025527075,0.678770382384853,-6.29643068525071,-2.19787242445807,-8.4943031097087,NA,NA,NA,NA,NA,NA
North Carolina,17.32460976,2.786639929,0.2678,19.0934785319333,3.65079868781542,22.7442772197487,2,1,1,4,96.76,67.23
North Dakota,3.442044616,4.336330041,0.762071504297599,-3.42834775519459,-3.41126405573119,-6.83961181092582,0,0,1,1,84,14
North Dakota St.,1.652494043,10.86984402,0.879125927955958,-1.34921391848277,-1.40283169754276,-2.75204561602554,0,0,1,1,86,16
North Florida,2.848126575,7.603576168,0.804760952190438,3.14596344588776,-4.95135406699424,-1.80539062110645,NA,NA,NA,NA,NA,NA
North Texas,4.853235394,4.216418892,0.599761504848394,-6.59219529684726,6.48581017620187,-0.106385120645351,0,0,1,1,87.84,17.84
Northeastern,7.863171577,7.867650032,0.488902219556089,2.89889399473272,1.67996658043461,4.57886057516735,0,0,1,1,85.28,15.28
