"player","team","yr","trank_ppg","mins_pct","year"
"Chandler Levingston Simon","Valparaiso","So",0.595186,1.3,2016
"John Dawson","Liberty","Jr",1.68076,57.8,2016
"Deonte Burton","Iowa St.","Jr",2.6478,34.5,2016
"John Egbunu","Florida","So",2.33597,59.3,2016
"Demetrius Henry","La Salle","Jr",1.14699,45.2,2017
"Desmond Ringer","Mercer","So",0.962365,40.9,2016
"Jaylen Shaw","Coastal Carolina","Jr",1.25604,74,2016
"Jalen Jackson","Arkansas Little Rock","Jr",1.24922,37.1,2016
"Nick Davis","South Alabama","So",-0.20788,25.8,2016
"Julian Harrell","Eastern Washington","Jr",1.40011,36.7,2016
"Pat Birt","Tulsa","Jr",2.16245,67.4,2016
"Kyle Davis","BYU","Jr",2.11234,67.7,2016
"JoJo McGlaston","Bradley","Jr",0.651439,54.3,2017
"Malcolm Allen","Northern Arizona","Sr",-1.08907,1.5,2018
"Jairus Lyles","UMBC","So",3.45262,59,2016
"Ismaila Dauda","North Florida","Sr",-0.416838,2.7,2016
"Frank Booker","Florida Atlantic","Jr",0.345267,41.3,2017
"Wayne Martin","Tennessee St.","Jr",1.04423,61.6,2016
"Bobby Word","Cleveland St.","Jr",1.11026,76.3,2017
"David Kadiri","Buffalo","Jr",0.889051,25.8,2016
"Keith Frazier","North Texas","Sr",0.669411,6.7,2017
"Keith Frazier","UTEP","Sr",1.28857,36.8,2018
"Chris Jenkins","NJIT","So",0.714809,34.5,2016
"Manu Lecomte","Baylor","Jr",4.07709,71.5,2017
"Naiel Smith","Ball St.","Jr",-1.0619,46.5,2016
"Kendell Ramlal","UTSA","Sr",0.170698,20,2018
"Reggie Theus Jr.","Cal St. Northridge","Jr",-0.0944288,30.1,2017
"Kyle Benton","North Carolina Central","Jr",1.37559,56.3,2016
"Grant White","Grand Canyon","Sr",0.0682181,5,2016
"Frank Bartley IV","Louisiana Lafayette","Jr",2.9787,82.2,2017
"Sean Obi","Duke","So",0.128783,1.9,2016
"Sean Obi","Maryland","Sr",0.422572,9.8,2018
"Derail Green","Incarnate Word","Jr",1.17016,69,2016
"Anders Broman","Winthrop","Jr",1.76941,54.5,2017
"Kerwin Okoro","Norfolk St.","Sr",-0.0416092,33.8,2017
"Junior Etou","Tulsa","Jr",2.84383,72.8,2017
"Nick Griffin","Saint Peter's","Jr",1.68543,57.5,2017
"Cole Harrison","William & Mary","Sr",0.173296,12.8,2018
"Dylan Jones","Rice","Sr",0.0234119,14.5,2018
"Martez Walker","Oakland","So",2.9868,42.8,2016
"Damarcus Croaker","Murray St.","Jr",0.222113,67,2016
"Aakim Saintil","LIU Brooklyn","Jr",1.29329,72.2,2016
"Jeff Lowery","Central Arkansas","Jr",-0.177806,59.9,2016
"Quinten Payne","Dartmouth","Jr",-0.164603,4.6,2016
"Jake Fay","Hartford","So",-0.44403,1.1,2016
"Joshua Phillips","Chattanooga","Sr",0.904355,46.8,2018
"David Wishon","Lipscomb","Sr",-0.138909,19.4,2016
"Maurice Taylor Jr.","Niagara","Jr",-0.757315,29.1,2016
"Kyle Steward","UMKC","Jr",1.40215,52.9,2016
"Roddy Peters","South Florida","So",0.414291,20.2,2016
"Roddy Peters","Nicholls St.","Sr",3.15828,69.2,2018
"Conner Frankamp","Wichita St.","So",1.9136,35,2016
"Matej Buovac","Sacred Heart","Jr",0.538364,54.1,2016
"Mark Alstork","Wright St.","So",1.94102,66.6,2016
"Kareem Canty","Auburn","Jr",3.79488,57.8,2016
"Craig Hinton","Appalachian St.","Jr",0.632348,33.7,2017
"A.J. Davis","UCF","So",1.7994,77.9,2016
"Greg Alexander","Mount St. Mary's","Jr",0.790872,62.9,2017
"Kennedy Eubanks","UT Arlington","Sr",0.568036,39.3,2016
"Nnamdi Enechionyia","Saint Peter's","Jr",0.801715,51.5,2017
"Ray Barreno","Portland","Jr",-0.286611,34.5,2016
"Jordan Capps","Southeastern Louisiana","Jr",0.980529,50.1,2016
"Devon Thomas","Texas Tech","Jr",0.049857,30.3,2016
"Shane Rector","Utah St.","Jr",1.54661,59.7,2016
"Wes Clark","Buffalo","Sr",3.67753,54.9,2018
"Ty Toney","Eastern Michigan","Jr",0.956279,76.2,2016
"Dion Wade","Miami OH","So",0.107869,44.4,2016
"Jerron Martin","Texas Southern","Jr",0.139026,15.5,2016
"Jerron Martin","Illinois St.","Sr",-0.506133,7.2,2018
"Aaron Siler","Southern Illinois","Jr",0.0284608,0.2,2016
"Michael Wolfe","North Carolina Central","Jr",-0.282069,3.5,2017
"DeAngelo Stewart","IPFW","Jr",1.52275,51.9,2016
"Josh Hearlihy","Vermont","Jr",-0.328123,18.9,2017
"Payton Henson","Vermont","Jr",2.52567,58.3,2017
"Van Rolle","Towson","Jr",-0.0088372,0.8,2017
"Stevie Repichowski","Nicholls St.","Jr",0.54936,61.6,2017
"Malcolm Duvivier","Akron","Sr",1.20803,80.9,2018
"Charles Taylor Jr.","Jackson St.","Jr",-1.45563,9.7,2018
"David Jesperson","Green Bay","Jr",-0.0137653,18.8,2017
"Brandon Goodwin","Florida Gulf Coast","Jr",4.34703,81.1,2017
"Malcolm Brooks","Cal St. Fullerton","Sr",2.03293,50.1,2016
"Sean Grennan","San Francisco","Sr",0.291363,13.1,2016
"Benas Griciunas","Charlotte","So",0.363822,19,2016
"Jaron Hopkins","Fresno St.","Jr",1.84185,73.4,2017
"Dustin Thomas","Arkansas","Jr",1.23014,45,2017
"Mario Matasovic","Sacred Heart","Jr",0.599581,29,2017
"Carlton Hurst","South Dakota","Jr",1.99226,72.5,2017
"Mike Owona","North Carolina A&T","Jr",-0.354625,5,2016
"Patrick Wallace","Charleston Southern","Jr",0.803536,61.1,2016
"Rashaan Surles","Mississippi Valley St.","Jr",-0.913092,45.2,2016
"Andre Adams","Arizona St.","So",0.457724,6,2017
"Zach Lofton","Texas Southern","Jr",2.33596,80.9,2017
"Reggie Lynch","Minnesota","Jr",1.65444,54.9,2017
"Bryson Scott","Fort Wayne","Jr",2.17895,71.3,2017
"Drick Bernstine","North Dakota","So",-0.0482425,76.1,2016
"Jahmel Taylor","Fresno St.","So",1.54581,18,2016
"Nigel Williams-Goss","Gonzaga","Jr",4.64153,79.6,2017
"Tim Myles","Cal St. Fullerton","Jr",-0.315149,30.7,2016
"Tim Myles","Houston Baptist","Sr",-0.673062,17.8,2018
"Wadly Mompremier","Little Rock","Sr",-0.232985,25.2,2018
"Alex Thompson","Samford","Jr",1.7065,63,2017
"Kahlil Dukes","Niagara","Jr",2.52051,83.4,2017
"Xavier Williams","Tennessee St.","Jr",-0.30575,3.5,2017
"Nick King","Alabama","Jr",-0.4379,6.4,2017
"Mitch Hahn","Nebraska Omaha","So",2.65094,64.4,2017
"Jeremy Combs","LSU","Sr",0.649049,3.9,2018
"Aaren Edmead","North Carolina A&T","Sr",0.504106,56.9,2018
"Zacarry Douglas","North Carolina Central","Sr",0.0647632,30,2018
"Justin Coleman","Samford","Sr",3.19319,82.2,2018
"Chinonso Obokoh","St. Bonaventure","Sr",-1.02252,4.3,2017
"JaQuel Richmond","UNC Wilmington","So",0.779553,24.7,2017
"Zach McRoberts","Indiana","So",0.640381,25.2,2017
"Deshaun Morman","Towson","Jr",1.37951,64.9,2017
"Isaac Neilson","Utah Valley","Jr",2.03231,54.6,2017
"Shawn Roundtree","Central Michigan","Jr",2.39909,83.1,2018
"A.J. Astroth","Hampton","Sr",0.775774,41.3,2017
"Jake Toolson","Utah Valley","So",2.7284,68.3,2018
"Brandan Stith","Old Dominion","So",1.82496,56.8,2016
"Jimmy Barton","Missouri","So",-0.402799,3.8,2016
"Namon Wright","Colorado","Jr",1.19983,53.1,2018
"Jakeenan Gant","Louisiana Lafayette","Jr",2.87627,60.3,2018
"Joe Burton","Valparaiso","Jr",1.75716,20.9,2018
"Tyree Griffin","Southern Miss","Jr",2.82774,90.1,2018
"Japhet Kadji","North Carolina A&T","Jr",-0.266721,28.6,2018
"Jordan Swopshire","Colgate","So",1.68949,62.8,2016
"Stuckey Mosley","James Madison","Jr",2.90337,87.5,2018
"Darius Austin","Jackson St.","Sr",-0.704308,51.5,2018
"Deshon Taylor","Fresno St.","So",3.26213,69.4,2017
"Jabari McGhee","Western Kentucky","So",0.623849,21.4,2017
"David Collette","Utah","Jr",3.30906,46.1,2017
"Nick Faust","Long Beach St.","Sr",3.34124,76.8,2016
"Ryan Anderson","Arizona","Sr",4.15633,69.3,2016
"Keondre Dew","Oregon St.","Jr",-1.23712,5.2,2017
"Sandy Cohen III","Green Bay","Sr",2.14462,59.9,2018
"Marques Townes","Loyola Chicago","Jr",2.24766,70.6,2018
"Corey Henderson Jr.","Tulsa","Jr",1.33637,55.9,2017
"Taylor Bessick","Iona","Jr",0.278787,21.4,2016
"Nyaires Redding","Wyoming","Jr",0.575763,32.5,2018
"Tyler Lewis","Butler","Jr",2.08328,41.7,2016
"Javon Bess","Saint Louis","Jr",2.57171,90.5,2018
"Eron Harris","Michigan St.","Jr",2.33878,51.9,2016
"Darren Payen","Vermont","Jr",0.729515,47.4,2016
"Travis Berry","Sacred Heart","Jr",-0.390842,0.3,2016
"Jamal Aytes","BYU","Jr",-0.0517834,11.6,2016
"T.J. Thomas","Drake","Jr",0.527194,50.6,2017
"Paris Maragkos","American","Jr",0.676697,37,2016
"Jeremy Jones","Gonzaga","So",0.0241779,5.6,2017
"Clayton Custer","Loyola Chicago","So",2.59346,79.4,2017
"Fallou Ndoye","Cal St. Bakersfield","Jr",-0.684208,19.1,2017
"Isaiah Gurley","Texas St.","Jr",-0.153494,18.8,2018
"Cavon Baker","Saint Peter's","Sr",0.859691,39.3,2017
"Max Twyman","Hartford","So",-0.293594,12.5,2017
"Oliver Black","Little Rock","So",-0.243851,46,2017
"Toby Van Ry","UTSA","Jr",-0.426038,12.5,2018
"Ed Jones","Alabama St.","Jr",-0.0158163,45.8,2018
"Jordan Tyson","Georgia St.","Jr",-0.441756,24.3,2018
"Kourtlin Jackson","Southern Miss","Sr",2.42859,68.1,2016
"Cane Broome","Cincinnati","Jr",1.94349,48.5,2018
"Brandone Francis","Texas Tech","Jr",1.01248,38,2018
"Scotty Tyler","Milwaukee","So",0.290896,3,2016
"Terry Winn","UT Rio Grande Valley","Jr",1.01506,26.8,2018
"J.C. Show","Binghamton","So",2.39924,26.1,2017
"Paschal Chukwu","Syracuse","So",-1.42499,7.9,2017
"Egor Koulechov","Rice","So",3.16541,85.6,2016
"Jordan Reed","New Hampshire","So",-1.41767,69,2017
"B.J. Gladden","Georgia Southern","Jr",-0.49958,49.9,2017
"Arnaud William Adala Moto","Towson","Jr",2.17604,70.9,2016
"Xavian Stapleton","Mississippi St.","So",1.36897,30,2017
"Leo Edwards","Kent St.","Jr",-0.0759512,4.8,2017
"Qiydar Davis","Indiana St.","Sr",1.7529,59.1,2018
"Tarin Smith","Duquesne","So",0.367958,71.5,2017
"Taishaun Johnson","Kent St.","Jr",-0.705057,4.3,2018
"Isaiah Manderson","South Florida","Jr",-0.365561,2.4,2017
"Kanayo Obi-Rapu","East Tennessee St.","Jr",0.297733,18.7,2018
"Elston Jones","UC Irvine","Jr",0.539606,38.6,2018
"Richard Lee","Southern","Sr",0.0658307,16.6,2018
"Emmitt Holt","Providence","Jr",2.9547,66.3,2017
"Riley Dearring","Cal St. Fullerton","Jr",-0.540912,1.4,2017
"Nathan Hawkins","UT Arlington","So",-0.728552,35,2016
"Johnny Zuppardo","Mississippi St.","Sr",0.370343,28.8,2016
"Bola Alade","UTSA","So",-0.241587,7.2,2017
"Isaiah Jackson","Providence","Jr",1.10404,41.7,2017
"Tyler Cavanaugh","George Washington","Jr",4.30066,75.6,2016
"Idy Diallo","UC Riverside","Jr",-0.427413,24.4,2018
"Tim Williams","New Mexico","Jr",4.14406,83.9,2016
"Lucas Woodhouse","Stony Brook","Jr",1.82882,64.4,2016
"Eliel Gonzalez","North Carolina A&T","Jr",1.10337,54.8,2017
"Christian Harrison","Georgia","Jr",-0.588337,0.2,2018
"B.J. Stith","Old Dominion","So",1.23254,60.2,2017
"Avery Patterson","Alcorn St.","Jr",-1.00086,39.3,2017
"DJ Clayton","Illinois St.","Jr",0.716175,61,2017
"Samuel Dingba","Vermont","Jr",0.361914,8,2018
"Torin Dorn","North Carolina St.","So",1.89812,59.5,2017
"Kaleb Joseph","Creighton","Jr",1.33405,7.8,2018
"Larry Austin Jr.","Vanderbilt","Jr",0.295896,19.7,2018
"Raasean Davis","North Carolina Central","Jr",2.19678,74.2,2018
"Roschon Prince","Long Beach St.","So",0.701422,45.3,2016
"Steve Taylor, Jr.","Toledo","Sr",2.31387,75.2,2017
"Devin Wyatt","Incarnate Word","So",0.107258,33.2,2017
"Michael Gilmore","Florida Gulf Coast","Jr",-0.0248869,32.6,2018
"Jeremiah Jefferson","Jackson St.","Jr",0.471261,60.3,2018
"Dylan Osetkowski","Texas","Jr",2.40999,84.8,2018
"Princeton Onwas","San Jose St.","Sr",1.00039,64,2016
"David Cohn","William & Mary","So",3.11562,74.4,2016
"Joey Frenchwood","Lamar","Jr",0.501643,64,2017
"Bryce Jackson","North Texas","Jr",0.154799,6.3,2017
"Dwain Whitfield","Arkansas Pine Bluff","Jr",0.151801,3.2,2018
"Traylin Farris","Portland St.","Jr",1.93511,54.4,2017
"Collin Weaver","Nevada","Jr",-0.70239,0.6,2017
"Colton Weisbrod","Lamar","Jr",2.02164,80.6,2017
"Sam Hunt","North Carolina A&T","So",2.06072,74.7,2016
"Shawn Olden","TCU","Jr",0.37012,25.3,2018
"Eric Cooper Jr.","Pepperdine","Jr",2.66571,42.9,2018
"Jorge Rosa","New Orleans","Jr",0.431953,28.6,2017
"Jack Purchase","Hawaii","So",1.87096,75.6,2017
"Dusty Hannahs","Arkansas","Jr",3.62068,66.4,2016
"Miles Reynolds","Pacific","Jr",2.47914,78.1,2018
"Marcus Bartley","Southern Illinois","Jr",0.508328,54.5,2018
"Milik Yarbrough","Illinois St.","Jr",3.69271,68.3,2018
"AJ John","UC Davis","Jr",1.78925,50.5,2018
"D.J. Foreman","Saint Louis","Jr",0.628029,46.8,2018
"Ibrahima Diallo","Manhattan","Sr",-0.112127,1.3,2018
"Jace Hogan","Jacksonville","Jr",2.40336,64.7,2018
"Shelton Mitchell","Clemson","So",2.83358,59.2,2017
"Matt Van Scyoc","Indiana St.","Jr",0.270083,54.3,2016
"Luke Doyle","Stetson","So",1.16077,60.2,2016
"Shadell Millinghaus","Texas Tech","Jr",0.642247,31.1,2017
"Paul Jorgensen","Butler","Jr",2.95796,67.2,2018
"Lance Tejada","Lehigh","Jr",2.17456,65.3,2018
"Patrick Cole","North Carolina Central","Jr",1.55146,58.4,2016
"Terry Larrier","Connecticut","So",2.16908,8.2,2017
"Denzel Dulin","Alcorn St.","Sr",-0.0550891,73.1,2017
"Dwayne Morgan","Southern Utah","Jr",0.919049,43.8,2018
"Jordan Cornish","Tulane","Jr",0.795838,75,2018
"Rodney Simeon","Alabama St.","Jr",1.02878,60.6,2017
"Charles Tucker Jr.","Sacred Heart","Jr",-0.608677,67,2017
"Eric Paschall","Villanova","So",1.92667,54.2,2017
"Willie Carmichael","Western Kentucky","So",-0.256868,1.8,2017
"Kevin Zabo","Kent St.","Jr",0.377578,44.4,2017
"Nick Banyard","Illinois St.","Jr",0.10797,49.2,2016
"Karonn Davis","Coppin St.","Sr",0.81215,77.2,2018
"Devin Watson","San Diego St.","Jr",2.70969,78.9,2018
"A.J. Lapray","Rice","Sr",0.888579,14.6,2018
"Paul Jackson","Eastern Michigan","Jr",2.00919,88.2,2018
"Byron Hawkins","Murray St.","Jr",1.0668,42.5,2018
"Wally Ellenson","Marquette","Jr",0.268903,19,2016
"Gerdarius Troutman","Florida Atlantic","Jr",2.17199,45.2,2017
"Scott Plaisance","New Orleans","Jr",-0.478628,28.6,2018
"Tom Rivard","Colgate","So",1.46616,60.8,2016
"Quinton Thomas","Southeastern Louisiana","Jr",0.0410675,18,2018
"Elijah Brown","New Mexico","So",4.5513,83.8,2016
"Jafar Kinsey","North Dakota","Jr",-0.951007,18.4,2018
"Devin Mitchell","Georgia St.","So",0.675326,29.1,2017
"Dulani Robinson","Texas Southern","Sr",0.136387,54.4,2017
"Leon Tolksdorf","American","Jr",0.0171746,17.6,2016
"Robbie Berwick","Colorado St.","Jr",0.423769,15.5,2018
"Sidney Umude","Southern","Sr",0.591797,30.6,2018
"Nolan Cressler","Vanderbilt","Jr",0.746134,27.8,2016
"Peter Jurkin","East Tennessee St.","Jr",0.690633,30.3,2016
"K.J. Maura","UMBC","Jr",1.91809,80.3,2017
"Cole Huff","Creighton","Jr",2.38115,55.5,2016
"Jontrell Walker","Ball St.","Jr",1.1427,23.3,2018
"Tre Harris","SIU Edwardsville","So",1.34105,35.2,2017
"Konner Frey","Utah Valley","Jr",1.49314,70.2,2016
"Konner Frey","Montana St.","Sr",1.68064,41.6,2018
"Jalen Hudson","Florida","Jr",3.5789,65.7,2018
"Isaac Fleming","East Carolina","Jr",1.62967,79.3,2018
"Jonathan Sanks","Canisius","Jr",0.826491,37.6,2018
"Khari Harley","Little Rock","Sr",-0.992468,3.8,2018
"Jadon Cohee","Southern Utah","Sr",1.55663,83.5,2018
"Deandre Burnett","Mississippi","Jr",3.45573,68.2,2017
"Omar Sherman","Louisiana Tech","Jr",1.23923,51.2,2017
"Kadeem Smithen","Siena","So",-0.152653,34.4,2017
"Isaiah Williams","Georgia St.","So",1.43297,61.4,2016
"Isaiah Hobbs","Texas","Fr",-0.319147,0.3,2017
"Dusan Langura","Mississippi Valley St.","Jr",0.0326512,5.9,2016
"Miles Overton","Drexel","Jr",-0.00856142,41.6,2017
"Trey Porter","Old Dominion","So",1.17638,36.2,2017
"Hallice Cooke","Iowa St.","So",0.473919,24.6,2016
"Hallice Cooke","Nevada","Sr",1.93419,49.7,2018
"Nick Osborne","IUPUI","Jr",0.902386,47.2,2016
"Matt O'Leary","IUPUI","Jr",1.45463,69.4,2016
"Darell Combs","IUPUI","Jr",2.20176,73.8,2016
"Christian Griggs-Williams","Tennessee St.","Sr",0.0689407,35.9,2016
"Matt MacDonald","Penn","Jr",0.476754,40.1,2017
"Dwight Coleby","Kansas","Jr",0.438521,9.2,2017
"Davonte Fitzgerald","Minnesota","Sr",0.271757,31.9,2018
"James Bourne","College of Charleston","Sr",0.0753106,24.9,2016
"Jermaine Davis II","Texas Southern","Sr",-0.917959,4.4,2016
"Armani Collins","Bethune Cookman","Jr",-0.509469,26.7,2018
"Namdi Okonkwo","Pacific","Sr",1.79686,48.4,2018
"Dwayne Sutton","Louisville","So",1.42023,37.5,2018
"Dylan Smith","Arizona","So",0.677576,35,2018
"Trae Bryant","Maine","Jr",0.311865,14.8,2018
"Elijah Bryant","BYU","So",2.19793,41.8,2017
"Josh Cunningham","Dayton","So",1.59658,13,2017
"James Kelly","Marshall","Sr",3.30572,75.9,2016
"Kyle Washington","Cincinnati","Jr",2.96575,61.3,2017
"Calaen Robinson","Portland St.","Jr",0.612946,72.6,2016
"Jimmy Gavin","Winthrop","Sr",3.7419,86.6,2016
"AJ Harris","New Mexico St.","So",1.05273,68.4,2018
"Keyshawn Woods","Wake Forest","So",3.72037,76.3,2017
"Maurice O'Field","Nicholls St.","Sr",1.52995,2.2,2018
"Torren Jones","Fresno St.","Jr",1.71845,37.5,2016
"Derrick Bruce","Texas Southern","Jr",1.54902,73,2018
"Marcquise Reed","Clemson","So",2.79381,53.8,2017
"Nick Madray","Eastern Michigan","Jr",-0.0012522,33.8,2017
"Yemi Makanjuola","SIU Edwardsville","Sr",0.35906,43.5,2016
"Ty Taylor","UNC Wilmington","So",1.57576,73.6,2018
"Rob Marberry","Lipscomb","So",2.4696,60.1,2017
"Devin Carter","Arkansas St.","Jr",3.16426,89.7,2016
"Rene Castro","Duquesne","So",-0.235019,8.6,2016
"Jordan Potts","Bethune Cookman","Jr",1.81101,94,2016
"Austin Grandstaff","DePaul","So",-0.536211,12,2018
"Mickey Mitchell","Arizona St.","So",1.50867,41.9,2018
"Bakari Evelyn","Valparaiso","So",1.93214,79.7,2018
"Kamari Murphy","Miami FL","Jr",1.48255,56.7,2016
"Ahmad Fields","Drexel","So",0.03184,3.9,2016
"Dominic Artis","UTEP","Jr",1.55808,79.8,2016
"Xzavier Taylor","Fort Wayne","Jr",0.156959,37.7,2017
"Dallas Anglin","Northern Colorado","Sr",1.71672,47.8,2016
"Matt Mooney","South Dakota","So",2.79042,79.4,2017
"Will Magarity","Davidson","Jr",1.24049,54.8,2017
"Pookie Powell","La Salle","So",3.46624,61.3,2017
"Geremy McKay","Eastern Washington","So",0.491389,2.4,2017
