team,mins
UNC Wilmington,0.361
Weber St.,0.491
Texas A&M Corpus Chris,0.672
Milwaukee,0.58
UC Riverside,0.713
Cal Baptist,0.452
Illinois Chicago,0.239
Cornell,0.586
Longwood,0.366
New Mexico St.,0.445
St. Thomas,0.496
Brown,0.615
East Tennessee St.,0.665
Illinois St.,0.547
Toledo,0.496
Montana,0.35
Texas St.,0.602
Purdue Fort Wayne,0.625
Tulane,0.094
UMKC,0.713
Abilene Christian,0.37799999999999995
Belmont,0.27699999999999997
UC Davis,0.561
Winthrop,0.602
Indiana St.,0.031
Hawaii,0.262
Wright St.,0.508
Furman,0.521
San Jose St.,0.171
Middle Tennessee,0.621
South Dakota St.,0.275
Florida Gulf Coast,0.40700000000000003
UNC Greensboro,0.469
Mercer,0.256
Jacksonville St.,0.32
Cal St. Northridge,0.361
Youngstown St.,0.20800000000000002
Saint Peter's,0.445
Penn,0.621
Rice,0.203
South Alabama,0.42700000000000005
Drexel,0.265
Columbia,0.809
Colgate,0.528
Harvard,0.564
Georgia Southern,0.498
Southern,0.439
Old Dominion,0.364
William & Mary,0.634
Georgia St.,0.16399999999999998
Nicholls St.,0.639
North Alabama,0.419
Delaware,0.38299999999999995
Marist,0.547
Marshall,0.46799999999999997
Idaho,0.599
UTSA,0.01
Jacksonville,0.46299999999999997
Montana St.,0.687
Southern Miss,0.34600000000000003
Maine,0.536
Howard,0.512
UT Rio Grande Valley,0.306
Monmouth,0.46299999999999997
North Dakota St.,0.644
Merrimack,0.512
Fairfield,0.39799999999999996
North Carolina Central,0.5429999999999999
Evansville,0.301
American,0.8140000000000001
Pepperdine,0.11900000000000001
Gardner Webb,0.301
Lehigh,0.696
Texas Southern,0.524
Little Rock,0.319
Miami OH,0.429
Quinnipiac,0.526
Western Carolina,0.098
South Dakota,0.598
UMBC,0.6509999999999999
Morehead St.,0.156
Northern Colorado,0.34299999999999997
Eastern Michigan,0.342
Cal St. Fullerton,0.513
Rider,0.34
Cleveland St.,0.39299999999999996
Ball St.,0.43200000000000005
Navy,0.82
Wagner,0.674
Southern Utah,0.397
Iona,0
Bucknell,0.7829999999999999
Oral Roberts,0.45799999999999996
Valparaiso,0.562
FIU,0.561
Norfolk St.,0.299
Mount St. Mary's,0.43700000000000006
Northeastern,0.47600000000000003
Air Force,0.698
Charleston Southern,0.632
Missouri St.,0.07
North Dakota,0.456
Boston University,0.8009999999999999
Albany,0.28300000000000003
Bethune Cookman,0.198
Central Michigan,0.304
Tarleton St.,0.055999999999999994
Northern Arizona,0.725
Portland,0.408
Eastern Kentucky,0.23600000000000002
Alabama St.,0.562
Grambling St.,0.381
Cal St. Bakersfield,0.52
Lamar,0.589
North Florida,0.519
Elon,0.563
Bowling Green,0.363
Long Beach St.,0.040999999999999995
Queens,0.415
Central Connecticut,0.588
Portland St.,0.311
Lafayette,0.6809999999999999
Stony Brook,0.282
Louisiana Monroe,0.636
Radford,0.243
Southeastern Louisiana,0.204
Austin Peay,0.231
Fresno St.,0.128
Incarnate Word,0.38
South Carolina St.,0.5579999999999999
San Diego,0.45899999999999996
Kennesaw St.,0.302
Western Illinois,0.317
Utah Tech,0.44299999999999995
Tennessee St.,0.106
Western Michigan,0.405
Dartmouth,0.7120000000000001
Green Bay,0.376
Robert Morris,0.322
Coastal Carolina,0.10400000000000001
Morgan St.,0.76
Bellarmine,0.39
Eastern Illinois,0.504
Nebraska Omaha,0.5720000000000001
Presbyterian,0.4
Delaware St.,0.49200000000000005
Southern Indiana,0.524
Eastern Washington,0.095
Southeast Missouri St.,0.612
North Carolina A&T,0.765
Canisius,0.14300000000000002
Le Moyne,0.402
Sacramento St.,0.46799999999999997
Hampton,0.159
Niagara,0.001
Campbell,0.48100000000000004
Pacific,0.054000000000000006
Jackson St.,0.174
SIU Edwardsville,0.307
Alcorn St.,0.28300000000000003
Lindenwood,0.401
Northern Illinois,0.154
New Hampshire,0.282
Army,0.6559999999999999
Tennessee Tech,0.555
Denver,0.377
Alabama A&M,0.287
Holy Cross,0.62
Stetson,0.226
New Orleans,0.366
Chicago St.,0.369
Manhattan,0.461
Binghamton,0.38299999999999995
Siena,0.299
Sacred Heart,0.298
Fairleigh Dickinson,0.4
West Georgia,0.7
The Citadel,0.264
Idaho St.,0.228
Tennessee Martin,0.03
NJIT,0.43799999999999994
Stonehill,0.457
USC Upstate,0.001
Cal Poly,0.243
Loyola MD,0.588
Northwestern St.,0.17800000000000002
Houston Christian,0.177
LIU,0.196
Detroit Mercy,0.225
Central Arkansas,0.35600000000000004
Saint Francis,0.623
IU Indy,0
Prairie View A&M,0.096
Texas A&M Commerce,0.226
Buffalo,0.385
Maryland Eastern Shore,0
Florida A&M,0.24
Coppin St.,0.484
Arkansas Pine Bluff,0.102
Mercyhurst,0.7
Mississippi Valley St.,0.212
VMI,0.205
