"team","off_coeff","def_coeff","yusag_coeff"
"Massachusetts",0.261200006585087,-0.586097412439599,0.847297419024676
"McNeese",-5.87594805130063,6.53955065940009,-12.4154987107007
"Memphis",2.88323187492814,-2.50495547682791,5.38818735175602
"Mercer",-4.16968833520873,-4.21415556146049,0.0444672262517438
"Miami (FL)",-0.58617110235617,-13.5282868671136,12.9421157647574
"Miami (OH)",-6.27907400676912,1.1503511540696,-7.42942516083873
"Michigan",7.90506493510359,-10.3301156248838,18.2351805599874
"Michigan St.",4.04868207964746,-8.7333561123486,12.782038191996
"Middle Tenn.",0.960559865900592,-9.42611953969583,10.3866794055964
"Milwaukee",-7.91565424660246,-1.80267054284711,-6.11298370375534
"Minnesota",7.19304223948812,-6.05407720391334,13.2471194434015
"Mississippi St.",2.66822734112938,-4.0378574150557,6.70608475618511
"Mississippi Val.",-4.00698671633122,13.8659894862905,-17.8729762026217
"Missouri",-1.18848209620923,-3.1758823761191,1.98740027990984
"Missouri St.",1.39072431254948,-0.820548565333692,2.21127287788314
"Monmouth",7.50117228725646,1.13468100231436,6.36649128494208
"Montana",-1.09964798287176,0.5359054602464,-1.63555344311816
"Montana St.",1.57213160682328,6.67291699013506,-5.10078538331174
"Morehead St.",2.25467419022778,4.51320855677397,-2.25853436654621
"Morgan St.",-11.566500209581,1.84488400874947,-13.4113842183305
"Mt. St. Mary's",-5.80721901212982,-2.70426164664299,-3.10295736548685
"Murray St.",3.23969289756348,5.37458723573586,-2.13489433817242
"N.C. A&T",-11.7405899977009,9.75585679619222,-21.4964467938931
"N.C. Central",-4.71432158590413,-3.37196570673303,-1.34235587917106
"Navy",-7.92049092945711,-5.15191862675243,-2.76857230270469
"Nebraska",1.94412210582753,-3.24375933043715,5.18788143626473
"Nevada",9.29463877189799,-1.38233886093206,10.6769776328301
"New Hampshire",-4.21999547867947,-2.48381032033978,-1.73618515833968
"New Mexico",1.95535386930633,-0.980230362747835,2.93558423205421
"New Mexico St.",3.95010636393934,-1.61929827898896,5.56940464292814
"New Orleans",-4.72468584950202,-2.42313213655445,-2.30155371294749
"Niagara",-1.41878504294508,5.17366445729444,-6.59244950023948
"Nicholls St.",-2.87251549078558,10.215642048593,-13.0881575393785
"NJIT",-5.73583728934636,2.84354656697538,-8.57938385632179
"Norfolk St.",-7.15464558034881,2.97810604253668,-10.1327516228855
"North Carolina",16.4411554848665,-7.32538389528975,23.7665393801564
"North Carolina St.",8.35386492947533,3.54318945622301,4.81067547325232
"North Dakota",3.27328968416164,3.24552087581179,0.0277688083498369
"North Dakota St.",-0.866711378402437,-1.00700856785595,0.140297189453526
"North Florida",-0.914336117129936,4.84094167761325,-5.75527779474318
"North Texas",-4.43802710871778,6.58621488709542,-11.0242419958132
"Northeastern",-0.273100835112714,-0.976883119518174,0.703782284405445
"Northern Ariz.",-7.23087784718544,4.90090783610107,-12.1317856832865
"Northern Colo.",-5.92362703536631,2.05301811457486,-7.97664514994119
"Northern Ill.",-4.945518365942,-2.42935937112094,-2.51615899482105
"Northern Ky.",0.330047598976633,-0.792403401911728,1.12245100088832
"Northwestern",2.26847142515887,-10.5635819092473,12.8320533344061
"Northwestern St.",-0.139258564022535,10.1077982213647,-10.2470567853872
"Notre Dame",9.19901133015103,-7.13800096248096,16.337012292632
"Oakland",3.96749890481607,-0.591395597520462,4.5588945023365
"Ohio",2.3452798621665,-2.20912517227432,4.55440503444076
"Ohio St.",4.32886368626738,-4.73458680401622,9.0634504902836
"Oklahoma",5.81616962596424,-4.68800578087907,10.5041754068433
"Oklahoma St.",18.4180707705769,-0.194156098059804,18.6122268686367
"Old Dominion",-10.2881427486907,-12.1485056274212,1.86036287873045
"Ole Miss",8.67467421905951,-0.526360903558106,9.2010351226176
"Omaha",8.64289060798432,9.2465926965141,-0.603702088529762
"Oral Roberts",1.03228335162939,5.38895038998739,-4.356667038358
"Oregon",9.68273255440789,-10.6830459358799,20.3657784902877
"Oregon St.",-8.59643513474493,-3.56101303946121,-5.03542209528369
"Pacific",-5.85140909577772,-0.980261699614411,-4.87114739616337
"Penn",-3.0239582640065,-3.36758844913977,0.343630185133297
"Penn St.",4.02032070227328,-3.04743000097391,7.06775070324721
"Pepperdine",-2.57772670814732,7.46932027647635,-10.0470469846236
"Pittsburgh",3.78815283419993,-4.09260835340218,7.88076118760211
"Portland",-6.51749719474795,0.37976741377984,-6.89726460852786
"Portland St.",5.95816767493898,11.4377701380064,-5.4796024630675
"Prairie View",-6.53881508741853,5.58258794305771,-12.1214030304762
"Presbyterian",-16.8369383920681,5.45461100001155,-22.2915493920796
"Princeton",-2.58814351870956,-10.9070035505252,8.31886003181561
"Providence",1.19284270072475,-9.06028069948809,10.2531234002128
"Purdue",10.9809963925242,-7.98172608301586,18.9627224755401
"Quinnipiac",2.66631813581869,11.5939302339412,-8.92761209812248
"Radford",-10.2204490583605,-0.457935108240514,-9.76251395011997
"Rhode Island",3.36411376364499,-9.11982814853854,12.4839419121835
"Rice",7.11002184173478,6.54848730216313,0.561534539571677
"Richmond",4.46833876814344,-1.15880872217898,5.62714749032244
"Rider",0.949386725620868,4.43961329904674,-3.49022657342578
"Robert Morris",-9.32594737057689,-2.03477140667542,-7.29117596390151
"Rutgers",-4.0297567429137,-7.0327767427852,3.00301999987149
"Sacramento St.",-5.546552165399,2.93201782482675,-8.47856999022572
"Sacred Heart",-1.51852484424018,7.86570213104251,-9.38422697528268
"Saint Francis (PA)",-0.212457950874523,5.91406688450188,-6.12652483537642
"Saint Joseph's",-1.06519723047741,-0.526583543045891,-0.538613687431552
"Saint Louis",-11.0662046025451,-4.92122080115668,-6.14498380138846
"Saint Mary's (CA)",0.637161923858391,-15.5303850433765,16.167546967235
"Saint Peter's",-9.09371626874384,-13.0010104310034,3.90729416225967
"Sam Houston St.",-4.86999480413326,1.44594451605568,-6.31593932018884
"Samford",4.59442967827716,5.43868208401067,-0.84425240573356
"San Diego",-8.19027587351868,-1.98473674477733,-6.20553912874137
"San Diego St.",-4.09799921976089,-10.7412266318496,6.64322741208869
"San Francisco",-0.881055895983094,-4.5601849920661,3.679129096083
"San Jose St.",-0.639618449880224,2.19417451720145,-2.83379296708164
"Santa Clara",-3.41338130073901,-6.3949519799068,2.98157067916779
"Savannah St.",8.59825424879051,21.9520137130113,-13.3537594642208
"Seattle U",-6.62928806476913,0.692745471590267,-7.3220335363595
"Seton Hall",4.22517217083197,-7.02895404037238,11.2541262112044
"SFA",-8.05224597128449,-2.49426044019783,-5.55798553108658
"Siena",0.641191572528024,1.27639136673195,-0.635199794203917
"SIUE",-6.4499491330325,4.62843486285552,-11.0783839958881
"SMU",5.94801647423306,-12.4406825605474,18.3886990347806
"South Ala.",-2.53560907031419,3.4301356925251,-5.96574476283927
"South Carolina",5.16987080202056,-11.5597053167605,16.729576118781
"South Carolina St.",-5.46877079622166,10.6578909829775,-16.1266617791992
"South Dakota",1.81674322251365,0.695762577739633,1.12098064477403
"South Dakota St.",3.10361247688068,3.29713879707048,-0.193526320189811
"South Fla.",-5.0517919437128,2.7105803659014,-7.76237230961419
"Southeast Mo. St.",-1.16224911592413,3.40072238851506,-4.56297150443924
"Southeastern La.",-7.4238970228268,-1.57685768819618,-5.84703933463055
"Southern California",7.7722122743433,-2.70747463871661,10.4796869130599
"Southern Ill.",-2.29875758459875,-3.38455815021628,1.08580056561752
"Southern Miss.",-11.3985672004894,0.876787342876894,-12.2753545433663
"Southern U.",-5.66485036196849,7.19055814066695,-12.8554085026354
"Southern Utah",0.3172859071974,14.449598188983,-14.1323122817857
"St. Bonaventure",4.11314806809457,-1.51474704636404,5.6278951144586
"St. Francis Brooklyn",-13.5707818480163,4.54634829184729,-18.1171301398636
"St. John's (NY)",8.56868400783854,3.10147181329212,5.4672121945464
"Stanford",0.867140109367571,-4.44369090717018,5.31083101653776
"Stetson",0.0604007178153902,12.4752623308316,-12.4148616130162
"Stony Brook",-5.40230778463517,-2.09945964313299,-3.30284814150216
"Syracuse",7.81099344943941,-4.22654254259683,12.0375359920362
"TCU",6.60131897566305,-8.09343854667632,14.6947575223394
"Temple",2.16601219932304,-1.75146865028304,3.91748084960608
"Tennessee",5.6738467888578,-5.00164749511119,10.675494283969
"Tennessee St.",-4.33503134527002,-3.78292535724937,-0.552105988020657
"Tennessee Tech",-3.17274909732004,2.57598233466322,-5.74873143198325
"Texas",-0.0250340066326835,-10.3219817137791,10.2969477071464
"Texas A&M",-0.313755793032925,-9.84578069113159,9.53202489809865
"Texas Southern",-0.757094272531341,3.54731833171932,-4.30441260425065
"Texas St.",-8.33872220529003,-7.6094300155736,-0.729292189716471
"Texas Tech",2.78289566874549,-10.1190386042549,12.9019342730004
"The Citadel",11.4881027996101,22.7854291735242,-11.2973263739141
"Toledo",2.87176754204254,0.942305638094806,1.92946190394771
"Towson",0.856404421023207,-2.28861629187054,3.14502071289375
"Troy",3.12674943034707,1.93322101161254,1.19352841873455
"Tulane",1.454831529084,5.8484469677483,-4.39361543866425
"Tulsa",-0.124832421815388,-2.07583543238478,1.95100301056945
"UAB",-2.70943703287911,-1.47272916867827,-1.23670786420083
"UC Davis",-4.10653065204259,-0.324354393363242,-3.78217625867934
"UC Irvine",-3.11858348253041,-4.71334683289175,1.59476335036133
"UC Riverside",-9.74760765657388,0.222976697040916,-9.9705843536148
"UC Santa Barbara",-13.7184210683251,-0.777026221018968,-12.941394847306
"UCF",-2.35043884698864,-11.0980909150445,8.74765206805588
"UCLA",19.5385701440342,0.0217743962721818,19.516795747762
"UConn",-1.42115818253003,-8.58187334437795,7.16071516184796
"UMass Lowell",3.63906863597783,12.2127750713696,-8.57370643539173
"UMBC",6.35817776706471,9.01720953864823,-2.65903177158352
"UMES",-4.29724253829373,7.83738823831641,-12.1346307766101
"UMKC",0.769026275771008,4.84010876630842,-4.07108249053758
"UNC Asheville",2.82717229001757,0.299114404110495,2.52805788590709
"UNCG",-0.658082077400319,-1.75488764840434,1.09680557100398
"UNCW",11.8452360747363,2.7334719239459,9.1117641507904
"UNI",-9.37281253576978,-9.90992269635622,0.537110160586368
"UNLV",-3.42287274233278,1.22996941447135,-4.65284215680413
"USC Upstate",0.00326067713926603,5.74538643872281,-5.74212576158353
"UT Arlington",6.11311293294044,-1.15252117478319,7.26563410772362
"UT Martin",0.197509071093408,3.70695468107703,-3.50944560998365
"Utah",7.42382345251028,-4.49781975363445,11.9216432061448
"Utah St.",0.110532878623796,-2.69743067514941,2.80796355377321
"Utah Valley",2.32394037992035,1.77892846928902,0.545011910631195
"UTEP",-4.93269504637469,-2.77082004708259,-2.1618749992921
"UTRGV",3.32467273506214,13.325652159307,-10.0009794242448
"UTSA",-7.79612224571325,-1.6320300321357,-6.16409221357754
"Valparaiso",-0.00234039242760997,-4.27699155423409,4.27465116180645
"Vanderbilt",3.73322413677342,-9.9160432623521,13.6492673991255
"VCU",5.66550389293627,-5.52339904137159,11.1889029343079
"Vermont",-0.281901964653735,-8.24306493647035,7.96116297181659
"Villanova",8.68932204286902,-14.1293416434419,22.8186636863108
"Virginia",-2.18769392652486,-21.2533286764103,19.0656347498854
"Virginia Tech",9.78026407686822,-1.880961812997,11.6612258898652
"VMI",-5.6456310361492,6.94061438768845,-12.5862454238377
"Wagner",-8.36668367555716,-2.38441893232231,-5.98226474323483
"Wake Forest",14.6885440693785,1.22682139832517,13.4617226710533
"Washington",4.85126404960304,3.87967905535503,0.971584994248043
"Washington St.",-0.888563917343924,-0.369964385520258,-0.518599531823661
"Weber St.",1.79259999992499,2.56385527766358,-0.771255277738565
"West Virginia",13.6392869302671,-9.34037261377113,22.9796595440383
"Western Caro.",-13.9476932714576,-0.374256850913473,-13.5734364205442
"Western Ill.",-4.14637063521157,5.1611507594525,-9.30752139466405
"Western Ky.",-4.51171571865787,0.298016117628342,-4.80973183628623
"Western Mich.",0.815568801257277,0.41546736033093,0.400101440926317
"Wichita St.",10.6755783837579,-9.94230835650098,20.6178867402589
"William & Mary",8.14470754626846,6.48364093552082,1.66106661074762
"Winthrop",4.81073102308328,2.28512193979961,2.52560908328369
"Wisconsin",3.58688690283202,-14.7461376418385,18.3330245446705
"Wofford",4.26717881678356,3.4099153932105,0.857263423573059
"Wright St.",1.40413044085957,1.26488105222304,0.139249388636499
"Wyoming",5.69982577413506,3.20035835719948,2.49946741693558
"Xavier",7.08035211356273,-6.46983194229062,13.5501840558534
"Yale",0.980609133887058,-0.0599940457479611,1.04060317963501
"Youngstown St.",2.45921989390264,11.0034173647444,-8.54419747084184
